	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12
g7753	56	46	64	16	82	64	8	61	37	83	34	27
g7754	432	410	393	425	574	500	455	447	610	416	703	579
g7755	30	33	53	41	33	31	108	55	41	40	44	50
g7756	4439	3138	4478	2956	2955	5699	4920	2899	4021	3970	4612	4186
g7757	6	4	0	0	0	0	2	0	0	0	28	0
g7758	268	293	302	168	381	225	164	297	67	325	321	245
g7759	41	48	47	44	24	63	25	22	37	48	46	51
g7760	1	10	7	0	0	0	2	5	1	2	0	6
g7761	230	856	1835	1894	1278	1620	820	892	472	558	1898	1443
g7762	33	11	15	2	30	23	13	19	46	19	28	9
g7763	8180	12140	6130	10229	9678	11587	7924	7102	7993	5488	9838	8738
g7764	15	7	6	10	10	8	9	7	4	8	8	9
g7765	81	93	81	25	112	53	79	110	145	98	146	114
g7766	683	967	358	686	384	338	707	723	662	468	1020	1244
g7767	16	3	4	12	2	5	1	20	13	6	5	6
g7768	196	264	234	218	340	376	392	459	493	328	367	467
g7769	220	391	235	278	405	305	70	111	360	568	330	324
g7770	661	822	413	663	1218	648	492	820	607	446	1022	435
g7771	1005	1771	615	1488	1665	1130	1038	1581	984	974	2051	2025
g7772	4	4	1	0	1	0	3	2	4	3	3	2
g7773	3083	3435	2507	2674	2899	3277	2344	2515	2804	2829	3858	3775
g7774	175	107	189	158	196	183	117	168	168	132	195	273
g7775	8	0	0	0	0	2	4	0	2	0	1	1
g7776	848	613	1075	967	846	2123	592	734	1716	1324	1835	1094
g7777	65	42	109	94	93	52	65	54	100	77	87	40
g7778	105	110	51	66	41	139	121	116	83	89	160	58
g7779	1	35	1	1	1	2	2	1	2	17	2	0
g7780	1007	730	444	880	463	966	740	934	1213	528	1208	1495
g7781	179	185	86	370	466	192	162	115	176	98	191	448
g7782	1136	1249	1151	1213	1188	1662	927	1131	1558	1234	2229	1886
g7783	1151	3564	4263	3286	4061	2813	3661	4308	3007	4721	4865	3392
g7784	0	2	1	0	4	7	3	0	3	9	0	9
g7785	158	126	225	184	63	191	173	154	119	88	228	86
g7786	10346	5618	7049	3941	10230	10847	11500	8084	6849	2807	5554	5767
g7787	298	623	243	575	244	367	264	257	414	285	352	362
g7788	67	46	77	68	95	86	31	91	76	106	155	92
g7789	1018	530	614	208	739	438	1243	936	1035	349	546	1448
g7790	99	110	112	127	103	149	102	113	53	71	180	98
g7791	496	1269	602	787	1094	1199	725	1082	510	812	797	929
g7792	1	1	4	12	14	11	7	1	1	18	14	14
g7793	1	12	56	36	13	13	46	29	52	27	144	20
g7794	1	1	2	2	2	2	1	5	1	6	4	2
g7795	7	18	19	2	2	5	12	12	27	3	14	11
g7796	293	100	369	116	365	322	153	172	477	106	367	93
g7797	133	217	97	34	17	139	142	110	187	173	117	181
g7798	3	2	15	0	30	10	3	8	8	2	16	21
g7799	12	1	0	2	5	0	4	0	3	0	1	1
g7800	725	620	506	508	715	650	578	501	647	729	1068	822
g7801	19	26	3	35	38	9	23	41	21	15	4	38
g7802	5188	4720	3198	3985	4683	4411	4381	5310	5489	4676	6742	5875
g7803	107	276	190	126	106	50	28	261	140	152	742	64
g7804	121	131	132	138	172	221	114	135	199	233	166	199
g7805	4	8	1	3	0	4	0	5	2	1	3	3
g7806	38	22	53	87	24	52	52	45	24	8	83	67
g7807	235	4	157	151	44	166	4	21	3	281	976	257
g7808	605	1044	578	643	781	1216	585	600	881	607	864	1238
g7809	0	177	0	56	4	9	0	33	2	5	21	6
g7810	1	3	2	0	1	2	1	2	1	4	5	4
g7811	483	703	374	715	702	659	584	913	559	556	773	585
g7812	146	249	175	126	105	111	129	104	102	212	327	126
g7813	151	1	17	52	44	14	43	69	12	23	49	250
g7814	4	8	5	4	2	3	5	2	0	2	6	1
g7815	613	850	594	577	982	785	563	634	800	669	925	784
g7816	0	0	0	0	0	10	8	0	0	0	0	0
g7817	34	42	42	89	38	61	70	71	26	49	87	79
g7818	2	24	11	5	2	15	25	8	8	14	17	14
g7819	38	192	122	541	48	617	629	588	732	573	208	252
g7820	429	1442	780	493	564	1355	359	846	457	810	746	889
g7821	36	84	27	64	40	84	48	29	50	45	99	53
g7822	5219	6988	6233	2815	4286	7004	5370	4182	5972	6556	11503	5695
g7823	13	28	5	1	21	60	49	6	5	15	67	1
g7824	119	112	135	210	376	91	353	301	148	248	148	93
g7825	6	6	3	0	3	15	1	2	5	6	4	6
g7826	58	31	70	43	44	65	27	104	105	80	70	43
g7827	600	831	793	299	596	743	881	342	992	342	613	600
g7828	1	1	3	3	1	6	3	1	0	1	1	1
g7829	611	581	454	498	633	470	452	422	641	370	642	563
g7830	3	1	5	3	1	8	0	2	7	0	0	7
g7831	515	410	864	291	457	468	398	830	621	791	495	457
g7832	92	34	19	12	21	10	154	64	36	76	29	98
g7833	431	368	325	199	421	226	109	279	400	86	541	207
g7834	166	156	482	164	542	287	276	192	350	392	372	321
g7835	826	899	704	515	963	480	727	853	502	567	1034	734
g7836	237	286	132	209	246	294	297	155	232	343	373	336
g7837	137	74	104	176	209	27	90	42	87	237	66	76
g7838	104	1045	562	1115	160	353	455	427	897	145	378	618
g7839	315	214	355	239	392	368	463	266	500	261	204	375
g7840	71	20	23	26	2	17	8	13	31	11	8	56
g7841	0	0	0	2	2	2	2	4	0	2	2	1
g7842	25	30	21	15	25	22	11	21	21	26	31	27
g7843	7	40	2	25	53	36	10	15	12	29	21	42
g7844	207	345	347	167	383	285	215	437	311	363	354	358
g7845	35	7	0	1	28	0	17	5	11	24	51	1
g7846	137	291	347	364	259	617	309	194	424	383	358	253
g7847	1078	1459	1958	2466	1120	2348	1503	1217	2192	2304	4067	1340
g7848	50	42	39	61	33	37	44	54	101	43	15	64
g7849	2	3	18	33	26	16	0	9	0	11	7	16
g7850	71	90	158	134	30	88	5	4	6	44	85	93
g7851	7	0	10	0	12	0	1	0	19	0	0	0
g7852	1	12	0	7	15	5	25	14	63	25	17	7
g7853	17	31	37	8	26	9	27	20	13	36	39	36
g7854	80	446	112	44	33	757	34	146	39	94	80	108
g7855	764	891	616	982	844	722	895	839	919	873	1396	1057
g7856	6067	9506	7967	5381	12167	10561	8646	10382	13523	8896	5335	9605
g7857	447	594	595	762	342	812	610	409	647	486	802	737
g7858	19	31	19	22	45	68	36	10	24	12	99	112
g7859	592	615	471	637	528	872	345	455	564	881	747	1067
g7860	676	1554	915	1388	1670	1568	1796	1134	1344	477	1522	730
g7861	6	9	0	3	5	6	12	8	37	3	4	9
g7862	35	45	49	45	83	36	32	58	46	108	19	45
g7863	189	297	172	205	226	250	127	228	209	219	414	225
g7864	98	43	69	41	16	53	72	55	31	28	144	62
g7865	45	48	19	14	47	142	20	10	64	15	7	30
g7866	275	248	142	202	214	194	186	166	503	330	260	283
g7867	11	191	8	486	225	277	136	23	29	560	711	75
g7868	229	753	1021	1515	168	203	308	115	60	355	1604	1600
g7869	298	474	310	224	315	320	209	452	257	475	530	490
g7870	1	153	4	36	23	1	0	111	16	2	22	0
g7871	393	271	769	382	733	485	569	230	584	185	562	449
g7872	11	22	12	10	6	12	10	12	11	23	21	22
g7873	0	1	12	3	8	0	8	2	3	2	8	2
g7874	962	1462	699	1098	863	970	1298	1356	1073	905	1490	1647
g7875	1	1	0	1	0	0	3	31	2	0	1	0
g7876	107	89	92	125	159	109	58	88	212	51	280	315
g7877	2925	2411	1691	2383	2239	2785	2016	2259	2348	2715	3835	4135
g7878	114	100	77	40	78	281	141	73	200	305	102	230
g7879	79	252	352	149	185	206	188	153	121	184	224	182
g7880	6440	10335	9249	4583	9841	6435	14616	7345	9635	2486	4963	4792
g7881	157	19	97	78	548	48	41	54	27	179	62	16
g7882	81	406	297	286	273	655	604	415	435	397	581	372
g7883	9	3	9	5	3	6	1	3	9	19	16	11
g7884	32	30	46	14	89	31	27	75	12	72	56	22
g7885	787	105	1184	54	839	588	469	77	217	545	283	2178
g7886	50	0	1	31	14	71	4	25	64	21	11	10
g7887	8	13	10	4	6	27	24	7	1	3	15	10
g7888	40	54	19	73	131	41	21	71	73	71	43	100
g7889	41	42	54	57	83	93	39	85	71	57	134	62
g7890	295	202	63	165	323	192	191	110	124	175	169	194
g7891	767	952	856	843	904	785	654	817	940	830	1351	1013
g7892	16	16	7	13	9	26	5	6	5	16	7	6
g7893	16	36	22	14	37	35	57	29	4	80	4	61
g7894	0	2	4	0	1	3	4	0	4	10	0	0
g7895	2	5	2	10	5	1	3	2	7	3	13	8
g7896	78	84	75	39	73	40	22	46	32	43	121	45
g7897	3	2	15	0	3	4	2	9	11	25	0	5
g7898	264	359	316	281	264	264	233	348	364	286	425	291
g7899	19	29	10	31	50	28	14	28	46	31	31	27
g7900	394	317	277	303	396	229	299	356	195	116	439	271
g7901	12	7	1	14	29	19	3	1	24	4	17	0
g7902	1449	876	847	752	1382	846	885	1389	1055	1210	1561	1445
g7903	795	2712	1764	1889	484	2492	1102	510	371	1292	1440	1167
g7904	0	4	1	0	5	5	5	2	0	4	2	3
g7905	381	612	296	942	359	340	433	708	478	256	450	772
g7906	138	187	145	127	125	327	72	179	354	173	185	171
g7907	69	76	75	135	118	71	67	118	74	123	122	178
g7908	573	457	458	442	292	212	680	575	284	501	1174	290
g7909	92	78	83	63	103	117	47	93	109	55	79	121
g7910	6	128	162	26	15	11	97	69	32	31	138	160
g7911	354	353	348	405	271	334	345	255	202	149	263	551
g7912	325	717	1590	1455	1443	1285	738	1391	1507	1594	3016	1310
g7913	87	88	96	54	96	86	73	58	68	92	167	86
g7914	81	14	83	40	99	68	27	41	14	56	54	20
g7915	8765	10160	7461	15544	6647	11503	4519	4918	5051	11803	18746	8202
g7916	828	1566	1069	909	1033	1387	786	1189	1241	1329	1938	1731
g7917	2567	1696	2741	1641	2158	2557	2490	1043	2944	2624	2748	2163
g7918	3	2	4	0	2	4	0	3	1	1	0	1
g7919	849	1125	1359	875	858	1588	1220	895	1214	1186	1240	1143
g7920	803	2623	805	2126	3435	2388	1713	850	876	828	3500	2629
g7921	160	125	175	103	205	125	127	183	155	170	303	192
g7922	2963	1668	3423	2279	2683	3861	4317	1429	3093	2746	2918	3251
g7923	1642	2059	1452	1639	1845	1308	1242	1739	1968	1723	2114	2152
g7924	30	151	57	135	84	443	240	90	170	171	1	70
g7925	347	0	0	1	0	1	0	0	63	3	3	0
g7926	25	113	11	122	81	38	23	26	1	0	57	24
g7927	361	360	566	468	374	408	235	405	319	513	897	462
g7928	7	45	33	8	16	3	3	6	1	5	45	27
g7929	115	33	100	154	74	172	24	108	172	205	175	157
g7930	2209	3660	2210	1533	2234	2268	1942	2297	1848	1813	1526	3094
g7931	2293	1848	2472	2641	3987	2650	1966	3114	3889	2050	2287	3509
g7932	78	54	44	148	106	134	214	178	28	30	140	111
g7933	10	6	6	5	11	4	3	22	5	12	24	6
g7934	43	94	31	31	72	47	47	41	87	67	96	91
g7935	30	9	10	23	12	3	8	11	9	14	16	21
g7936	685	471	817	272	910	554	801	880	1140	1086	922	1051
g7937	1	16	5	9	4	8	1	1	3	1	7	20
g7938	238	392	338	163	582	503	266	293	178	266	534	559
g7939	2	0	1	1	4	0	0	6	1	1	0	1
g7940	56	93	100	72	165	119	94	88	109	106	133	98
g7941	0	0	0	0	0	0	0	0	0	5	8	0
g7942	537	620	1361	825	1018	653	1729	1635	814	178	697	1147
g7943	1553	3289	2081	1395	1128	2473	2133	2580	832	2778	1570	3499
g7944	567	547	260	319	395	684	481	706	250	353	510	631
g7945	121	262	202	208	212	101	167	107	257	131	211	188
g7946	3	2	2	5	2	7	12	6	7	3	6	7
g7947	29	6	38	6	14	7	30	10	28	32	46	16
g7948	461	557	590	636	607	723	479	481	567	665	872	620
g7949	3284	4730	5769	3528	4409	6678	5098	3579	4373	4296	5766	4674
g7950	442	459	1860	2895	1174	1246	1774	616	662	1069	2014	1101
g7951	222	46	95	174	512	172	139	40	348	442	111	390
g7952	2880	4334	2579	2418	4525	3172	2236	4456	1275	3345	3510	5992
g7953	41	24	42	19	44	18	61	41	35	51	40	57
g7954	185	124	115	157	94	116	74	49	158	98	219	319
g7955	61	52	38	95	33	28	42	42	54	26	52	46
g7956	265	392	144	182	149	182	346	326	182	195	209	216
g7957	72	3	36	83	127	42	47	2	74	59	188	21
g7958	1115	516	1001	1419	2367	814	980	2998	5687	3005	6581	3656
g7959	0	0	3	4	0	0	0	1	1	1	0	1
g7960	91	233	173	116	85	68	143	147	149	178	534	192
g7961	4	0	7	11	0	6	0	9	9	1	7	6
g7962	535	748	655	67	980	499	745	430	434	1224	307	950
g7963	159	155	253	168	184	164	212	116	84	284	278	129
g7964	4	9	7	2	7	3	4	14	6	2	6	4
g7965	126	331	253	209	400	200	205	142	118	107	389	329
g7966	32	23	19	31	21	10	40	11	30	31	18	35
g7967	3	9	0	1	4	11	1	3	6	2	5	7
g7968	486	200	467	548	345	237	320	456	689	477	1546	765
g7969	145	438	249	250	416	340	440	322	508	499	424	136
g7970	88	206	97	149	129	108	86	189	240	194	123	208
g7971	2262	1049	597	832	1550	1818	791	651	572	1537	2559	2125
g7972	2263	3006	2473	2334	3564	4107	3329	1840	2467	3229	4373	3798
g7973	323	382	388	247	244	547	335	462	268	229	441	263
g7974	226	124	84	70	196	198	198	215	104	83	161	180
g7975	6	3	2	1	1	1	0	2	1	5	6	2
g7976	76	192	87	114	51	130	86	73	81	104	103	200
g7977	6	4	3	2	4	1	2	2	6	2	7	2
g7978	176	163	317	227	114	227	18	183	113	87	310	176
g7979	63	91	120	123	50	193	215	96	129	236	104	182
g7980	460	511	404	419	482	737	441	489	394	472	508	643
g7981	222	119	168	276	194	185	247	138	117	197	366	251
g7982	11	7	1	2	6	0	5	2	2	6	3	15
g7983	623	393	321	325	577	450	424	487	465	258	770	445
g7984	27	76	111	54	44	33	31	6	56	77	45	27
g7985	1869	2861	2019	1432	1761	1241	2708	2379	2068	1818	2654	2148
g7986	89	173	142	94	89	145	152	91	70	196	153	229
g7987	12508	18130	5285	7794	13111	14246	12216	8565	9558	12647	13291	17587
g7988	21	25	9	24	4	5	6	3	18	0	3	9
g7989	78	90	39	132	58	86	42	70	11	51	104	48
g7990	1	2	2	1	1	3	3	5	3	6	6	4
g7991	2	8	26	12	13	29	15	14	23	15	30	23
g7992	178	166	137	172	130	368	216	210	248	191	438	278
g7993	327	524	439	311	289	565	531	346	484	546	927	559
g7994	295	401	310	312	279	443	287	372	223	164	255	424
g7995	4	2	0	5	0	6	1	7	0	0	0	12
g7996	1953	1715	3074	888	2260	2560	1334	1630	1427	1275	2686	2476
g7997	1181	843	695	1008	1059	957	636	1062	969	1375	1045	1471
g7998	0	0	1	2	5	5	0	17	0	0	13	20
g7999	3116	2787	3101	3472	2296	3779	3269	3712	4246	3420	3982	4108
g8000	505	1797	1552	988	885	918	1033	1420	598	473	1852	1100
g8001	7	26	12	0	2	2	7	3	7	8	0	4
g8002	194	305	327	235	199	263	307	285	204	283	360	407
g8003	39	24	15	3	15	9	9	3	7	8	1	20
g8004	773	1383	1534	1094	1459	1594	1048	967	1157	1130	1886	1646
g8005	10	8	5	15	11	12	21	15	3	19	30	30
g8006	26	14	18	48	19	11	11	62	3	0	18	22
g8007	1318	8044	1750	4496	5922	2091	5817	3132	2203	5314	2944	5150
g8008	657	544	962	1038	868	830	773	979	1125	946	1264	742
g8009	24	3	6	13	4	8	2	0	10	7	2	4
g8010	8	132	12	38	76	18	3	57	45	3	11	93
g8011	36	15	13	22	23	20	18	60	25	17	56	36
g8012	4	8	6	9	6	3	7	6	3	7	8	1
g8013	0	5	10	4	1	3	1	2	1	0	0	8
g8014	679	1353	557	963	1124	939	1147	1573	647	851	1774	1037
g8015	6	2	7	5	2	3	4	11	14	4	5	8
g8016	4	5	4	6	9	7	8	8	5	7	4	15
g8017	1231	2349	2134	1700	1674	1098	1756	2578	1736	1380	2804	2304
g8018	707	2237	686	553	1359	2384	381	1177	1181	750	1731	1313
g8019	2208	2886	1737	2469	1878	2473	957	3239	2964	2112	3221	3137
g8020	38	67	42	13	1	80	34	66	12	18	4	248
g8021	17	13	28	25	10	28	7	4	16	12	35	9
g8022	127	87	102	56	89	96	61	102	136	236	171	51
g8023	49	109	170	66	113	147	76	63	113	69	137	42
g8024	333	352	291	488	543	521	616	497	452	551	340	750
g8025	1	3	4	18	17	52	25	40	18	10	17	5
g8026	55	60	64	44	84	85	63	88	65	93	202	117
g8027	5	31	25	34	37	27	18	54	58	25	37	29
g8028	5	44	22	1	39	1	0	1	22	61	19	13
g8029	25	53	29	26	33	30	33	21	48	28	34	21
g8030	9	89	93	18	16	94	344	25	80	24	162	68
g8031	8163	4587	6245	5463	9228	7719	4461	7137	9198	6914	9242	12587
g8032	6	27	10	32	26	16	12	15	21	10	27	25
g8033	22543	1048	13345	21368	7235	5389	30317	13183	12766	20257	16577	11866
g8034	3	5	0	0	5	9	9	2	2	3	3	4
g8035	3201	4730	3076	4477	3634	5245	2772	4010	6006	4195	7410	7006
g8036	477	576	754	350	954	586	614	751	602	430	620	604
g8037	329	109	27	34	318	23	38	94	125	514	231	266
g8038	445	383	334	450	463	633	437	431	388	341	488	555
g8039	13	35	2	20	63	25	28	4	34	14	29	8
g8040	12	33	22	1	13	1	3	69	59	5	2	0
g8041	1	0	1	0	1	12	3	0	1	0	6	1
g8042	14	51	4	28	18	35	18	26	29	45	27	61
g8043	587	434	414	295	469	138	462	141	244	453	251	530
g8044	683	761	500	759	439	604	988	886	453	567	769	1007
g8045	800	496	611	593	410	623	361	487	442	571	566	1080
g8046	40	9	48	1	6	0	13	17	6	0	0	42
g8047	22	76	52	65	21	14	6	63	59	77	243	56
g8048	51	46	47	32	40	40	62	36	45	46	69	64
g8049	2	4	3	1	3	3	7	1	2	1	3	1
g8050	927	625	482	304	976	1091	396	648	353	304	671	874
g8051	1049	725	1555	66	51	146	268	14	2008	1828	1191	0
g8052	22	79	22	41	7	33	37	58	61	66	62	64
g8053	25	44	85	118	25	60	189	19	34	50	86	18
g8054	15	819	97	430	171	971	26	44	655	268	96	442
g8055	20	17	21	41	40	115	105	56	5	21	55	5
g8056	175	104	149	49	109	244	113	120	120	207	290	215
g8057	551	298	282	260	269	370	151	213	302	248	254	288
g8058	87	270	155	557	158	943	331	93	387	90	189	20
g8059	334	387	295	247	241	506	394	368	409	422	610	436
g8060	1134	2387	1755	1955	462	900	1476	615	1350	1227	1240	2635
g8061	56	13	25	11	63	26	36	49	0	19	74	24
g8062	15	17	35	16	14	16	4	35	16	12	44	41
g8063	63	100	56	71	85	85	87	86	98	117	117	88
g8064	98	168	236	182	151	192	114	336	324	271	128	223
g8065	209	216	179	165	222	185	144	227	205	148	318	238
g8066	264	302	262	240	343	306	331	315	327	286	318	420
g8067	5	4	15	9	7	3	4	23	6	12	11	5
g8068	11	3	2	4	2	6	1	2	0	5	12	10
g8069	358	797	574	454	684	164	864	877	57	29	151	505
g8070	342	445	485	469	533	490	439	529	522	415	569	575
g8071	97	0	0	1	4	24	0	0	2	0	0	0
g8072	38	2	1672	52	20	59	0	33	232	596	318	138
g8073	692	360	259	189	286	611	181	488	306	1039	1796	1158
g8074	8	47	32	14	33	34	83	7	9	11	15	18
g8075	772	290	521	312	580	624	825	551	497	687	981	135
g8076	323	270	22	79	238	584	221	399	268	865	1058	802
g8077	604	724	498	432	344	488	536	478	564	717	464	964
g8078	4941	7447	6171	4516	5759	7206	5928	8019	4456	7071	5509	5030
g8079	500	422	245	128	1245	700	239	1345	437	730	441	100
g8080	245	123	332	299	504	247	198	398	819	562	121	982
g8081	38	30	22	41	8	33	27	30	27	52	54	72
g8082	576	715	595	228	369	667	251	202	773	353	826	547
g8083	22	0	0	7	8	0	0	3	1	0	7	2
g8084	1758	1370	2141	2111	2267	2000	1263	2140	2757	2344	3891	1893
g8085	490	1332	1076	1713	1175	2315	965	1374	840	1359	1625	584
g8086	13	5	4	8	5	29	9	10	11	8	12	14
g8087	1349	1105	944	1921	1245	1709	1473	1240	968	1174	2815	1224
g8088	43	68	57	48	68	74	49	61	38	39	40	41
g8089	452	815	827	563	905	999	680	663	587	579	921	931
g8090	5	37	6	87	16	21	37	16	146	24	76	1
g8091	1	0	1	1	0	0	1	4	0	0	0	7
g8092	299	255	303	445	492	285	332	154	550	542	595	610
g8093	6	17	3	13	15	24	3	1	10	13	9	6
g8094	0	0	8	7	1	2	28	21	11	3	0	17
g8095	9	9	3	10	13	14	8	3	9	3	4	3
g8096	23	1	23	0	7	2	8	21	34	0	9	1
g8097	386	348	639	224	472	804	227	561	761	532	454	504
g8098	3893	2998	3361	4670	4456	4181	3709	3773	4600	2879	6233	6175
g8099	650	660	911	887	1347	529	791	599	365	530	570	717
g8100	385	17	239	176	1853	81	2	30	135	333	438	45
g8101	1	9	1	25	12	10	4	2	5	16	5	1
g8102	25	3	18	18	10	3	29	3	5	14	12	8
g8103	248	538	139	72	207	464	247	98	167	139	349	613
g8104	94	65	113	25	15	3	3	20	33	37	53	16
g8105	6867	10000	4518	12885	25945	13836	20110	18917	14940	16074	23711	10106
g8106	82	66	100	68	77	95	93	77	58	71	114	111
g8107	415	433	686	944	614	882	772	770	851	962	1141	912
g8108	3381	11906	4288	10469	5079	7658	3639	6730	6927	7521	8420	8310
g8109	1624	1526	993	1612	1308	2122	1301	1305	2251	1423	3681	1560
g8110	8	13	30	2	32	21	10	12	29	13	2	17
g8111	6165	22640	4628	10687	18950	13851	15616	14276	11987	18250	15418	19344
g8112	13	21	0	19	0	0	0	0	6	33	7	10
g8113	317	109	141	195	185	219	215	217	257	156	262	332
g8114	11	8	6	21	4	14	14	6	16	16	11	21
g8115	122	122	35	47	105	16	59	110	55	77	139	19
g8116	2802	2361	4234	2504	1341	2770	1103	2501	3526	4353	7625	4066
g8117	0	2	12	2	1	15	0	3	4	0	5	2
g8118	4	17	2	6	3	4	4	7	21	6	6	20
g8119	4927	6333	3608	4061	8363	5998	2903	3781	4890	4713	7791	7135
g8120	15	24	8	20	11	15	10	14	15	7	19	16
g8121	78	92	38	13	15	143	202	755	64	5	56	238
g8122	16	13	15	6	9	10	22	4	14	33	14	18
g8123	118	29	129	57	154	58	125	89	68	93	132	103
g8124	1264	770	577	523	638	1221	744	457	765	813	1969	1156
g8125	406	242	453	253	616	399	298	703	456	477	953	1070
g8126	647	849	383	518	637	602	690	673	475	723	867	792
g8127	86	95	62	101	88	131	105	73	114	61	172	119
g8128	357	679	464	816	1442	1088	614	614	454	557	1794	1194
g8129	17	36	17	4	7	15	11	0	19	5	5	19
g8130	54	42	33	68	45	40	43	23	35	35	27	34
g8131	170	369	252	218	246	465	478	180	210	726	203	437
g8132	4134	8189	9413	11139	7352	8142	8256	5380	8757	5270	16034	12352
g8133	2937	1725	1832	1512	1857	3041	1949	1175	1761	1396	4472	2089
g8134	11	57	83	34	27	119	31	20	105	126	138	95
g8135	46	27	45	41	23	37	20	12	26	42	70	53
g8136	5415	2563	2224	4398	3873	8107	5535	6017	4197	4437	6484	7230
g8137	563	825	194	363	309	333	349	450	308	195	529	787
g8138	14	24	11	28	26	22	8	31	44	25	13	14
g8139	842	786	1088	394	428	506	103	487	2390	880	126	918
g8140	3	0	1	8	2	3	3	3	3	1	4	1
g8141	2129	1643	1315	3191	2180	3537	1851	2145	2995	1698	2205	2209
g8142	144	211	194	233	192	266	192	232	155	258	504	258
g8143	95	159	294	83	202	133	55	360	104	236	197	91
g8144	1402	1804	1302	2250	1162	2701	1746	1373	1957	1787	2859	1512
g8145	4701	3326	3661	3711	5579	6172	4157	3815	5426	4493	5163	3439
g8146	7	0	0	1	7	1	0	2	1	2	1	6
g8147	796	796	332	491	792	762	583	915	1066	281	1006	605
g8148	82	103	24	25	22	34	19	18	78	57	38	34
g8149	1287	1449	1586	1678	1869	1624	1329	1298	1284	1647	2430	1759
g8150	535	637	577	816	337	335	1019	1291	412	748	1698	973
g8151	41	48	32	45	64	48	22	73	63	61	60	37
g8152	203	260	471	357	303	320	277	273	234	251	377	395
g8153	96	65	142	48	26	37	22	52	12	94	28	98
g8154	0	0	9	3	0	0	2	3	19	1	42	0
g8155	1350	1692	1535	1616	1588	2002	1442	1278	2087	1407	2633	1950
g8156	1012	996	658	812	599	577	826	637	925	830	888	1191
g8157	2	1	2	4	4	2	1	2	8	0	1	9
g8158	1	0	8	148	13	0	6	5	23	65	9	2
g8159	191	240	165	230	160	186	154	191	126	140	217	284
g8160	41	51	45	21	75	62	23	34	56	33	59	40
g8161	15012	13436	20761	16245	13759	15303	19320	13745	14307	22096	16489	32431
g8162	69	69	125	290	102	232	188	202	221	113	772	136
g8163	216	333	192	183	242	214	184	232	251	172	288	198
g8164	896	927	508	604	978	1093	826	686	704	516	1400	1096
g8165	657	1130	527	759	719	451	383	393	839	472	1874	612
g8166	530	90	1115	177	116	180	802	75	835	316	93	347
g8167	19	17	9	12	12	14	13	20	14	14	37	18
g8168	331	330	268	279	273	250	290	295	255	249	297	331
g8169	647	1083	921	1208	1294	590	1057	809	2265	1010	756	2082
g8170	92	278	289	591	71	996	893	215	100	742	142	427
g8171	17	19	12	5	19	40	20	4	32	7	24	27
g8172	328	220	430	415	372	327	219	570	326	276	327	458
g8173	22	4	0	1	2	21	2	5	0	1	4	3
g8174	398	164	191	307	257	252	159	71	164	155	119	119
g8175	1609	2414	1039	1468	1916	1589	1742	2256	2192	1440	1502	2681
g8176	1273	408	1247	1336	904	1240	1191	1689	1275	1120	1799	1206
g8177	296	243	344	252	316	361	252	248	292	272	377	406
g8178	15	100	51	51	6	64	44	22	17	37	50	82
g8179	163	249	153	105	82	89	173	205	158	77	92	263
g8180	9	16	16	24	17	9	11	15	14	17	18	20
g8181	124	115	74	78	153	158	97	115	86	124	190	143
g8182	233	337	137	302	212	481	135	160	190	285	552	275
g8183	112	274	62	41	109	248	191	140	65	305	259	214
g8184	5331	2985	3702	3062	5108	9680	5717	5273	4765	7030	9012	8116
g8185	1262	1042	935	1108	1268	931	1521	948	1039	1005	1653	1268
g8186	1	4	16	10	10	9	1	6	15	5	16	14
g8187	424	488	544	292	233	509	182	352	511	394	771	331
g8188	4513	3536	3869	2986	3533	3495	3429	3173	2907	2880	3251	4103
g8189	179	16	46	2	21	648	0	14	440	247	624	179
g8190	17	17	14	16	27	16	13	20	18	29	8	31
g8191	0	2	3	0	30	25	2	0	0	3	0	71
g8192	55	144	24	17	32	177	71	127	200	121	167	185
g8193	3090	1235	3771	3928	3578	1656	6211	3692	3060	2110	3691	8026
g8194	2	117	3	40	115	2	25	67	62	22	11	73
g8195	859	715	500	922	1445	293	906	604	367	530	1683	310
g8196	187	1394	852	116	1416	46	415	1358	10	1669	332	1391
g8197	454	508	459	679	668	569	295	754	1045	557	982	1036
g8198	111	247	112	14	233	138	75	327	75	152	183	52
g8199	3	7	3	2	3	4	2	0	1	7	6	4
g8200	2	11	2	5	2	4	10	4	6	9	9	3
g8201	5	3	1	4	7	23	1	13	3	5	6	1
g8202	146	497	140	368	405	385	88	753	330	103	197	274
g8203	141	165	110	156	166	140	172	168	173	114	255	185
g8204	69	29	82	68	69	115	58	69	151	95	104	128
g8205	0	32	35	16	17	46	4	1	11	7	5	43
g8206	250	599	624	369	582	312	400	365	557	359	369	281
g8207	533	648	531	464	577	598	648	510	502	594	545	697
g8208	308	402	300	271	329	322	172	291	344	384	432	319
g8209	554	645	1450	1057	922	833	1030	1153	1088	230	1047	1461
g8210	2	33	31	8	8	5	3	11	20	2	14	10
g8211	369	541	382	382	508	507	335	450	680	304	467	340
g8212	3348	1496	1040	922	5039	4133	322	1143	3195	1232	5208	6621
g8213	3160	3756	4996	2328	2766	6675	5073	2806	4912	4262	5325	4550
g8214	1	13	0	0	2	1	0	0	6	2	2	5
g8215	52	50	42	42	52	40	61	34	67	98	30	21
