	sample1	sample2	sample3	sample4	sample5	sample6
g7718	5815	4128	5902	3032	2536	3515
g7719	74	11	14	39	7	24
g7720	10538	5636	5543	5764	5440	5742
g7721	0	6	6	8	0	8
g7722	3090	810	374	1164	4572	1389
g7723	72	38	31	85	40	51
g7724	31086	28156	29980	11196	24435	25398
g7725	137	141	202	143	78	146
g7726	6027	5233	4702	8933	1682	4998
g7727	187	177	153	91	153	69
g7728	7	6	18	9	5	23
g7729	121	95	36	86	52	163
g7730	13	24	12	3	4	26
g7731	1038	119	205	589	187	574
g7732	4371	3182	3533	2741	1957	3997
g7733	57	14	5	25	7	1
g7734	12	3	0	16	3	28
g7735	60	71	45	44	49	53
g7736	205	196	87	82	85	197
g7737	154	377	137	114	88	195
g7738	7	5	1	5	1	1
g7739	0	4	0	0	11	0
g7740	12	25	21	11	11	17
g7741	1873	3229	1902	1277	756	850
g7742	553	479	659	613	624	737
g7743	74	292	26	132	17	88
g7744	1001	1013	626	717	485	673
g7745	111	41	25	9	63	66
g7746	482	505	545	918	227	401
g7747	615	629	401	383	263	679
g7748	107	172	103	55	63	93
g7749	2471	2595	2564	1215	1611	1797
g7750	537	1719	1085	1048	1402	2074
g7751	1327	1093	1356	826	835	789
g7752	3549	4097	4590	4068	2642	4672
g7753	684	377	1031	693	358	874
g7754	1593	139	525	826	289	738
g7755	335	497	335	259	313	576
g7756	6	3	27	129	27	32
g7757	58	166	84	25	39	65
g7758	41	60	98	39	35	47
g7759	3360	2848	1902	2447	1017	1574
g7760	15	32	32	5	8	5
g7761	390	824	277	319	101	587
g7762	1094	1372	1009	504	856	1015
g7763	20	14	12	8	7	15
g7764	2164	3747	2836	2570	2042	2801
g7765	1855	1505	1431	1873	1634	2067
g7766	193	242	349	596	177	601
g7767	1077	662	947	614	453	723
g7768	1033	737	547	1543	747	621
g7769	162	94	71	140	155	215
g7770	2	29	0	10	4	4
g7771	8	3	5	7	7	4
g7772	361	153	91	63	37	107
g7773	1169	508	156	155	78	158
g7774	52	17	22	26	50	27
g7775	112	129	182	55	39	53
g7776	2	8	2	9	17	7
g7777	3	13	12	5	4	9
g7778	12893	8673	4879	7755	3681	6102
g7779	486	1111	618	1381	761	610
g7780	202	140	188	61	82	209
g7781	8	7	15	6	5	15
g7782	96	31	0	0	10	4
g7783	1394	2070	1421	1657	899	1134
g7784	36	10	34	1	8	12
g7785	3941	5537	3761	2602	1713	3594
g7786	3336	906	2039	2959	1071	1501
g7787	5	4	3	0	3	1
g7788	9	9	7	3	4	4
g7789	55	50	22	43	27	5
g7790	241	226	322	253	209	272
g7791	565	549	297	1758	458	141
g7792	152	133	85	90	95	94
g7793	2282	2322	2375	1421	1366	1750
g7794	386	470	247	351	48	140
g7795	123	70	25	48	40	46
g7796	1247	682	957	794	411	836
g7797	1	0	1	7	5	7
g7798	3779	1916	4079	2701	4571	6440
g7799	20	1	22	1	16	30
g7800	146	138	146	129	77	184
g7801	2	0	2	1	0	0
g7802	43	35	1	22	14	57
g7803	371	328	389	204	218	251
g7804	96	50	160	65	50	42
g7805	2497	3458	3280	1877	1100	2773
g7806	66	43	125	66	35	143
g7807	9	7	18	8	3	9
g7808	527	450	341	362	277	319
g7809	182	132	223	225	101	195
g7810	14	98	78	31	3	54
g7811	830	616	597	467	305	1365
g7812	2404	3044	3640	1794	1713	1315
g7813	0	0	4	1	0	0
g7814	2565	2385	1028	4838	1990	3662
g7815	36	20	38	63	24	43
g7816	11	8	7	6	3	7
g7817	113	1621	190	62	47	136
g7818	1103	3122	3120	2521	1027	2768
g7819	8	13	18	12	3	10
g7820	936	588	538	651	419	595
g7821	1255	1092	1520	409	174	1089
g7822	1135	2426	1558	947	1229	651
g7823	979	1376	1047	945	506	474
g7824	5	2	2	4	3	3
g7825	44	30	22	16	15	11
g7826	320	473	448	360	211	408
g7827	80	166	140	32	47	76
g7828	3654	1901	2011	1776	1172	1369
g7829	144	69	55	50	78	66
g7830	881	1327	725	601	571	969
g7831	1262	1058	1031	445	635	776
g7832	2	7	1	2	1	1
g7833	2	10	7	7	1	11
g7834	487	571	398	332	304	242
g7835	36	125	47	35	98	35
g7836	1855	2239	1781	1388	1337	1847
g7837	3408	2681	2976	1415	1118	2705
g7838	32	40	14	23	31	26
g7839	1	109	2	7	50	6
g7840	11	17	16	22	4	36
g7841	0	3	1	0	0	3
g7842	1380	1074	864	650	269	694
g7843	1039	661	2215	967	836	1060
g7844	10	10	21	6	18	14
g7845	7	3	1	1	0	1
g7846	162	362	146	243	118	307
g7847	1439	930	949	1269	1553	1646
g7848	821	474	333	538	334	422
g7849	7	4	2	5	3	4
g7850	1	2	5	4	0	1
g7851	52	143	55	32	41	48
g7852	8	2	2	1	7	9
g7853	109	245	373	454	173	446
g7854	35	99	82	43	38	84
g7855	137	434	231	165	306	356
g7856	4687	4928	4863	5861	3851	5189
g7857	1	17	27	11	2	2
g7858	301	140	143	170	108	165
g7859	1876	1860	1209	1639	469	1719
g7860	5	2	6	3	3	7
g7861	164	77	58	461	59	1233
g7862	358	231	417	201	156	319
g7863	26	131	33	6	5	50
g7864	3	2	3	7	0	6
g7865	693	346	872	464	798	482
g7866	3	3	3	3	2	7
g7867	791	600	620	619	313	783
g7868	2826	2754	2786	2516	2044	2911
g7869	1	22	7	3	2	7
g7870	8	18	27	48	5	17
g7871	2	0	1	2	2	2
g7872	10	6	6	6	9	5
g7873	1525	1061	1257	774	540	1018
g7874	10852	3610	6441	5591	6318	15610
g7875	18	30	11	10	8	13
g7876	124	147	93	61	62	66
g7877	1720	993	1169	772	471	2516
g7878	1062	1023	1019	785	474	888
g7879	17	21	15	10	13	60
g7880	3147	1205	1360	3464	1953	2788
g7881	1496	1052	1097	1003	818	1193
g7882	293	725	232	369	504	989
g7883	257	169	144	79	127	159
g7884	183	101	68	99	54	76
g7885	100	20	0	54	0	1
g7886	402	149	247	228	62	147
g7887	884	741	53	429	329	125
g7888	1351	2056	558	2084	2161	1096
g7889	266	387	190	203	100	279
g7890	84	60	74	80	68	82
g7891	0	6	15	3	4	6
g7892	2	2	4	16	4	13
g7893	3	15	11	10	4	6
g7894	277	173	252	171	99	235
g7895	502	786	586	490	510	566
g7896	1329	549	1380	964	815	1112
g7897	3	31	6	47	5	0
g7898	1122	624	751	432	405	710
g7899	3700	2607	4098	972	1315	4294
g7900	204	166	103	98	29	196
g7901	126	154	285	96	85	134
g7902	3242	1850	1963	2109	1264	1987
g7903	9	3	0	7	4	4
g7904	698	433	373	406	287	334
g7905	123	142	140	106	89	192
g7906	4648	2700	5704	6628	6267	4742
g7907	8	36	23	27	21	13
g7908	523	719	358	271	277	339
g7909	2343	868	1483	690	630	651
g7910	442	728	312	377	264	361
g7911	79	3	381	49	51	16
g7912	3978	3000	2753	2213	913	1402
g7913	223	301	383	139	147	432
g7914	27	6	24	39	23	21
g7915	349	257	294	300	329	219
g7916	911	605	414	760	355	694
g7917	528	803	328	89	55	137
g7918	1	5	5	14	0	0
g7919	1079	294	0	2	207	10
g7920	714	843	893	571	474	475
g7921	1325	574	840	744	575	637
g7922	150	115	175	564	551	311
g7923	100	49	67	31	27	29
g7924	1048	556	1135	871	497	896
g7925	7158	4757	5068	6036	2235	6932
g7926	82	89	37	136	25	258
g7927	0	0	16	26	3	3
g7928	20	22	20	11	15	15
g7929	57	91	36	26	37	59
g7930	18	30	11	34	8	17
g7931	4035	2627	2888	3862	2372	3509
g7932	219	297	214	131	99	201
g7933	681	860	638	510	546	1037
g7934	7846	7823	7350	10410	5839	3344
g7935	38	490	394	214	156	59
g7936	1062	1160	1800	764	1495	1835
g7937	10	36	16	9	11	25
g7938	293	244	267	222	163	179
g7939	3272	895	1825	299	802	970
g7940	17	2	30	3	4	35
g7941	414	230	234	204	187	313
g7942	10733	9539	4490	5586	1158	3526
g7943	1	20	5	8	11	5
g7944	56	101	39	40	76	102
g7945	419	350	290	298	199	335
g7946	39	102	36	17	143	13
g7947	2232	1820	1815	1188	866	1499
g7948	86	18	138	103	31	11
g7949	1	0	0	0	0	2
g7950	1189	857	675	551	1239	922
g7951	0	1	0	5	2	2
g7952	166	123	176	171	105	127
g7953	156	119	103	92	64	81
g7954	757	629	540	489	242	804
g7955	46	55	33	42	23	49
g7956	491	457	83	156	1002	234
g7957	29	20	46	19	24	63
g7958	8	2	5	3	12	2
g7959	238	480	347	462	134	247
g7960	0	13	7	5	10	0
g7961	22	14	28	18	21	12
g7962	165	236	175	131	68	132
g7963	510	636	632	447	606	845
g7964	9	35	19	4	5	26
g7965	53	13	31	3	7	78
g7966	2733	2974	3018	1398	942	628
g7967	21	46	21	64	17	6
g7968	6	7	21	5	5	20
g7969	0	4	0	0	2	1
g7970	8041	3617	4016	6685	2951	3601
g7971	1	2	29	7	13	4
g7972	2248	2919	2230	2247	1873	2479
g7973	0	24	27	1	4	1
g7974	138	408	82	34	54	111
g7975	400	334	318	226	130	173
g7976	68	26	14	24	35	23
g7977	10	11	6	26	8	14
g7978	1	1	4	4	1	1
g7979	88	164	45	48	51	60
g7980	7	8	32	11	8	2
g7981	9	28	12	9	12	35
g7982	424	537	485	524	727	465
g7983	18	1	3	1	3	10
g7984	0	5	119	72	13	105
g7985	5	12	7	2	5	6
g7986	100	70	77	70	34	123
g7987	59	305	96	14	44	309
g7988	693	325	632	772	427	176
g7989	1300	1042	1511	635	238	195
g7990	13	15	10	10	11	13
g7991	16	29	0	6	0	38
g7992	1	3	3	2	7	0
g7993	5	8	2	5	2	1
g7994	199	135	169	102	81	134
g7995	1247	1148	836	1042	719	990
g7996	39	6	33	61	13	57
g7997	1	0	0	0	4	0
g7998	2	0	4	5	1	3
g7999	342	462	447	439	317	520
g8000	100	104	82	60	78	82
g8001	285	300	272	196	124	241
g8002	15	14	9	6	7	7
g8003	5558	4493	6645	5308	2956	4965
g8004	1071	1877	1155	740	945	1271
g8005	38	25	2	8	9	22
g8006	90	669	159	105	219	143
g8007	980	780	448	287	2979	884
g8008	607	269	332	230	323	270
g8009	43	59	23	68	35	60
g8010	791	438	349	218	134	401
g8011	1872	1325	1112	919	1162	834
g8012	5119	2226	1723	2673	1655	2513
g8013	6	11	11	0	10	2
g8014	135	483	191	778	80	444
g8015	1321	1341	2586	1720	1253	2626
g8016	42	67	50	46	36	43
g8017	468	501	308	651	248	278
g8018	4	6	7	5	1	6
g8019	12	46	18	52	19	26
g8020	12	6	25	7	9	14
g8021	3122	4462	10110	7885	6015	6482
g8022	5	19	17	13	10	3
g8023	128	100	531	140	38	241
g8024	8	13	15	3	1	3
g8025	49	47	48	23	80	21
g8026	273	265	208	237	151	270
g8027	34	38	42	39	23	46
g8028	1716	994	1748	1878	1704	972
g8029	5	2	1	1	3	9
g8030	10	12	0	1	32	4
g8031	933	1159	615	635	162	310
g8032	0	13	1	2	6	2
g8033	130	170	236	134	86	333
g8034	5292	3971	2963	2954	3148	4973
g8035	8767	5000	3781	4956	1965	4699
g8036	77	73	58	38	41	66
g8037	10	3	4	8	4	10
g8038	1	4	5	2	2	1
g8039	2595	2261	2435	1566	2010	1955
g8040	241	331	476	242	256	254
g8041	6586	3423	4599	3181	3537	5172
g8042	19	0	0	4	26	167
g8043	1117	595	715	484	531	1171
g8044	1	7	6	6	7	6
g8045	502	451	663	296	399	399
g8046	4	0	0	0	8	3
g8047	1102	758	243	703	357	463
g8048	4725	5668	3899	5715	2259	7835
g8049	655	1240	983	1496	727	1176
g8050	228	55	64	101	42	102
g8051	72	8	10	63	4	5
g8052	1094	1225	857	953	468	899
g8053	14	74	2	13	34	17
g8054	725	1589	588	713	337	684
g8055	1951	343	967	2029	287	420
g8056	588	330	488	679	132	184
g8057	245	309	225	235	124	244
g8058	56	188	80	63	26	84
g8059	276	295	178	125	152	185
g8060	8	22	6	5	11	8
g8061	2172	2629	3726	2210	2691	1991
g8062	6	4	5	19	0	1
g8063	17	0	0	2	2	2
g8064	1359	889	621	404	714	1228
g8065	942	560	1444	613	450	1176
g8066	235	173	215	60	244	140
g8067	2	8	11	13	11	15
g8068	351	283	198	283	201	388
g8069	248	685	425	823	277	607
g8070	18	88	25	40	32	55
g8071	5622	6286	4086	3741	3278	5304
g8072	3396	2481	3579	1834	1495	2179
g8073	1626	517	1218	870	560	1277
g8074	382	547	345	381	236	588
g8075	56	20	48	34	17	39
g8076	412	277	132	300	35	96
g8077	3606	2156	2922	2139	242	1676
g8078	425	683	637	626	595	515
g8079	1460	1246	910	1177	847	925
g8080	1408	1141	1235	1603	1114	1507
g8081	50	128	31	31	139	118
g8082	164	163	82	139	0	59
g8083	2139	2285	2466	1869	1482	2699
g8084	153	131	246	93	92	91
g8085	54	46	48	83	66	29
g8086	34	13	22	26	13	3
g8087	130	155	108	107	65	116
g8088	460	90	734	244	441	203
g8089	106	102	81	65	44	83
g8090	62	15	51	14	18	38
g8091	93	13	32	44	9	66
g8092	160	111	101	138	49	154
g8093	2014	655	1341	1587	829	1430
g8094	1243	1027	1080	1199	807	1133
g8095	14	12	3	61	52	30
g8096	3226	2096	2294	1792	614	1970
g8097	4	27	23	21	19	8
g8098	2	4	4	2	2	3
g8099	3378	1816	1477	3332	2181	3887
g8100	925	389	415	160	447	233
g8101	2015	1001	1418	619	1084	1631
g8102	228	811	726	398	480	775
g8103	2	0	0	15	2	0
g8104	4	0	18	12	10	15
g8105	184	196	164	151	80	243
g8106	53	33	1	1	1	0
g8107	499	1054	679	447	555	564
g8108	0	5	0	1	2	2
g8109	224	432	572	239	151	305
g8110	1853	1656	3062	205	750	4858
g8111	1028	1316	978	987	932	304
g8112	12	0	0	15	0	0
g8113	69	78	51	26	15	49
g8114	80	41	1	13	51	178
g8115	786	531	684	462	306	548
g8116	661	511	473	412	442	294
g8117	0	1	0	4	1	2
g8118	0	0	14	0	5	0
g8119	272	330	185	250	240	289
g8120	533	617	671	206	633	435
g8121	29	0	6	10	1	3
g8122	419	338	625	306	326	259
g8123	256	174	187	148	140	174
g8124	826	337	89	129	563	188
g8125	3706	4362	4202	4673	3474	4289
g8126	6576	8101	10039	6175	5070	8681
g8127	342	364	322	366	145	476
g8128	296	204	287	116	120	140
g8129	758	693	728	564	348	555
g8130	17291	13724	11448	12455	8501	10986
g8131	4	3	0	4	3	8
g8132	2	4	3	3	2	0
g8133	3719	3650	4152	3700	2665	1790
g8134	719	541	1215	507	510	280
g8135	10	2	15	1	2	0
g8136	61	3	13	4	0	5
g8137	21	26	12	4	12	9
g8138	8	7	7	8	1	9
g8139	479	92	506	70	27	390
g8140	960	994	1497	552	808	873
g8141	115	28	42	32	64	58
g8142	720	1026	1777	1375	567	307
g8143	3941	3093	2341	2459	1748	2935
g8144	24	35	49	51	5	45
g8145	120	408	769	415	85	622
g8146	9	3	0	5	2	5
g8147	2	4	1	0	3	2
g8148	17	5	10	6	13	10
g8149	155	188	134	82	82	181
g8150	3	1	14	0	0	8
g8151	54	31	25	19	18	29
g8152	2266	2577	3355	1003	629	1622
g8153	143	90	54	91	39	163
g8154	2836	2765	4784	1781	2389	2815
g8155	1649	103	1176	4194	601	2864
g8156	30	37	35	26	6	26
g8157	11	17	14	13	10	7
g8158	69	120	34	97	73	13
g8159	41	10	11	1	5	0
g8160	846	584	416	908	520	741
g8161	3300	3863	1851	2204	2206	2974
g8162	79	73	104	34	27	67
g8163	327	529	384	447	329	658
g8164	944	640	788	1827	642	1233
g8165	733	186	363	389	229	440
g8166	6	84	54	28	8	20
g8167	439	149	120	5	41	588
g8168	311	375	225	370	311	456
g8169	1079	1157	689	1406	690	941
g8170	91	63	17	51	45	8
g8171	161	144	217	127	182	79
g8172	0	5	4	7	0	0
g8173	9	0	9	0	1	5
g8174	15	21	19	14	11	19
g8175	373	159	496	164	172	487
g8176	1107	1640	917	1314	800	1499
g8177	3	6	1	2	2	7
g8178	386	235	486	312	358	276
g8179	7683	5936	7303	6266	5259	7063
g8180	6	9	7	3	0	4
g8181	0	3	0	0	4	4
g8182	234	263	147	221	126	258
g8183	6	3	7	2	3	7
g8184	395	122	189	182	79	204
g8185	444	570	675	662	478	497
g8186	41	43	9	6	1	44
g8187	1960	987	834	991	609	1308
g8188	2555	2000	1525	1662	1145	1649
g8189	1028	922	765	321	498	794
g8190	38	14	8	24	10	4
g8191	850	412	1049	1122	736	719
g8192	2	7	2	5	2	4
g8193	20	57	14	23	20	18
g8194	892	1131	722	849	603	1061
g8195	323	244	362	576	205	209
g8196	3357	777	1074	2537	361	1436
g8197	51	86	80	69	30	18
g8198	840	328	657	631	861	790
g8199	1544	1115	1523	3202	1155	1869
g8200	444	426	319	226	646	243
g8201	10	18	2	0	5	0
g8202	1998	2466	1300	2017	760	1699
g8203	8130	4406	7891	6671	5666	7246
g8204	2	7	3	7	1	3
g8205	1	1	1	12	5	1
g8206	87	284	71	86	99	194
g8207	50	97	89	58	63	106
g8208	1	0	2	0	1	9
g8209	7	1	0	1	5	3
g8210	76	277	16	112	27	132
g8211	2	2	3	1	4	1
g8212	106	100	26	102	83	151
g8213	29	48	36	54	25	30
g8214	2210	1600	1926	2114	821	2118
g8215	26	9	13	9	5	6
g8216	75	27	45	0	15	64
g8217	1433	1838	2064	689	1060	2074
g8218	5	4	7	3	2	6
g8219	1397	982	2028	949	978	889
g8220	37	4	28	6	4	80
g8221	618	679	578	395	292	445
g8222	525	332	322	155	200	210
g8223	40	11	44	19	14	17
g8224	7894	7829	7358	8654	4258	7936
g8225	440	1082	218	260	391	132
g8226	4	7	8	6	3	6
g8227	686	0	176	290	0	1
g8228	862	1264	691	1072	366	851
g8229	7257	8112	9545	10326	6337	3468
g8230	880	354	426	1001	276	949
g8231	106	106	173	81	108	61
g8232	7270	1840	409	2341	1092	1248
g8233	27	64	30	26	32	77
g8234	1664	2400	1861	2222	1148	1102
g8235	171	331	797	233	84	365
g8236	2	0	4	21	0	0
g8237	3650	4127	1135	1467	1208	2035
g8238	245	234	225	171	311	296
g8239	460	1074	562	540	476	332
g8240	51	73	80	75	48	32
g8241	3501	3052	2091	2589	1620	2969
g8242	463	1158	1164	139	794	732
g8243	1714	1653	1677	1255	606	744
g8244	337	186	412	574	167	880
g8245	2120	1746	1730	1052	985	1991
g8246	4	5	4	2	6	2
g8247	2	4	11	3	2	2
g8248	410	367	367	370	226	491
g8249	5	3	8	15	7	14
g8250	713	1586	54	290	546	1851
g8251	20	26	68	43	27	29
g8252	0	9	0	0	0	0
g8253	7	30	12	17	4	56
g8254	1943	1284	907	909	595	1151
g8255	798	631	655	393	461	700
g8256	5	1	3	4	4	9
g8257	121	183	83	82	38	94
g8258	14	3	2	0	1	1
g8259	42	51	24	29	10	28
g8260	8644	16052	7128	11068	5957	18790
g8261	874	1006	1135	386	269	658
g8262	51	29	36	22	33	27
g8263	40	36	117	57	40	36
g8264	60	198	109	39	10	45
g8265	193	103	96	55	66	67
g8266	1235	1278	1221	961	412	882
g8267	14	3	11	23	9	14
g8268	544	734	576	601	469	552
g8269	2415	2153	2246	1209	1669	1847
g8270	4066	3241	5235	1389	1579	2261
g8271	13476	9869	9300	6437	4920	7994
g8272	1720	1558	2666	1679	1393	1941
g8273	0	14	18	24	1	46
g8274	571	465	399	375	243	372
g8275	702	1448	203	384	452	930
g8276	817	1714	1317	1248	527	1789
g8277	27	43	37	16	34	11
g8278	362	415	429	752	154	212
g8279	1740	1802	2156	1344	830	1146
g8280	1435	2996	7255	2411	1019	2080
g8281	1902	2469	2432	1903	1064	2516
g8282	91	38	98	36	34	55
g8283	918	638	549	713	545	799
g8284	0	12	25	24	0	1
g8285	42	42	8	2	5	8
g8286	19	19	37	5	13	19
g8287	316	115	250	145	306	859
g8288	1790	2027	1675	1455	1125	1997
g8289	208	286	255	363	165	226
g8290	221	48	1	109	2	139
g8291	2287	2614	4692	2349	1478	2057
g8292	580	660	1214	511	575	292
g8293	4	7	15	5	0	4
g8294	433	343	178	214	120	308
g8295	0	1	5	10	15	12
g8296	7526	9632	7329	8300	6339	6708
g8297	60	73	57	21	17	37
g8298	2	26	80	0	4	7
g8299	490	531	257	229	237	270
g8300	756	474	392	23	460	33
g8301	5	4	4	1	2	7
g8302	58	190	109	112	18	123
g8303	70	57	86	17	28	94
g8304	54	14	6	13	4	0
g8305	1603	2244	2517	1050	1683	4500
g8306	5	7	0	6	1	5
g8307	4	4	4	3	2	4
g8308	1528	1021	1353	838	829	1392
g8309	909	917	588	602	484	1894
g8310	773	426	243	300	139	301
g8311	176	231	41	156	168	358
g8312	18598	19962	10777	14857	9540	19245
g8313	960	876	922	857	633	803
g8314	9	8	10	3	7	11
g8315	1683	1786	1395	1463	631	1504
g8316	2645	1403	1807	1441	1473	1789
g8317	7179	6044	3097	4592	4665	5513
g8318	522	501	453	312	240	309
g8319	846	1784	539	785	448	585
g8320	219	101	123	207	196	138
g8321	110	891	305	194	539	310
g8322	6	16	13	3	4	6
g8323	190	529	264	158	247	142
g8324	624	1006	739	430	544	498
g8325	12814	19567	16342	11213	8858	12366
g8326	1913	1689	871	899	857	924
g8327	285	288	226	224	133	311
g8328	16	15	13	8	12	19
g8329	22	11	11	8	1	13
g8330	85	110	249	90	71	97
g8331	19	86	36	48	159	112
g8332	3	8	0	6	13	5
g8333	132	204	125	98	114	140
g8334	22	2	4	0	5	0
g8335	1	0	1	2	1	0
g8336	223	279	196	129	111	192
g8337	17	14	8	13	18	18
g8338	32	12	6	7	6	4
g8339	8986	6351	4786	5989	5135	5485
g8340	3	15	0	0	14	4
g8341	218	210	122	153	117	73
g8342	1893	1298	1537	1003	1058	861
g8343	1794	1478	1848	1456	874	948
g8344	19	13	53	9	8	34
g8345	26	33	27	48	25	23
g8346	34	27	22	11	4	19
g8347	13	142	57	4	20	0
g8348	369	437	581	566	306	385
g8349	9	160	65	42	2	37
g8350	7951	1091	1312	10595	171	111
g8351	761	958	798	297	601	846
g8352	16	24	2	5	10	4
g8353	820	884	483	629	743	675
g8354	452	407	498	354	115	503
g8355	4	3	16	5	11	5
g8356	182	186	245	177	127	127
g8357	1841	1769	2229	1291	1170	1439
g8358	2382	2317	2249	2128	692	2185
g8359	480	434	448	327	419	521
g8360	920	833	665	517	411	719
g8361	36	26	89	32	24	2
g8362	2037	1962	1439	1450	1280	1384
g8363	2288	2020	1163	1372	1474	1674
g8364	357	0	267	9	0	53
g8365	2	8	16	18	5	15
g8366	39	2	5	44	5	26
g8367	619	357	325	471	411	381
g8368	6	11	4	1	5	13
g8369	8	5	6	6	5	8
g8370	3469	3707	3407	2767	2261	3077
g8371	3	2	1	0	5	1
g8372	2	6	10	10	8	12
g8373	0	0	27	10	39	14
g8374	0	0	3	1	1	12
g8375	0	17	1	6	2	0
g8376	1487	759	1072	878	754	456
g8377	384	244	294	185	243	120
g8378	27	266	645	96	320	625
g8379	13	16	2	8	0	8
g8380	32591	39926	31373	21292	15265	19894
g8381	48	37	46	47	26	57
g8382	919	345	682	808	110	792
g8383	0	3	0	0	8	0
g8384	7153	8524	4704	11320	7110	7799
g8385	0	6	0	1	0	1
g8386	41	195	87	91	78	7
g8387	145	82	78	72	23	82
g8388	6	10	4	3	3	3
g8389	943	153	436	210	210	602
g8390	412	560	313	498	226	293
g8391	708	624	741	581	431	721
g8392	956	2101	663	1349	1396	1067
g8393	32	39	81	68	82	46
g8394	1	0	16	2	4	1
g8395	48	106	28	1	5	62
g8396	31	45	49	33	26	54
g8397	211	0	233	76	51	373
g8398	390	543	420	492	291	596
g8399	6337	3575	8293	2098	3347	2195
g8400	48	7	47	24	19	33
g8401	255	45	193	90	63	56
g8402	11784	5660	7760	6311	3975	10022
g8403	26	13	39	33	35	33
g8404	8126	7528	5168	5254	3580	4670
g8405	18	7	18	4	6	18
g8406	132	264	89	123	511	321
g8407	57	104	71	85	22	74
g8408	12	1	2	4	6	3
g8409	42	86	26	39	39	48
g8410	16	40	7	18	33	39
g8411	60	3	2	29	16	42
g8412	8379	7824	5798	4711	4357	6457
g8413	5	4	5	2	1	2
g8414	180	189	233	140	196	187
g8415	78	32	8	41	8	27
g8416	5221	3220	2809	2085	2422	2541
g8417	30	40	19	18	24	37
g8418	3698	3982	3423	4221	3548	4046
g8419	6	2	5	9	14	7
g8420	78	782	238	1145	200	56
g8421	29	38	39	405	182	77
g8422	42	29	22	19	32	47
g8423	50	51	190	63	55	29
g8424	34	8	4	0	27	9
g8425	13	0	29	1	0	3
g8426	43	128	28	122	245	160
g8427	634	353	297	291	286	272
g8428	4265	2585	3692	3939	2289	2637
g8429	35	27	44	19	34	73
g8430	6	3	0	1	1	9
g8431	370	307	286	218	184	252
g8432	118	39	104	124	87	55
g8433	183	5	223	6	65	143
g8434	53	39	33	1	26	32
g8435	121	193	149	194	114	228
g8436	4070	1180	3317	1960	1196	3901
g8437	556	671	353	640	369	489
g8438	515	677	514	459	466	980
g8439	4032	3550	3265	2000	2247	4092
g8440	1085	1449	2044	1064	791	1318
g8441	177	95	146	77	149	55
g8442	7	4	5	7	1	4
g8443	6411	4616	4588	6007	2134	5512
g8444	49	75	74	27	34	17
g8445	229	170	261	236	104	303
g8446	122	69	196	117	71	75
g8447	97	73	58	60	32	36
g8448	982	2202	834	1713	1310	1977
g8449	41	19	10	16	9	11
g8450	1238	977	541	1239	313	404
g8451	2421	987	860	1208	958	1641
g8452	86	99	108	140	69	149
g8453	3652	3344	1737	1838	1803	2350
g8454	0	0	0	0	2	2
g8455	3	2	6	5	0	2
g8456	0	3	0	0	0	0
g8457	15	37	11	29	4	27
g8458	1042	150	355	709	345	759
g8459	183	54	46	57	42	14
g8460	787	806	691	848	312	1824
g8461	23	39	7	49	18	25
g8462	6243	2657	2891	6492	3997	5701
g8463	1004	868	834	757	480	732
g8464	79	70	263	88	56	39
g8465	8	0	4	1	3	5
g8466	949	688	731	991	369	842
g8467	437	331	289	453	177	298
g8468	1385	829	1228	834	349	597
g8469	31	56	84	17	32	36
g8470	738	1055	426	270	429	635
g8471	5	0	5	0	1	2
g8472	2233	3200	2189	2847	1149	4072
g8473	378	430	315	150	177	397
g8474	1228	831	876	707	479	879
g8475	469	322	256	213	276	269
g8476	1	7	1	3	2	1
g8477	132	357	165	53	109	142
g8478	1460	1082	1365	1139	993	754
g8479	368	346	153	350	234	229
g8480	160	182	211	97	107	190
g8481	2	4	5	3	3	4
g8482	4908	3695	3905	3048	1895	3154
g8483	40	18	111	29	13	11
g8484	108	118	125	100	59	88
g8485	12	16	14	11	10	29
g8486	3198	3636	2993	2655	1785	4183
g8487	25	1	17	13	5	0
g8488	45	64	65	59	19	68
g8489	1304	657	1762	593	560	1675
g8490	17962	10565	10592	5962	3624	11460
g8491	6	18	5	8	14	8
g8492	65	49	7	13	3	11
g8493	8	168	101	61	2	27
g8494	195	296	104	258	74	364
g8495	2520	2741	1466	3660	2493	2806
g8496	443	229	258	122	162	62
g8497	79	18	3	59	11	7
g8498	695	486	498	604	425	627
g8499	2942	1884	2357	1345	793	3465
g8500	24	21	5	19	8	27
g8501	1265	1279	922	1015	1364	316
g8502	13	13	0	1	5	0
g8503	112	236	251	480	146	414
g8504	7	1	5	1	0	6
g8505	3460	639	2761	798	752	2347
g8506	357	304	240	237	162	133
g8507	703	709	457	688	333	508
g8508	358	326	444	222	200	287
g8509	33	1	10	2	5	6
g8510	100	73	115	80	62	64
g8511	49	23	16	104	50	43
g8512	6	0	15	22	3	9
g8513	2513	1079	1491	574	1046	982
g8514	104	24	57	29	73	70
g8515	29	11	43	29	13	34
g8516	9	2	5	4	2	4
g8517	1650	150	32	43	73	1520
g8518	66	79	65	55	33	107
g8519	14371	14085	4050	11870	3967	5939
g8520	0	11	2	0	2	4
g8521	25	154	138	434	673	12
g8522	3964	3104	1490	2781	897	3130
g8523	610	739	481	493	515	741
g8524	887	2089	1146	1000	905	1515
g8525	3024	3001	2642	2978	1486	2479
g8526	53	174	66	122	90	57
