	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12
g7704	232	146	153	140	258	189	89	92	248	128	142	172
g7705	5	3	4	13	12	5	5	6	5	7	10	3
g7706	13	1	17	11	2	9	4	1	25	2	2	3
g7707	0	0	4	1	7	3	6	24	7	6	7	5
g7708	84	150	97	112	70	170	113	77	120	186	67	77
g7709	840	379	803	960	628	365	638	227	397	473	316	274
g7710	606	360	635	552	278	403	406	459	484	362	420	377
g7711	109	22	32	89	52	117	43	32	58	65	31	20
g7712	83	33	84	62	48	30	44	19	46	58	31	61
g7713	33	14	6	10	13	11	15	27	35	13	18	19
g7714	323	489	374	429	395	417	355	345	518	333	316	176
g7715	15	19	7	10	11	12	12	18	23	4	10	4
g7716	274	229	165	429	224	278	177	247	259	212	130	211
g7717	0	617	1143	337	319	3	1542	198	5	315	3156	775
g7718	2190	2310	2379	4341	1572	4424	1104	1168	4669	3218	2875	1638
g7719	20	46	37	36	37	39	52	31	39	57	22	28
g7720	9	68	20	38	8	38	33	45	27	65	9	32
g7721	158	142	93	95	153	100	136	181	153	76	102	115
g7722	1540	4543	4568	2551	1394	976	668	2626	1189	248	1469	1312
g7723	2229	1855	2414	3111	2482	2704	1993	2172	2475	2366	1499	1653
g7724	28	27	20	70	50	51	30	42	32	41	44	56
g7725	725	792	1375	1901	1477	1009	933	1261	1237	1369	783	924
g7726	0	26	5	1	10	10	0	6	9	2	1	7
g7727	775	1110	911	1150	861	1137	1076	982	1069	1311	666	587
g7728	63	178	39	90	103	7	3	15	109	9	27	168
g7729	763	154	337	86	96	265	330	367	224	544	51	337
g7730	270	158	61	0	25	24	373	0	0	51	229	4
g7731	347	382	464	362	228	447	348	140	330	406	198	245
g7732	234	250	257	346	208	289	245	212	233	296	169	117
g7733	176	244	69	394	232	620	203	248	376	158	249	123
g7734	63	82	50	15	16	16	45	113	40	95	65	6
g7735	335	507	352	514	506	574	320	569	339	407	145	402
g7736	33	1910	468	271	743	3951	375	232	1122	856	150	1010
g7737	0	22	17	4	4	5	8	12	9	52	0	29
g7738	7	9	9	2	7	0	3	2	2	0	15	3
g7739	12	8	7	8	2	9	6	11	22	6	6	6
g7740	1745	2307	1456	1231	1792	1600	1275	1489	905	1429	1066	1053
g7741	55	28	45	144	51	85	50	14	89	63	43	79
g7742	119	82	205	155	103	126	117	95	107	117	78	83
g7743	221	215	224	183	197	197	111	169	233	212	153	145
g7744	1901	1224	1297	1640	1467	1993	1689	1131	2114	1098	914	752
g7745	38	187	43	129	15	77	40	220	40	77	56	29
g7746	49	80	96	102	34	61	57	30	74	99	32	36
g7747	212	187	173	188	209	136	151	215	152	114	140	103
g7748	1798	1046	1521	1804	769	994	495	666	1936	1530	724	789
g7749	60	119	125	231	106	99	83	118	168	137	84	82
g7750	20	25	10	53	24	12	1	80	18	17	10	7
g7751	874	674	618	1080	1324	432	804	1267	816	1128	397	258
g7752	12	1	10	6	17	7	16	0	2	4	2	3
g7753	3678	4037	14953	31670	10133	6917	21093	29148	23460	11393	3657	6542
g7754	2520	1851	3056	3135	2947	3403	2655	2135	3541	2443	2511	1568
g7755	1675	1355	1766	1661	1311	1165	1318	888	2190	1429	1053	1534
g7756	25	41	24	92	118	37	34	83	33	53	33	38
g7757	0	1	1	1	3	0	2	0	2	1	0	0
g7758	345	263	559	465	353	386	429	365	392	505	295	304
g7759	2083	1393	5286	786	1570	544	2252	2246	1829	1571	955	650
g7760	32	32	19	61	44	57	12	12	37	13	19	6
g7761	60	27	27	66	40	50	16	60	96	40	37	29
g7762	6123	5637	7859	8495	9532	7952	6039	6963	15360	3406	8154	3387
g7763	13	0	3	0	20	9	17	1	16	2	0	0
g7764	191	144	242	397	175	155	118	120	191	180	85	106
g7765	210	111	157	142	204	104	232	115	178	221	110	100
g7766	1397	3262	1786	2355	2462	1713	2205	1435	1835	2591	1384	812
g7767	1633	1774	1265	1763	2308	1588	1375	1710	1338	1364	1219	842
g7768	351	382	214	742	623	657	858	547	602	489	362	395
g7769	124	237	152	294	230	99	105	178	197	240	299	161
g7770	7	48	120	67	55	64	44	62	52	24	16	33
g7771	105	84	37	23	50	103	362	43	143	100	50	80
g7772	132	27	100	105	164	37	54	132	123	120	83	70
g7773	4946	6133	5570	6927	5810	4972	7239	7307	7479	6189	3821	3475
g7774	133	66	6	97	9	57	614	77	42	7	9	74
g7775	927	1224	1157	1449	553	1109	1190	884	1301	912	577	707
g7776	1825	2101	3027	2253	1900	1789	2668	2047	3399	2404	1283	1385
g7777	83	183	100	110	197	88	87	117	54	117	36	65
g7778	28	18	58	8	17	62	2	18	57	4	11	12
g7779	22	7	17	34	16	13	28	15	11	13	5	2
g7780	17	5	6	18	14	19	13	13	11	6	3	12
g7781	88	61	42	22	25	74	86	57	66	41	42	38
g7782	3441	4257	4853	3733	5636	3050	4347	3939	5472	2580	3296	2891
g7783	2	10	17	6	2	7	0	3	0	0	2	3
g7784	48	45	52	57	69	42	17	10	12	42	10	15
g7785	39	1209	345	3356	62	72	151	38	308	411	734	717
g7786	1101	1299	1361	934	709	981	960	1150	1818	996	530	559
g7787	258	166	185	309	176	230	229	203	288	239	181	197
g7788	18	74	14	50	47	0	60	0	10	15	135	27
g7789	1	12	6	1	5	0	0	0	0	2	1	0
g7790	0	7	19	13	3	7	3	10	6	1	6	4
g7791	1268	1216	1345	1288	970	1238	1243	991	1681	1192	1170	606
g7792	6	3	11	4	5	3	4	5	4	3	2	2
g7793	3274	3151	2947	4121	3313	4023	2968	3073	4353	3168	2182	2093
g7794	11	11	13	13	20	6	22	1	12	3	10	2
g7795	3180	3288	3584	5763	4626	2293	7716	2279	5371	5107	6468	2766
g7796	375	954	298	1191	694	561	542	335	415	671	226	292
g7797	86	140	166	391	36	158	79	86	123	158	89	71
g7798	7349	20582	3253	9370	4913	4687	1783	7733	11240	8128	2533	3974
g7799	64	129	232	89	81	38	74	47	131	28	64	7
g7800	15	6	30	10	25	68	5	20	1	6	17	29
g7801	11	18	5	29	7	22	12	21	19	15	4	18
g7802	15	16	13	31	28	87	8	1	36	32	23	11
g7803	1693	1198	773	2944	1950	2504	772	691	1291	1823	1097	572
g7804	934	709	914	1074	710	704	809	584	937	752	691	416
g7805	184	80	182	250	34	121	144	126	181	310	112	36
g7806	10816	8266	17088	7685	13752	12384	13770	9259	12403	9606	5750	5396
g7807	918	1902	1382	1736	1203	1241	1634	960	1680	1130	936	875
g7808	6600	2676	3481	7704	4891	5306	5176	5175	1901	5731	2039	1528
g7809	1138	1504	1492	1227	1561	1122	1619	913	1679	2049	1284	688
g7810	820	746	636	830	672	649	543	348	877	764	688	527
g7811	35	7	16	26	24	6	15	3	20	5	30	16
g7812	1786	529	1288	1863	2915	1272	1695	1451	2264	2085	1191	1269
g7813	5	1	3	4	0	3	6	3	5	1	1	1
g7814	237	181	363	469	503	502	131	597	231	402	462	294
g7815	301	274	271	357	322	350	361	334	323	298	186	292
g7816	20	56	5	4	56	20	11	6	8	7	12	10
g7817	4	3	3	4	2	3	1	4	5	2	1	5
g7818	85	151	102	126	135	117	263	149	248	71	131	104
g7819	167	188	194	391	256	273	222	214	200	203	217	236
g7820	28	20	48	33	33	34	56	33	60	37	25	20
g7821	513	743	667	501	479	514	477	574	486	818	346	371
g7822	29	9	10	12	39	22	21	11	10	35	8	6
g7823	1743	3124	2396	2361	2183	2228	1749	2784	1701	1630	999	664
g7824	1114	1972	2337	1060	1586	1280	633	1052	1605	1232	1212	821
g7825	184	139	127	275	179	254	127	64	91	295	212	146
g7826	59	22	27	126	29	9	33	7	8	58	20	34
g7827	26	33	13	16	99	24	8	3	23	39	26	28
g7828	1486	2674	1982	2283	2428	1917	2046	1781	2627	2940	1772	1194
g7829	243	323	373	329	345	600	410	235	467	577	360	293
g7830	0	6	2	4	1	0	0	6	0	0	0	0
g7831	9	0	14	0	17	5	0	0	0	2	0	4
g7832	47	11	0	25	55	0	1	98	47	9	0	2
g7833	7	6	12	2	5	60	5	15	2	1	3	9
g7834	29	22	36	35	51	29	27	31	49	37	16	15
g7835	7	1	0	6	2	0	0	2	5	0	20	1
g7836	1322	920	577	1469	514	935	920	870	919	491	616	719
g7837	8	9	25	74	2	15	20	23	31	80	2	2
g7838	4	10	4	0	4	16	1	2	15	1	0	13
g7839	2	0	3	7	5	2	4	5	0	9	7	2
g7840	4	2	19	7	5	1	0	4	12	4	1	3
g7841	6	18	7	2	13	10	2	4	15	3	19	2
g7842	3	0	7	9	8	5	10	0	5	5	6	2
g7843	76	114	207	126	185	85	255	94	168	46	52	44
g7844	438	527	163	615	226	385	376	328	156	236	346	435
g7845	673	699	801	1072	611	1118	734	711	995	1017	387	605
g7846	590	778	922	1293	395	913	713	909	678	299	910	922
g7847	9	4	2	12	83	0	0	48	0	1	1	17
g7848	445	429	325	458	240	332	587	690	403	349	381	418
g7849	15309	22827	19653	24330	22973	10221	7854	5317	24213	14787	8641	11760
g7850	6	10	14	24	11	11	20	6	7	19	3	7
g7851	5	7	18	9	7	16	6	14	2	14	6	11
g7852	415	67	577	1539	66	275	128	618	395	1155	263	529
g7853	47	510	214	125	256	20	95	82	49	345	3	4
g7854	65	118	272	210	255	27	63	160	115	92	98	47
g7855	1107	1119	1558	1206	1174	1239	1344	1138	1645	1075	977	795
g7856	16	9	5	1	12	10	7	10	3	16	15	4
g7857	627	621	812	1043	544	591	907	569	801	598	479	389
g7858	7661	5302	6476	12384	6410	11094	7262	10548	9610	7639	5409	4740
g7859	26	1	0	0	9	24	2	1	3	24	3	1
g7860	521	446	181	447	322	307	174	242	774	299	213	169
g7861	31	5	36	80	29	64	24	31	76	26	35	9
g7862	622	291	162	437	352	141	244	334	139	294	257	189
g7863	2178	1536	1332	2062	1667	2218	2038	1572	1626	1432	1204	1499
g7864	94	79	34	83	78	40	98	91	99	24	51	102
g7865	3978	2815	3010	5173	2606	1980	2987	2248	4106	5455	1624	2781
g7866	10	16	5	6	5	3	4	3	2	0	0	5
g7867	1	4	1	20	4	10	10	2	6	10	1	0
g7868	10	9	14	18	13	24	14	6	2	16	6	13
g7869	4357	1291	3792	4205	3855	10600	5721	2688	6350	3565	1185	5209
g7870	0	7	1	10	8	2	13	3	4	7	12	1
g7871	15	3	15	18	21	17	4	10	16	25	26	12
g7872	2	106	2	235	2	6	9	2	4	7	12	19
g7873	8	4	4	1	6	2	0	2	1	1	4	5
g7874	2078	2233	1906	1944	763	1326	489	353	2182	1051	957	509
g7875	18	28	3	14	59	9	11	32	19	36	7	15
g7876	88	75	81	160	110	100	150	214	102	145	66	88
g7877	185	162	37	156	242	90	100	183	81	73	124	28
g7878	948	604	1929	1678	1377	2110	1408	1981	1320	844	735	785
g7879	3	4	4	6	2	7	4	2	5	7	6	4
g7880	3	3	2	1	2	4	5	2	4	2	3	0
g7881	82	103	53	80	65	96	49	59	122	73	99	59
g7882	15	16	22	12	10	10	34	33	14	16	8	11
g7883	195	117	225	292	319	132	324	61	359	100	166	114
g7884	0	3	23	2	15	41	0	13	1	1	1	4
g7885	196	253	194	616	195	148	430	146	249	273	237	287
g7886	1775	1051	1111	3495	2223	1651	1243	1056	1698	1818	830	1521
g7887	3057	7804	5165	5928	5021	3883	3246	4910	4788	4785	3126	2640
g7888	131	109	474	3	13	513	98	28	43	0	4	106
g7889	780	1006	716	1006	711	951	1408	801	1194	504	694	844
g7890	47	351	183	259	63	95	33	49	127	30	11	75
g7891	10	14	14	26	9	8	13	5	11	5	11	2
g7892	600	795	1939	949	2553	497	1538	1295	1615	1295	772	990
g7893	19418	17501	13253	18865	26143	15805	16817	16277	29099	10651	19148	8292
g7894	6	25	14	18	6	19	21	11	14	12	6	5
g7895	1381	942	967	1509	808	1321	1114	1060	1667	878	799	750
g7896	6986	4146	4859	5331	5156	4762	3569	3536	6549	3841	4683	730
g7897	336	5345	2917	1428	232	4390	1272	4405	11351	1444	800	11060
g7898	503	125	300	1098	334	325	1530	504	212	662	592	207
g7899	307	290	256	382	678	314	352	259	168	141	242	248
g7900	250	365	195	272	217	471	142	142	268	361	203	179
g7901	128	31	63	79	93	90	38	54	187	18	78	69
g7902	14	12	33	31	28	31	20	15	9	20	17	9
g7903	47	57	65	80	77	51	55	75	65	83	38	16
g7904	588	1095	1525	1353	1433	1454	1188	949	1452	1724	578	667
g7905	27	38	69	101	66	102	57	30	41	35	44	24
g7906	685	464	1267	1738	1285	492	501	401	1345	635	736	410
g7907	6	1	0	1	0	1	0	0	1	3	4	0
g7908	1026	2393	6995	11480	5983	4976	752	2547	3193	1746	1723	3483
g7909	20	1	9	32	18	53	4	4	2	52	21	11
g7910	8	15	12	7	0	3	0	0	1	0	0	18
g7911	67	30	45	67	32	31	61	47	92	58	37	37
g7912	108	79	70	67	54	86	86	85	71	63	89	35
g7913	85	273	213	257	69	185	207	216	275	224	60	54
g7914	578	1181	613	834	435	377	536	661	446	473	326	567
g7915	1	6	1	0	2	5	0	4	0	7	0	0
g7916	9	61	35	185	131	126	50	114	143	113	19	38
g7917	37	42	69	59	18	17	75	43	56	155	30	61
g7918	1412	1593	6097	7433	2223	4477	2533	2845	2398	2583	4110	2076
g7919	905	368	1418	442	964	218	958	574	1378	401	342	690
g7920	630	507	860	650	822	719	266	504	239	299	167	220
g7921	64	127	66	115	48	37	104	51	63	72	30	23
g7922	333	890	215	570	396	574	284	317	462	281	305	160
g7923	3	31	38	9	7	13	15	39	13	113	24	13
g7924	18	13	16	30	25	13	17	22	19	32	15	21
g7925	54	75	59	81	57	116	86	56	87	66	59	42
g7926	75	125	87	273	61	111	21	144	26	36	9	182
g7927	13	6	2	54	6	0	6	31	0	10	31	1
g7928	31	21	29	35	16	26	26	16	24	31	15	5
g7929	843	487	1325	590	572	666	735	766	515	965	482	393
g7930	8	21	35	33	24	17	10	36	23	10	14	14
g7931	3746	2850	4179	3430	3615	3264	3674	3395	4303	3849	3310	2707
g7932	410	519	600	760	459	671	357	144	441	575	334	187
g7933	915	1110	713	871	1028	823	1052	463	809	856	454	607
g7934	6	1	2	7	1	0	2	0	1	0	1	1
g7935	548	1053	469	81	7	79	164	11	1046	70	277	177
g7936	234	302	279	273	302	354	369	332	334	289	203	190
g7937	432	452	670	695	636	475	625	254	231	517	650	376
g7938	180	388	820	508	1105	1302	337	965	286	828	498	845
g7939	978	1589	2185	1842	872	632	1624	715	2877	1856	791	673
g7940	231	702	197	662	903	610	1043	571	464	762	586	211
g7941	388	541	469	724	572	434	517	382	556	722	360	402
g7942	432	581	439	711	320	382	555	498	827	366	548	360
g7943	7333	4706	4539	7020	6819	5158	4458	6504	6927	7030	5309	4275
g7944	4	4	0	6	3	5	2	3	0	0	7	3
g7945	23	11	13	19	7	49	12	18	7	12	32	18
g7946	11	30	8	2	1	27	3	2	29	12	1	4
g7947	94	70	134	127	102	118	126	100	163	102	68	68
g7948	156	160	255	118	325	205	181	199	98	306	336	284
g7949	265	396	346	286	174	240	372	179	425	209	104	131
g7950	1367	1803	901	1769	2254	1272	1585	1476	1838	2064	942	841
g7951	3371	3408	3860	5634	3697	4384	2149	2897	5400	2986	2808	2865
g7952	10	11	14	30	4	2	7	12	14	7	7	5
g7953	1420	1624	1605	2938	1706	2965	2659	2094	1855	2050	1152	843
g7954	0	2	1	33	34	17	0	38	10	47	29	45
g7955	83	94	121	151	88	142	119	111	128	52	80	119
g7956	105	88	136	347	153	91	153	116	248	229	128	65
g7957	50	133	127	118	83	54	65	66	63	59	36	54
g7958	41	64	53	108	46	33	30	25	51	13	31	26
g7959	10	14	38	58	47	13	51	22	57	34	18	20
g7960	126	108	102	186	156	166	144	157	368	281	94	107
g7961	827	426	569	268	548	617	867	727	458	674	275	148
g7962	99	153	109	131	86	114	104	75	77	167	69	43
g7963	362	253	295	351	322	395	265	330	366	328	237	209
g7964	130	272	712	75	38	358	187	310	219	51	84	21
g7965	1017	1063	1314	1079	616	983	838	1036	1279	1264	591	623
g7966	3791	5016	5730	8322	4821	8958	6400	3516	5509	4304	5053	3527
g7967	297	159	352	251	187	338	270	379	391	411	410	83
g7968	3	16	1	27	8	28	2	37	19	40	13	7
g7969	1751	1718	2114	1812	1339	1861	1242	1675	1426	1503	1212	1161
g7970	209	51	184	217	151	109	37	74	95	49	72	60
g7971	18	7	15	46	5	28	131	2	43	47	4	13
g7972	37	39	31	51	44	39	34	55	58	35	53	49
g7973	2021	2156	3051	2451	2777	1822	1418	1702	1252	3030	2071	1272
g7974	222	272	204	372	190	267	217	275	207	254	123	109
g7975	4	1	4	3	4	4	2	3	4	3	3	1
g7976	32	27	44	45	70	25	28	78	40	39	46	6
g7977	3	10	30	4	6	7	3	2	6	3	1	5
g7978	9	8	13	29	18	14	16	8	22	35	13	8
g7979	82	30	50	39	40	13	25	55	32	29	12	27
g7980	260	438	817	504	442	324	254	693	270	436	424	196
g7981	241	7	165	183	16	136	28	21	193	0	107	19
g7982	315	532	419	1563	514	440	419	699	1483	144	272	138
g7983	31	22	31	34	22	14	24	19	36	27	19	8
g7984	403	288	368	650	588	326	537	359	552	312	270	246
g7985	1	10	4	35	5	25	8	20	21	30	5	13
g7986	1511	503	1016	1260	1171	1894	950	1199	873	852	575	1036
g7987	0	0	34	16	47	44	16	3	37	44	0	0
g7988	55	17	0	0	9	1	6	1	0	5	0	5
g7989	2546	2230	1713	2586	2235	2368	2835	1795	1993	1248	1705	1319
g7990	43	26	17	13	0	1	0	3	1	2	16	4
g7991	68	41	25	53	53	74	54	11	44	26	43	29
g7992	29	72	24	190	53	19	5	30	313	35	15	23
g7993	753	561	607	377	320	770	340	879	1041	812	762	1055
g7994	3	12	5	38	6	16	13	23	18	7	8	5
g7995	688	969	1363	2458	1199	855	1006	1072	507	1143	636	569
g7996	4	89	22	0	46	12	0	12	5	1	6	3
g7997	1238	1297	3090	6230	3721	1546	3124	3304	1941	1549	804	2112
g7998	172	148	134	346	92	246	125	540	44	117	193	184
g7999	105	487	191	186	238	360	363	553	451	706	504	285
g8000	1	1	8	5	10	1	5	0	13	3	2	0
g8001	693	8	335	93	56	510	52	127	66	555	230	241
g8002	675	397	1017	1054	1574	744	752	749	593	1106	206	563
g8003	5853	7063	5226	5480	4906	7135	6508	4020	4902	3988	2671	2417
g8004	0	0	0	4	0	3	4	9	0	1	0	11
g8005	2527	1848	3202	2792	2045	2702	1914	2911	1973	3772	2146	1584
g8006	168	241	108	286	171	301	358	277	306	227	175	119
g8007	1042	5236	11637	7244	10367	5747	10076	7994	10287	3727	7685	6735
g8008	706	328	888	504	654	608	643	1145	617	531	734	353
g8009	317	536	477	520	561	576	544	583	561	480	440	426
g8010	78	29	246	153	64	135	205	55	97	71	101	66
g8011	3468	4888	3967	6703	4733	4172	5043	3859	6087	3826	5805	3259
g8012	1343	2631	1816	4461	2253	3294	2069	1289	3917	2898	1495	2289
g8013	347	303	231	784	591	284	182	351	475	526	386	233
g8014	487	760	671	310	725	427	632	598	417	701	323	322
g8015	4	6	1	2	3	4	4	0	2	9	5	1
g8016	610	645	575	1293	527	526	978	745	1043	663	539	694
g8017	13	2	15	19	14	18	5	9	1	12	5	6
g8018	212	190	144	203	179	130	173	183	223	205	190	118
g8019	5152	4298	3396	3414	3203	5347	3393	5554	4250	1461	2312	3133
g8020	487	477	278	548	732	46	492	25	424	54	1097	43
g8021	12	4	6	12	12	15	8	0	17	7	1	1
g8022	1525	3197	4265	4551	2458	4100	2812	2595	4053	4093	1583	1704
g8023	5	6	2	13	3	5	5	9	9	5	3	3
g8024	421	407	535	612	393	420	408	344	645	416	348	290
g8025	101	74	173	60	39	4	43	14	67	24	30	55
g8026	280	113	201	657	218	312	366	267	242	267	302	82
g8027	556	546	479	894	488	757	484	340	601	439	379	383
g8028	12	1	9	6	0	4	7	6	23	10	4	0
g8029	330	258	995	795	41	113	0	1	0	0	85	2
g8030	294	322	377	646	119	210	180	172	616	455	202	347
g8031	8	10	4	4	5	5	4	2	12	4	9	3
g8032	665	798	912	1813	1362	1363	1182	1348	1367	735	786	785
g8033	0	0	14	0	0	2	1	5	0	6	0	4
g8034	171	83	154	189	97	115	85	98	87	161	99	49
g8035	4154	3831	4377	2958	2699	4155	3678	2979	1776	1587	1967	1551
g8036	1457	1636	2044	4609	1515	6642	1799	1725	1912	2009	761	1223
g8037	92	26	42	31	32	10	29	4	22	19	18	4
g8038	0	0	1	0	0	1	4	0	0	0	0	0
g8039	3022	1832	1810	2869	1380	729	1097	1855	2868	1796	910	1917
g8040	1337	961	934	1627	1079	963	660	921	953	739	809	726
g8041	16	10	9	9	10	12	4	2	8	22	2	5
g8042	17	15	10	10	18	20	29	12	20	21	14	14
g8043	15	27	17	8	11	23	21	28	38	26	10	22
g8044	171	76	119	103	65	154	98	85	240	42	78	51
g8045	2000	2044	360	2	599	1362	2276	723	248	1558	833	799
g8046	5	9	3	8	6	9	12	7	6	5	4	5
g8047	10	4	8	12	15	4	8	13	9	10	5	10
g8048	0	6	1	3	5	0	0	2	0	9	3	2
g8049	115	159	224	820	350	87	271	82	140	112	141	49
g8050	5286	5924	3329	4652	3100	3570	6063	2201	3566	3649	3297	4807
g8051	1	0	3	0	2	0	0	7	1	6	0	0
g8052	2842	2276	3859	5445	4378	3734	3603	3031	4298	2828	2918	2128
g8053	102	73	70	158	51	65	59	49	74	101	49	91
g8054	403	444	466	407	406	657	461	340	588	442	362	587
g8055	480	24	173	74	58	76	188	306	107	271	223	206
g8056	95	97	41	112	101	126	97	50	82	81	33	87
g8057	88	42	213	134	74	69	107	126	85	62	96	83
g8058	3480	2516	1927	2988	2990	1579	1785	1633	1885	812	1470	549
g8059	71	37	33	49	38	42	11	68	36	4	93	115
g8060	313	112	193	360	122	83	94	20	191	200	81	184
g8061	1520	1846	2449	2285	3163	2285	2421	2710	2827	2193	1745	1442
g8062	33	480	598	270	186	171	265	230	78	151	8	302
g8063	2	1	1	6	2	0	9	0	0	2	1	2
g8064	385	301	217	232	469	1051	652	402	601	558	157	410
g8065	3210	3083	2445	1491	2496	4423	2723	1765	3061	2860	2245	2247
g8066	153	222	324	543	340	383	381	253	530	358	289	262
g8067	6	4	14	21	1	30	20	15	4	10	5	4
g8068	0	0	0	0	3	0	0	0	14	0	0	0
g8069	2	27	9	18	3	27	2	17	1	23	9	11
g8070	36	45	48	74	92	74	89	53	76	75	28	27
g8071	1	4	0	13	3	0	22	7	15	0	3	5
g8072	10	27	13	13	21	18	4	44	3	69	26	22
g8073	4875	5731	7573	11541	7306	10671	10227	4478	9822	8146	4940	7590
g8074	37	91	127	258	60	208	172	128	159	64	17	74
g8075	5472	5598	7272	9197	8243	5860	6586	5487	6030	9755	6056	3064
g8076	309	282	395	250	162	179	267	292	41	106	180	110
g8077	17	24	14	34	8	4	11	3	62	8	33	17
g8078	17	33	10	41	21	12	30	36	19	74	46	21
g8079	2130	898	2225	2777	1500	3729	3215	2686	2834	2703	1134	2507
g8080	103	66	82	45	35	61	19	60	41	46	66	32
g8081	0	0	2	11	1	4	2	8	0	2	1	0
g8082	28	20	4	16	3	24	19	8	30	23	3	14
g8083	8	3	7	9	2	38	10	8	14	2	6	2
g8084	18	3	4	10	6	4	21	8	33	41	6	33
g8085	229	414	523	291	1090	337	191	849	912	172	161	427
g8086	50	226	258	315	248	370	127	158	193	150	292	337
g8087	3	4	4	5	0	0	3	26	6	18	0	13
g8088	495	423	403	539	547	273	45	60	267	193	397	57
g8089	292	548	84	1038	547	395	765	258	1308	316	33	129
g8090	14	0	0	0	3	0	0	6	6	30	6	1
g8091	7	22	20	24	11	14	10	8	9	16	9	6
g8092	55	72	12	44	47	120	61	43	33	73	72	35
g8093	68	190	120	152	52	450	201	89	102	167	142	73
g8094	0	0	0	1	0	0	0	1	0	20	8	0
g8095	1	2	10	4	3	11	6	3	0	0	2	2
g8096	686	542	519	294	265	669	389	271	634	819	307	569
g8097	758	698	934	1756	979	1129	792	877	1071	1243	943	632
g8098	2	1	1	3	3	1	2	2	1	3	0	1
g8099	4	1	1	0	10	15	9	0	11	1	1	6
g8100	865	899	1750	2869	72	1490	379	2054	706	1328	645	1557
g8101	1262	859	1188	1484	1385	860	1383	1221	1163	966	965	661
g8102	213	119	156	214	161	72	54	124	95	53	150	64
g8103	578	573	1012	1335	553	538	904	1040	706	623	749	670
g8104	141	10	11	450	249	276	55	209	1479	105	212	118
g8105	17	0	30	31	7	22	12	6	20	7	11	4
g8106	22	7	27	16	44	29	38	31	41	20	17	9
g8107	299	255	310	435	304	287	278	259	255	373	210	214
g8108	1446	1173	1313	377	701	511	929	582	976	576	511	781
g8109	24	27	44	46	10	54	55	48	67	55	45	44
g8110	3	3	5	5	1	11	8	14	6	6	0	2
g8111	4	9	2	12	13	10	6	8	4	14	6	6
g8112	329	240	205	694	133	429	380	254	82	288	38	193
g8113	34	69	50	165	71	7	6	78	22	95	42	67
g8114	0	1	20	4	0	2	0	1	0	0	0	0
g8115	0	7	0	0	801	0	0	0	0	1	0	0
g8116	2	3	8	1	8	12	11	6	10	2	3	3
g8117	2	13	1	54	0	27	27	12	293	54	66	8
g8118	446	360	188	318	274	787	293	250	330	363	200	145
g8119	2	1	13	3	3	7	4	4	4	2	6	3
g8120	9511	12506	20113	18233	7364	17602	12412	11953	8888	13115	6562	7728
g8121	10	7	1	42	17	8	7	25	13	4	33	5
g8122	3096	2240	2875	2832	2530	2933	3238	2377	2433	2360	1934	2015
g8123	205	449	624	2135	290	707	565	621	218	583	535	245
g8124	16	22	14	17	24	9	20	13	25	16	12	11
g8125	138	67	15	42	23	35	144	33	56	27	52	78
g8126	1663	2403	2445	2297	2615	2432	3692	1396	2581	2908	2853	1852
g8127	125	94	178	105	82	89	74	78	638	123	13	122
g8128	52	34	45	86	76	72	36	48	50	48	44	38
g8129	2424	4236	3149	4164	2806	3341	2826	2976	2942	3801	2714	2265
g8130	192	216	479	288	252	330	390	216	359	215	163	202
g8131	60	198	80	120	13	78	22	72	62	24	36	75
g8132	1023	1863	924	2976	1701	1104	931	754	1228	871	959	1144
g8133	261	228	305	407	283	274	226	135	179	133	216	283
g8134	40	15	31	22	43	17	30	20	37	16	27	17
g8135	346	213	304	415	561	567	394	518	924	341	344	529
g8136	0	14	4	19	6	47	43	9	0	2	1	2
g8137	17	109	252	5	178	176	125	149	99	182	67	155
g8138	4306	3262	3678	6965	3826	4189	2884	1693	5569	3060	4730	1786
g8139	655	554	919	1216	616	771	600	674	1238	499	664	146
g8140	41	12	81	62	33	10	35	26	59	19	17	31
g8141	1425	1122	664	2681	705	1741	2409	547	1758	1002	944	250
g8142	1	1	1	2	0	5	5	0	2	0	1	2
g8143	613	406	596	662	597	617	421	462	870	780	578	428
g8144	28	136	77	198	112	56	46	115	119	62	66	62
g8145	107	0	0	0	76	14	51	43	0	14	0	0
g8146	90	107	90	73	57	44	37	82	20	56	56	51
g8147	4	1	4	0	1	5	5	19	13	6	1	2
g8148	5472	3708	5913	8882	7360	4143	7018	6317	5353	7089	4044	3740
g8149	3098	998	2540	2467	2908	1807	1465	979	2142	4245	1935	1285
g8150	613	867	851	1492	822	1464	837	711	1022	1110	723	507
g8151	2521	2607	2088	4662	2131	1523	2199	2003	2572	3152	1637	2234
g8152	1451	1124	829	1275	977	1570	1455	1143	1832	1157	900	420
g8153	519	529	416	554	255	469	405	423	497	577	379	265
g8154	2	2	3	9	0	4	5	2	11	3	2	0
g8155	87	5	12	121	4	38	5	64	41	38	3	31
g8156	272	233	142	246	293	209	183	105	337	211	27	206
g8157	2601	1880	1645	2207	1603	2324	1465	2047	1350	1742	900	902
g8158	309	481	364	694	370	681	398	661	374	706	565	378
g8159	72	66	74	138	65	80	61	70	45	115	41	48
g8160	12885	14192	10426	14796	12358	15333	12404	11752	9695	13575	11753	5812
g8161	3	63	0	0	1	9	7	3	0	1	0	7
