	sample1	sample2	sample3	sample4	sample5	sample6
g7547	518	234	426	170	190	578
g7548	11	5	16	0	0	1
g7549	537	255	1930	1585	720	337
g7550	122	243	312	219	278	212
g7551	5013	5221	10008	3947	5921	6189
g7552	13	2	11	2	11	0
g7553	619	443	180	165	24	368
g7554	541	468	921	510	1082	542
g7555	2652	2981	2339	1247	1148	533
g7556	2396	2576	2251	2391	2248	5204
g7557	281	296	326	209	264	224
g7558	7375	4224	5177	5574	8274	2907
g7559	0	20	2	93	53	8
g7560	554	215	114	164	262	28
g7561	928	1511	2765	1003	957	3366
g7562	335	414	360	361	292	435
g7563	998	564	677	422	611	394
g7564	74	16	197	35	412	4
g7565	17	7	23	8	15	8
g7566	31	141	127	82	120	69
g7567	1726	1286	1312	965	1053	624
g7568	1199	983	870	830	1070	741
g7569	1560	1673	1685	1153	1503	1144
g7570	264	308	188	230	291	319
g7571	9	7	7	1	3	1
g7572	20	4	21	30	25	12
g7573	2166	927	841	406	1970	563
g7574	3689	4295	3235	4053	4094	3858
g7575	5286	4109	3147	1605	2876	2805
g7576	238	298	326	240	381	301
g7577	270	237	409	170	635	349
g7578	6	7	96	18	48	6
g7579	383	365	350	221	346	253
g7580	1344	1696	2594	1094	2152	1446
g7581	21	23	39	9	29	18
g7582	266	220	420	324	372	219
g7583	2169	2185	2367	1688	2515	1423
g7584	320	150	289	186	271	253
g7585	831	849	497	628	712	573
g7586	16	7	6	1	2	1
g7587	0	35	2	10	13	4
g7588	25	16	6	7	10	2
g7589	2404	2752	2577	1423	3264	2240
g7590	315	420	537	200	242	295
g7591	220	201	233	173	349	267
g7592	0	5	0	2	0	0
g7593	18	3	31	19	14	24
g7594	24	82	1	109	165	44
g7595	79	28	230	73	157	113
g7596	447	525	482	377	442	424
g7597	226	460	104	250	370	225
g7598	12	1	73	22	11	53
g7599	292	113	219	182	126	134
g7600	34	52	34	19	105	71
g7601	8	13	15	7	9	6
g7602	6	12	16	2	7	0
g7603	551	234	370	184	495	187
g7604	525	410	575	262	562	402
g7605	826	407	188	932	1838	659
g7606	128	38	348	2	5	0
g7607	7536	5489	5939	3217	5745	3832
g7608	595	377	607	209	383	342
g7609	145	179	309	88	232	118
g7610	1587	1362	1591	1077	1401	881
g7611	1835	1549	2621	1376	3309	2155
g7612	831	902	919	639	922	913
g7613	518	379	364	311	450	406
g7614	3	13	6	5	5	9
g7615	1041	1522	1408	604	1067	538
g7616	3	25	21	23	1	31
g7617	19	30	39	32	30	14
g7618	197	186	142	102	333	139
g7619	17	11	39	16	29	1
g7620	157	112	32	18	146	144
g7621	0	0	0	1	0	2
g7622	229	153	271	223	443	165
g7623	101	116	203	84	79	84
g7624	1	6	15	3	1	4
g7625	24	16	13	14	9	17
g7626	67	43	43	24	44	65
g7627	16	10	26	4	9	6
g7628	49	19	99	40	0	37
g7629	5	1	1	0	0	0
g7630	4322	4893	4654	4838	5211	2827
g7631	212	274	380	153	290	193
g7632	95	12	75	49	65	10
g7633	2742	2931	3747	1792	2376	2449
g7634	44	54	20	21	39	7
g7635	360	387	448	314	299	545
g7636	218	791	84	232	716	381
g7637	374	700	1029	417	887	946
g7638	25	13	21	7	17	18
g7639	797	1445	887	342	759	973
g7640	619	519	382	303	487	417
g7641	4143	2716	4116	2301	2954	2193
g7642	968	1061	1215	827	329	729
g7643	1107	1277	1044	592	864	524
g7644	2	18	17	9	6	10
g7645	8	31	82	2	8	11
g7646	2793	2984	4526	1932	2961	3118
g7647	25	114	40	30	76	93
g7648	73	240	799	302	77	79
g7649	17	22	3	22	14	6
g7650	566	697	768	521	1052	457
g7651	135	44	33	19	15	36
g7652	1210	1370	1570	1041	751	1136
g7653	103	13	15	65	38	14
g7654	260	343	219	351	788	326
g7655	44	43	29	56	67	66
g7656	19803	24700	21544	16673	19264	14979
g7657	0	17	52	5	0	0
g7658	276	335	619	527	306	1020
g7659	113	125	213	166	186	159
g7660	84	165	171	94	115	122
g7661	1	39	5	10	18	21
g7662	304	775	741	152	590	161
g7663	253	287	102	149	80	326
g7664	9	35	1	15	5	44
g7665	1342	1265	1327	1039	965	1419
g7666	5680	4060	3501	2186	7368	3061
g7667	8102	7710	10370	6302	7571	4598
g7668	2745	3100	3480	2395	4814	4531
g7669	11	14	6	7	15	19
g7670	5461	4045	4638	2895	3925	4061
g7671	133	87	154	87	81	197
g7672	12	11	31	12	24	9
g7673	315	431	247	540	124	270
g7674	561	423	438	237	297	379
g7675	10	5	7	4	5	3
g7676	6953	5921	7851	3629	5783	7167
g7677	9	4	18	11	51	13
g7678	471	459	308	381	534	462
g7679	404	111	460	121	320	294
g7680	4653	2636	4504	2380	3706	2738
g7681	285	363	789	443	337	520
g7682	13	16	22	9	17	6
g7683	588	521	531	299	478	475
g7684	1521	1703	1963	688	1643	977
g7685	777	458	633	561	399	475
g7686	100	163	123	146	263	140
g7687	39	34	41	25	39	26
g7688	124	73	159	68	101	112
g7689	472	413	1043	233	589	588
g7690	240	326	363	184	325	247
g7691	1286	384	1913	354	650	917
g7692	1150	220	1080	520	854	1133
g7693	1114	1096	1441	620	802	978
g7694	21	28	30	15	10	27
g7695	3786	1551	2476	1228	2146	1755
g7696	680	1000	472	392	559	549
g7697	599	518	899	300	567	535
g7698	172	51	109	56	80	87
g7699	1094	1180	1327	511	1485	749
g7700	3716	5797	4964	4623	5059	3971
g7701	25	69	21	19	36	11
g7702	12	17	27	6	20	12
g7703	25	13	12	6	13	7
g7704	12	6	2	3	11	16
g7705	47	104	83	86	54	75
g7706	158	92	901	39	9	39
g7707	161	1361	1822	578	114	1152
g7708	2676	2739	2560	1703	1142	2140
g7709	0	22	4	1	1	1
g7710	799	523	1696	1295	1568	667
g7711	2175	4201	4921	3144	4753	3421
g7712	15136	15239	14370	8149	20468	8753
g7713	20	12	6	5	25	14
g7714	26	24	26	11	20	32
g7715	116	13	77	24	52	20
g7716	21	15	20	10	6	6
g7717	40	27	31	37	27	18
g7718	5	15	7	18	19	31
g7719	307	333	334	257	449	321
g7720	785	479	739	423	528	347
g7721	382	243	307	50	215	323
g7722	445	470	366	293	466	387
g7723	4	0	5	3	9	3
g7724	1327	1253	1418	874	1012	1009
g7725	310	142	483	343	133	481
g7726	21	20	14	7	8	7
g7727	131	138	173	104	164	152
g7728	602	741	926	363	546	664
g7729	4303	4254	3964	2276	4172	3750
g7730	7	21	8	9	0	5
g7731	99	1	281	18	27	83
g7732	1213	1536	483	585	1976	647
g7733	41	390	64	1348	1590	149
g7734	4171	6805	10592	4141	5847	7128
g7735	7	13	11	8	12	3
g7736	2903	1891	1519	1301	3002	1689
g7737	10	7	11	7	3	21
g7738	220	38	158	65	86	184
g7739	70	70	104	66	97	86
g7740	13	9	17	10	15	17
g7741	4459	4839	5831	4146	7194	7738
g7742	73	14	119	35	15	28
g7743	38	58	107	39	60	34
g7744	639	706	1339	796	746	641
g7745	1240	1220	1211	484	877	691
g7746	1801	2180	2909	1437	2038	2111
g7747	537	1052	883	957	1688	1173
g7748	304	163	219	101	148	86
g7749	2173	2976	3845	1021	1773	1811
g7750	11938	13304	18266	6651	10085	13614
g7751	1252	1232	1697	810	1026	1025
g7752	9	2	0	3	4	2
g7753	9	7	7	7	2	8
g7754	482	306	693	453	754	766
g7755	39	4	0	44	38	93
g7756	494	508	260	33	145	54
g7757	971	1287	944	682	1072	925
g7758	4689	2823	2877	3048	4050	2573
g7759	825	1055	350	512	731	451
g7760	71	115	98	47	88	60
g7761	3	7	8	14	8	6
g7762	4109	5784	5214	2093	8355	5794
g7763	0	4	2	0	2	6
g7764	1	2	1	2	1	0
g7765	1	2	1	0	2	1
g7766	1734	1603	1640	490	896	1561
g7767	5	16	6	7	3	0
g7768	23	62	144	126	155	70
g7769	522	490	250	299	577	333
g7770	17	6	40	24	71	93
g7771	1782	2164	1613	1082	3042	1300
g7772	81	50	122	62	58	91
g7773	28	9	37	65	50	41
g7774	29	18	14	16	27	29
g7775	6	10	9	21	18	37
g7776	5	8	0	2	3	8
g7777	0	5	0	0	1	2
g7778	721	2040	1766	1137	1997	1556
g7779	30	16	37	8	19	13
g7780	1003	840	937	969	1355	798
g7781	2694	5100	3144	1410	4463	4647
g7782	28	2	4	2	1	1
g7783	1266	622	1572	572	1391	996
g7784	2517	4047	5563	4036	6518	2115
g7785	722	559	484	217	137	864
g7786	175	154	212	125	241	134
g7787	204	132	191	115	187	202
g7788	22	328	183	204	159	188
g7789	75	91	72	84	71	41
g7790	2230	2072	2352	770	1117	1792
g7791	552	249	668	383	573	344
g7792	839	1105	974	409	877	758
g7793	1181	1487	1849	1324	1540	863
g7794	1063	1010	1157	859	1159	875
g7795	5	4	18	8	1	9
g7796	98	72	84	64	72	121
g7797	1321	1225	2307	643	1922	1216
g7798	2	3	0	4	5	2
g7799	61	74	55	110	65	32
g7800	0	7	1	0	1	3
g7801	0	2	0	1	0	0
g7802	53	55	82	43	56	80
g7803	227	220	150	111	150	230
g7804	274	843	425	357	339	243
g7805	55	64	75	113	125	88
g7806	253	257	420	158	136	190
g7807	186	174	192	110	65	197
g7808	9	3	11	9	15	13
g7809	89	5	79	3	0	0
g7810	1	2	1	0	2	1
g7811	0	0	0	0	36	1
g7812	7	7	17	1	9	9
g7813	56	122	76	35	99	69
g7814	1847	1615	1421	478	965	405
g7815	402	513	1022	368	964	452
g7816	1000	1816	2018	1522	1091	1071
g7817	13	0	1	0	3	4
g7818	6	8	5	8	4	0
g7819	71	126	73	46	185	57
g7820	229	125	119	83	138	180
g7821	429	488	347	333	339	324
g7822	129	203	172	188	129	103
g7823	772	715	809	584	453	443
g7824	14	157	8	47	29	197
g7825	50	125	64	16	73	39
g7826	19	18	13	18	13	14
g7827	328	1181	7	31	461	74
g7828	18	9	9	17	17	15
g7829	7	137	66	50	105	99
g7830	3178	1852	2384	1445	2432	1612
g7831	2	0	2	7	2	0
g7832	33	92	1	14	28	22
g7833	103	145	204	116	257	192
g7834	14	7	19	5	12	5
g7835	68	7	19	23	38	35
g7836	199	128	14	26	60	11
g7837	203	345	445	245	328	301
g7838	259	794	312	509	541	543
g7839	459	218	251	128	277	353
g7840	294	269	158	191	332	142
g7841	3321	3652	4864	4907	4613	5533
g7842	589	366	583	301	210	120
g7843	309	918	427	375	465	192
g7844	162	632	595	385	601	470
g7845	82	111	98	55	109	101
g7846	456	452	191	111	300	357
g7847	454	472	412	481	519	357
g7848	7	10	17	4	11	6
g7849	3	2	1	5	1	0
g7850	251	238	164	331	190	278
g7851	30	46	61	28	30	35
g7852	15	5	4	12	10	6
g7853	6050	6622	7322	2441	3763	4483
g7854	41	54	43	42	26	46
g7855	1415	1139	1218	550	1300	887
g7856	51	51	217	261	115	18
g7857	4	5	35	3	44	18
g7858	371	319	238	190	253	144
g7859	763	1672	1803	734	484	417
g7860	2013	2882	2866	1671	1843	2904
g7861	14	138	36	16	24	5
g7862	97	177	88	57	213	90
g7863	19	13	14	17	6	6
g7864	502	137	299	169	199	210
g7865	25	87	3	8	29	3
g7866	3886	4680	2223	1621	3381	1503
g7867	6	14	6	3	10	12
g7868	13	2	4	0	1	1
g7869	293	51	112	152	495	300
g7870	95	95	65	50	123	41
g7871	2	30	17	14	17	5
g7872	269	278	482	184	58	88
g7873	1660	1183	2184	1250	1595	1443
g7874	337	279	177	130	293	176
g7875	446	662	536	262	547	635
g7876	848	571	594	455	622	537
g7877	677	756	2361	930	2297	940
g7878	78	112	27	111	111	85
g7879	86	76	100	42	128	127
g7880	3	1	44	13	4	5
g7881	723	1808	1311	655	1203	638
g7882	377	393	407	237	320	314
g7883	6020	4552	6194	3349	5090	4487
g7884	0	13	0	20	19	64
g7885	2	62	32	8	3	18
g7886	992	2808	1804	1009	2127	1500
g7887	1	0	0	0	0	0
g7888	33	57	51	20	46	69
g7889	18694	10754	8009	6614	8422	5980
g7890	918	703	508	421	574	776
g7891	1174	1099	1151	414	892	705
g7892	231	235	468	376	202	274
g7893	202	287	791	111	611	206
g7894	127	98	89	37	152	81
g7895	1273	1150	1276	553	737	597
g7896	23	5	1	17	1	1
g7897	2873	1235	2735	2017	1904	1960
g7898	2489	3110	3275	1046	2618	2406
g7899	1029	866	738	585	734	1041
g7900	217	150	533	139	394	270
g7901	12	10	17	3	11	3
g7902	174	4	74	15	127	26
g7903	3785	5025	5899	3194	3577	3655
g7904	333	1054	300	256	1824	63
g7905	139	2	28	24	127	20
g7906	475	476	373	217	303	499
g7907	1202	1185	1498	774	1400	1051
g7908	79	711	197	396	637	334
g7909	16	13	27	6	15	7
g7910	14	19	21	15	23	17
g7911	5	1	5	4	7	4
g7912	449	1137	1186	568	1211	983
g7913	391	272	205	238	227	74
g7914	1378	2196	1764	1273	1933	1254
g7915	2107	2068	1570	1069	1372	1911
g7916	11	9	7	8	6	7
g7917	2249	2075	2178	1456	1527	1767
g7918	6864	4451	6541	3703	6248	4413
g7919	38	42	17	16	35	8
g7920	66	95	22	21	101	26
g7921	9	0	2	0	33	72
g7922	3	5	7	2	4	1
g7923	32	7	44	5	16	10
g7924	3	8	0	1	2	14
g7925	268	249	332	159	226	193
g7926	1234	540	368	1187	1361	850
g7927	18	27	42	7	19	29
g7928	134	74	13	254	251	106
g7929	9766	4027	3869	2875	2244	8841
g7930	6	6	6	7	10	3
g7931	73	80	36	34	30	31
g7932	180	366	1139	493	841	328
g7933	8198	3814	4615	3750	7893	8306
g7934	8	2	1	2	1	3
g7935	1	1	6	1	3	2
g7936	3	4	3	1	3	1
g7937	64	107	129	69	79	86
g7938	1258	1030	1354	905	1106	1225
g7939	46	54	28	34	15	51
g7940	169	111	13	182	209	63
g7941	3412	939	2694	2927	6189	1479
g7942	9	16	10	17	15	24
g7943	43	47	39	15	42	14
g7944	18	39	67	45	47	98
g7945	6793	2864	9893	6611	6658	5797
g7946	64	103	41	0	0	10
g7947	20	29	36	21	61	32
g7948	126	124	145	89	120	138
g7949	111	222	157	116	207	260
g7950	176	158	125	63	122	143
g7951	245	173	83	171	342	203
g7952	157	104	109	181	76	251
g7953	2625	3560	2103	1702	3119	2846
g7954	2767	2755	3245	1593	2705	1776
g7955	27	26	25	16	64	28
g7956	18	9	15	7	35	12
g7957	1120	1040	1395	812	857	949
g7958	1904	1560	2120	941	675	1456
g7959	99	173	89	85	107	140
g7960	98	5	54	1	104	51
g7961	2	5	10	3	6	5
g7962	8	74	71	76	130	32
g7963	1	3	3	4	0	1
g7964	1	0	3	3	2	5
g7965	37	32	47	31	52	41
g7966	1558	1719	1554	1215	1291	1019
g7967	61	58	75	40	55	48
g7968	4359	3039	2432	1833	2321	2546
g7969	1	1	5	6	14	14
g7970	32	33	12	5	3	15
g7971	4	7	3	5	5	3
g7972	38	1	33	6	20	26
g7973	3076	1766	3507	2705	2527	2217
g7974	414	1527	1696	244	260	2596
g7975	28	16	21	14	15	7
g7976	267	275	336	206	377	435
g7977	8	5	5	0	4	2
g7978	1	0	6	0	5	21
g7979	385	303	201	214	348	287
g7980	0	190	0	0	0	16
g7981	45	45	42	46	71	70
g7982	645	300	183	246	546	26
g7983	2353	2323	3030	1510	2637	1741
g7984	330	309	592	196	310	240
g7985	394	955	751	383	248	962
g7986	3713	3905	2775	2606	2449	1796
g7987	994	928	1650	880	1009	716
g7988	0	6	9	0	0	1
g7989	2606	2387	4526	2211	2135	2680
g7990	287	2255	1942	402	1169	2076
g7991	2120	2334	2037	1836	2080	1379
g7992	10	22	17	6	5	8
g7993	385	385	518	261	344	422
g7994	1384	1397	1538	934	1142	1605
g7995	0	4	36	0	0	2
g7996	4	5	4	3	3	8
g7997	54	19	41	32	32	35
g7998	892	1243	1204	884	1440	639
g7999	2791	2552	2087	1478	1897	2929
g8000	444	852	655	506	723	428
g8001	3	2	0	3	0	33
g8002	647	873	1234	404	778	385
g8003	3	2	9	7	0	6
g8004	5	2	9	3	8	5
g8005	134	39	235	42	257	161
g8006	171	138	204	112	80	108
g8007	3929	4533	3902	1688	3780	2763
g8008	497	692	554	420	683	483
g8009	731	751	503	390	615	671
g8010	74	22	26	9	42	54
g8011	547	652	124	304	290	815
g8012	145	95	522	311	173	266
g8013	775	1274	1037	248	851	811
g8014	927	1244	925	568	1167	1056
g8015	4555	1979	849	1717	1541	1217
g8016	361	1791	709	436	1742	564
g8017	194	1175	2133	636	1310	1092
g8018	1	2	0	1	12	1
g8019	647	453	362	381	544	440
g8020	919	1117	1462	504	555	883
g8021	874	418	988	504	817	500
g8022	508	536	446	367	398	586
g8023	31	10	15	7	0	49
g8024	59	17	31	10	22	71
g8025	375	58	395	139	40	125
g8026	9	5	3	4	2	3
g8027	23	24	15	23	18	11
g8028	289	667	160	195	336	236
g8029	1856	19314	8971	7722	11807	5521
g8030	246	299	314	53	255	130
g8031	70	41	64	42	57	71
g8032	351	586	514	540	388	338
g8033	2	2	4	2	6	2
g8034	213	65	252	80	432	117
g8035	544	487	1059	613	656	786
g8036	12	9	17	22	7	10
g8037	1862	1907	929	970	1000	793
g8038	907	856	640	696	688	550
g8039	1205	1345	1195	737	1914	1523
g8040	24	17	30	13	18	7
g8041	390	551	506	304	430	474
g8042	562	754	160	135	549	168
g8043	592	503	98	334	487	449
g8044	639	536	592	310	432	390
g8045	0	1	7	0	3	3
g8046	49	50	27	31	35	23
g8047	7	2	10	5	29	34
g8048	25	110	38	8	161	198
g8049	747	1176	930	1215	923	934
g8050	1107	2761	644	1565	2084	536
g8051	4572	4629	3848	2136	3261	4163
g8052	81	17	92	47	41	74
g8053	8947	10882	11328	5000	6189	5441
g8054	79	32	76	23	21	44
g8055	2711	2987	5293	5528	7531	2565
g8056	13	11	6	2	9	5
g8057	11859	9350	10566	6087	10347	6547
g8058	73	28	54	16	29	38
g8059	2	0	6	2	0	0
g8060	7	0	3	0	4	2
g8061	235	130	157	76	130	147
g8062	4	28	36	4	11	3
g8063	547	432	324	310	368	481
g8064	548	441	707	210	321	238
g8065	180	199	177	144	300	185
g8066	66	68	94	116	211	251
g8067	844	875	455	859	697	337
g8068	28	77	59	20	27	49
g8069	1761	1980	892	644	903	1681
g8070	89	139	100	36	97	77
g8071	11	59	26	8	24	20
g8072	9	2	3	2	6	4
g8073	772	726	218	544	240	637
g8074	2935	2990	1916	2269	4556	2429
g8075	22	32	8	21	48	9
g8076	14	23	34	22	57	70
g8077	6	4	5	2	3	6
g8078	26	30	61	42	10	44
g8079	687	73	255	143	326	85
g8080	904	1021	1348	732	859	674
g8081	1462	1118	565	502	1384	817
g8082	12	40	60	26	15	71
g8083	10218	11168	15010	8218	15124	9865
g8084	3231	2489	1639	1744	2047	1726
g8085	557	617	872	416	528	556
g8086	649	1288	1264	1739	198	2284
g8087	59	89	70	20	37	46
g8088	27	110	40	16	73	35
g8089	76	59	115	55	85	78
g8090	586	579	485	213	265	381
g8091	129	133	129	79	97	90
g8092	8056	9925	8034	5879	6428	6422
g8093	43	34	15	10	45	24
g8094	565	429	1221	753	556	1029
g8095	415	218	420	417	409	313
g8096	6	7	3	3	6	7
g8097	226	107	300	144	173	374
g8098	3	0	1	0	7	2
g8099	4877	3328	3554	2827	4380	2834
g8100	956	949	838	1282	573	997
g8101	21	31	31	17	37	39
g8102	17	27	26	13	35	14
g8103	831	464	986	433	411	513
g8104	285	359	383	451	689	472
g8105	6	18	11	0	1	8
g8106	60	53	50	71	100	95
g8107	6	1	4	15	6	0
g8108	42	94	23	18	31	26
g8109	0	0	7	6	3	2
g8110	7	14	17	7	15	11
g8111	150	131	227	29	110	85
g8112	639	796	605	370	663	368
g8113	4517	3465	2476	2447	3727	2384
g8114	558	625	660	198	587	571
g8115	134	20	24	10	3	12
g8116	1800	2805	1930	1054	4559	1726
g8117	1023	749	570	449	794	486
g8118	23	90	107	25	47	55
g8119	22	12	19	36	44	35
g8120	869	793	1064	778	869	471
g8121	10693	7971	16570	4309	6778	9815
g8122	12	3	10	5	11	8
g8123	78	193	85	106	70	72
g8124	1228	1492	1697	1226	1665	1655
g8125	60	30	37	25	135	20
g8126	1690	2625	1170	997	1084	901
g8127	54	15	1	42	32	0
g8128	10	20	11	8	9	13
g8129	6	18	1	2	0	0
g8130	0	32	9	2	7	0
g8131	2302	2313	2113	1461	2272	1811
g8132	1141	1523	1286	783	890	816
g8133	297	370	320	174	207	203
g8134	683	460	48	415	310	67
g8135	3800	4359	1759	4244	2700	3307
g8136	7	2	7	4	0	0
g8137	16	53	93	18	17	22
g8138	29	5	9	9	9	8
g8139	612	351	830	657	293	372
g8140	39	33	39	14	24	28
g8141	12	1	11	4	16	4
g8142	772	596	630	564	677	541
g8143	52	59	72	49	47	86
g8144	235	466	50	4	263	38
g8145	3206	1798	3179	1344	2728	2573
g8146	10	7	10	2	12	11
g8147	2	127	1	0	476	784
g8148	1119	1374	1170	723	1582	1716
g8149	36	161	55	115	117	69
g8150	187	196	221	102	255	176
g8151	327	425	800	84	193	361
g8152	418	88	35	72	45	36
g8153	678	751	630	408	1409	777
g8154	22	23	19	3	14	22
g8155	1790	1605	2200	757	3810	1664
g8156	1656	1965	2390	802	2372	1658
g8157	266	397	432	272	384	688
g8158	926	700	813	306	995	432
g8159	268	243	225	131	248	174
g8160	12	2	15	4	11	7
g8161	3007	649	3384	1574	1637	2040
g8162	16	24	13	23	21	5
g8163	24	49	8	2	39	5
g8164	83	75	43	20	49	50
g8165	16	9	15	5	1	17
g8166	25	0	0	3	0	1
g8167	3	18	8	26	9	6
g8168	13	11	13	11	15	1
g8169	59	48	64	19	118	90
g8170	4	0	0	0	2	6
g8171	189	89	184	411	273	49
g8172	1287	1569	2011	1806	2891	1958
g8173	6	20	18	0	6	7
g8174	8518	8632	16618	6914	22411	7455
g8175	5500	1853	3219	1952	3036	4278
g8176	63	0	35	5	0	12
g8177	177	104	392	264	287	478
g8178	1612	1490	1875	1115	1373	1468
g8179	103	225	84	94	198	188
g8180	6	2	0	6	1	3
g8181	7	5	16	8	6	2
g8182	919	363	819	138	248	698
g8183	398	432	405	392	704	248
g8184	15	27	38	32	71	27
g8185	493	314	390	235	308	428
g8186	3622	3763	2848	2440	3328	1954
g8187	224	91	279	79	106	233
g8188	12	10	42	13	8	23
g8189	664	488	551	152	817	813
g8190	575	906	732	357	767	759
g8191	11	19	19	16	10	1
g8192	4682	9914	9469	848	24075	2389
g8193	5663	3628	3994	4032	6671	4871
g8194	3791	2476	2247	3010	3056	4576
g8195	72	28	211	180	135	153
g8196	2193	1701	2871	676	921	1729
g8197	125	109	339	118	217	16
g8198	31	6	13	28	13	9
g8199	627	453	520	204	359	482
g8200	23	296	0	291	75	263
g8201	20	194	16	14	71	49
g8202	8363	7823	6899	3170	6349	6079
g8203	76	82	108	54	89	59
g8204	2316	3880	2267	2429	2225	2744
g8205	45	16	13	19	39	0
g8206	419	927	1583	434	516	329
g8207	489	761	484	599	715	424
g8208	19	29	97	28	56	3
g8209	546	58	19	120	256	768
g8210	9	4	0	25	25	0
g8211	482	550	723	353	479	711
g8212	23	84	86	31	42	36
g8213	410	400	614	253	501	447
g8214	628	453	362	371	335	434
g8215	6	10	1	8	2	9
g8216	7	7	6	3	3	0
g8217	0	0	3	4	8	8
g8218	482	195	139	786	47	80
g8219	534	597	410	390	653	393
g8220	153	291	322	164	818	312
g8221	37	39	86	49	84	76
g8222	96	106	82	113	184	252
g8223	1	1	0	5	2	0
g8224	134	175	133	138	96	85
g8225	170	312	398	254	325	423
g8226	878	328	562	514	1429	928
g8227	15	15	8	6	7	14
g8228	301	450	498	270	342	324
g8229	28	35	30	19	8	8
g8230	42	147	1	14	0	37
g8231	19	80	93	19	53	34
g8232	47	73	71	22	50	49
g8233	32	80	216	84	97	70
g8234	1711	510	1360	454	898	655
g8235	1331	1255	988	264	1619	1127
g8236	233	692	349	816	376	305
g8237	401	548	830	399	713	527
g8238	55	39	44	40	15	16
g8239	6594	6336	12941	7628	9440	5233
g8240	471	66	264	408	17	29
g8241	113	87	147	57	156	109
g8242	1	3	5	2	13	9
g8243	327	296	340	162	341	215
g8244	2	8	6	1	3	0
g8245	104	166	148	82	119	97
g8246	101	126	287	47	65	84
g8247	20	47	29	25	18	38
g8248	1018	1884	1686	886	1339	610
g8249	1129	1171	1316	638	1124	739
g8250	833	645	809	472	475	753
g8251	56	54	36	51	12	38
g8252	92	176	74	65	103	82
g8253	54	23	26	15	33	16
g8254	157	195	678	239	454	250
g8255	30	222	0	25	109	79
g8256	17	18	21	6	14	8
g8257	61	59	83	64	72	50
g8258	85	54	79	119	262	169
g8259	253	416	385	256	324	216
g8260	136	35	34	69	40	76
g8261	1510	2252	1856	1294	2323	2406
g8262	155	128	96	112	83	100
g8263	6	29	14	4	3	3
g8264	11230	7107	4849	4424	7965	5679
g8265	38	6	31	10	39	39
g8266	9	0	4	9	0	2
g8267	984	1247	1800	756	1752	1196
g8268	154	96	106	84	193	79
g8269	1010	492	692	732	1240	570
g8270	726	540	519	462	368	502
g8271	14	26	15	17	16	121
g8272	4617	6909	5464	7605	4765	8009
g8273	786	284	489	450	522	394
g8274	45	33	18	18	35	28
g8275	38	62	52	36	51	28
g8276	23	34	79	1	3	3
g8277	0	15	0	79	0	4
g8278	533	177	151	69	151	69
g8279	48	52	38	24	43	34
g8280	1449	731	1710	1963	1398	1011
g8281	9	11	4	1	1	0
g8282	2	0	8	4	1	9
g8283	47	63	91	128	6	4
g8284	356	309	126	237	277	315
g8285	473	335	299	241	161	262
g8286	822	604	926	410	829	375
g8287	117	14	49	23	34	21
g8288	247	59	127	178	117	214
g8289	42	40	29	24	32	8
g8290	7	4	2	9	7	9
g8291	937	283	1119	578	1343	961
g8292	242	172	174	72	299	199
g8293	79	84	114	89	118	83
g8294	15186	9057	14639	9249	11879	9633
g8295	296	314	574	149	527	218
g8296	15	17	6	12	21	10
g8297	121	114	100	76	226	153
g8298	48	21	22	19	54	14
g8299	0	0	5	0	4	6
g8300	465	601	335	441	307	251
g8301	31	80	85	55	64	73
g8302	1514	1089	562	913	1135	697
g8303	2526	3865	2416	1725	2092	3368
g8304	47	124	89	61	81	69
g8305	1474	639	788	866	595	451
g8306	8271	12250	9648	10701	6775	3720
g8307	26	77	33	9	31	79
g8308	42	108	79	43	132	53
g8309	3432	1825	7891	2471	5489	3666
g8310	272	849	972	278	933	344
g8311	3328	5782	4572	2555	4236	3126
g8312	4	1	1	1	0	24
g8313	258	215	295	187	293	311
g8314	254	343	713	116	279	339
g8315	17	24	28	8	16	19
g8316	71	79	77	45	76	75
g8317	8	2	7	1	2	6
g8318	1067	560	658	545	806	984
g8319	3591	8277	5870	6950	8881	12975
g8320	2548	2453	2845	1923	2709	2744
g8321	3765	7339	5432	2592	5315	4702
g8322	96	464	275	216	232	225
g8323	8	3	6	3	7	4
g8324	1798	1139	1647	844	1853	1210
g8325	91	131	185	58	186	89
g8326	543	416	324	274	389	273
g8327	10	10	13	14	13	2
g8328	82	82	129	68	65	75
g8329	1326	1569	1556	900	1380	1015
g8330	5	3	17	2	19	18
g8331	5	4	6	5	0	0
g8332	4	2	105	14	158	5
g8333	132	287	383	70	85	73
g8334	30	3	18	23	23	14
g8335	98	149	187	87	106	194
g8336	135	329	106	58	96	66
g8337	782	850	883	455	836	450
g8338	3	12	6	3	24	5
g8339	209	171	214	102	135	307
g8340	1965	1520	1115	1345	1565	1885
g8341	467	303	321	349	259	205
g8342	767	739	538	770	916	564
g8343	864	152	1342	921	239	145
g8344	45	77	86	29	92	70
g8345	1139	574	1141	1031	714	593
g8346	1058	806	1062	719	1062	656
g8347	375	611	337	214	480	264
g8348	275	412	492	328	170	388
g8349	14	14	20	6	21	9
g8350	3	3	0	0	1	5
g8351	17	248	39	96	136	17
g8352	330	259	567	221	240	287
g8353	2222	1749	1782	1109	2027	1825
g8354	48	95	98	29	65	64
g8355	712	4182	1827	256	238	1799
g8356	1997	988	1969	1494	1690	939
