	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12
g8020	69	67	139	70	89	27	131	78	74	132	234	1
g8021	8524	11135	9102	7876	18596	10682	10854	12231	14430	7621	10592	9633
g8022	3238	5917	9719	4659	4200	10501	3003	12439	5806	7620	3432	3686
g8023	724	856	1084	1093	1062	873	1259	883	618	1281	1361	643
g8024	142	214	134	56	188	329	242	225	131	133	277	95
g8025	52	79	65	53	82	34	37	7	44	32	77	21
g8026	452	576	375	448	452	563	362	605	499	456	484	247
g8027	7	18	26	32	27	46	32	21	13	22	22	8
g8028	51	52	127	43	28	100	106	54	60	83	80	33
g8029	34	0	0	14	0	0	0	0	11	0	3	18
g8030	374	199	403	502	352	433	601	351	358	546	635	217
g8031	303	506	490	587	408	419	359	336	354	637	581	151
g8032	1	0	0	0	0	10	11	0	0	6	0	11
g8033	4	62	91	40	6	66	163	6	53	47	27	3
g8034	719	645	903	911	864	803	927	938	670	674	1015	401
g8035	313	357	201	101	280	513	531	430	227	220	483	236
g8036	8639	14810	19220	13354	17362	23724	17308	28410	7841	21723	18924	8553
g8037	13	33	14	36	13	15	20	4	11	20	22	12
g8038	4948	4765	6138	6289	8949	6342	5840	8013	5284	3780	8899	4991
g8039	342	495	730	369	424	276	294	372	195	354	203	861
g8040	46	60	84	93	128	61	39	113	53	104	150	57
g8041	345	368	367	278	340	700	349	294	234	421	387	495
g8042	5	4	12	9	11	7	4	1	2	11	1	10
g8043	282	156	25	460	233	378	356	154	503	513	83	56
g8044	200	372	300	239	460	300	433	233	220	455	287	200
g8045	58	74	16	34	37	24	80	11	47	131	166	52
g8046	276	800	751	647	93	296	140	223	31	416	669	59
g8047	0	0	9	6	3	0	0	5	4	1	4	3
g8048	5	0	0	0	0	0	0	0	0	0	0	0
g8049	7	1	7	6	2	19	1	3	2	3	4	3
g8050	0	0	3	6	2	0	0	18	1	2	0	11
g8051	174	190	38	193	105	281	245	123	226	186	210	115
g8052	0	10	0	0	1	1	3	8	0	0	4	0
g8053	99	217	260	139	152	382	244	244	148	117	148	88
g8054	390	200	144	238	245	430	231	190	175	213	333	160
g8055	8	12	10	8	1	17	0	32	10	14	7	12
g8056	511	461	464	471	629	967	399	325	368	727	783	251
g8057	233	237	307	295	164	440	267	148	205	293	166	125
g8058	121	101	99	236	75	38	196	156	109	63	131	69
g8059	22	13	15	4	22	37	57	12	5	7	20	6
g8060	8	10	19	11	9	13	7	5	11	14	17	2
g8061	1281	1140	699	1353	793	880	1040	1154	1303	1375	791	692
g8062	1551	3841	2920	2620	2308	5504	1538	3238	2368	2728	3281	827
g8063	2	26	27	3	166	27	7	0	60	71	6	19
g8064	59	2	11	18	30	60	191	8	24	291	59	146
g8065	73	2	27	59	86	241	0	10	0	27	3	0
g8066	621	571	593	783	576	745	542	839	531	648	664	402
g8067	3492	4174	8003	9195	4070	5117	3181	4199	4355	6349	4066	3494
g8068	94	33	59	95	37	96	60	100	17	48	106	67
g8069	1	7	16	9	7	6	0	0	0	1	30	3
g8070	408	312	453	495	596	648	399	323	349	351	397	298
g8071	540	731	675	750	731	1035	745	710	1013	929	1000	599
g8072	89	195	98	304	30	332	262	27	261	596	384	247
g8073	259	196	109	242	178	640	171	566	244	246	637	50
g8074	153	21	41	74	17	14	134	239	20	31	51	6
g8075	5	1	6	4	5	7	8	11	6	10	7	2
g8076	26	25	20	45	85	51	27	54	34	17	33	30
g8077	449	577	1517	1158	781	753	666	625	626	805	1001	585
g8078	1647	2493	1683	1637	2224	2422	1624	1954	1399	1918	2808	949
g8079	618	294	167	976	417	714	347	261	358	208	146	411
g8080	27	18	32	74	44	50	55	43	40	67	36	24
g8081	11	46	142	54	21	66	40	85	70	28	22	21
g8082	512	214	66	1	25	392	75	66	254	20	50	36
g8083	335	365	284	491	306	512	249	319	231	191	357	178
g8084	709	1493	1408	1133	1524	1712	1259	969	1161	1301	1072	1261
g8085	0	0	0	0	1	14	0	5	1	2	3	1
g8086	270	382	1172	428	444	472	472	491	289	254	609	291
g8087	106	72	86	78	103	45	134	51	134	38	78	61
g8088	877	1218	2159	2790	1661	1908	1765	993	1407	1663	1276	699
g8089	1154	1316	2203	2149	1198	3985	2109	2127	2009	3129	2755	1283
g8090	211	33	125	486	221	364	138	147	375	673	188	98
g8091	185	555	870	570	580	341	328	90	112	486	262	332
g8092	125	200	193	150	192	258	172	179	214	114	169	116
g8093	44	38	31	111	83	41	50	46	63	47	70	36
g8094	1598	1978	1758	1311	2120	1263	811	1328	2155	1419	1351	531
g8095	461	278	761	514	528	307	334	888	392	536	210	69
g8096	207	246	481	147	602	365	203	226	282	228	194	147
g8097	494	1823	2161	1651	1887	2373	1426	434	1062	1316	993	387
g8098	0	8	11	27	6	8	11	4	21	1	7	1
g8099	97	206	172	181	36	185	98	156	96	97	169	63
g8100	307	1563	826	164	477	1035	394	1514	336	233	379	750
g8101	93	127	142	64	162	354	143	325	129	240	226	80
g8102	551	781	464	597	616	775	332	631	709	561	599	656
g8103	55	34	104	119	128	160	95	107	112	77	85	53
g8104	1299	2861	1298	1880	1847	2825	2207	1870	2381	3394	1586	2199
g8105	462	537	600	301	370	798	589	614	495	538	856	257
g8106	11	9	10	8	13	17	8	14	20	9	18	10
g8107	170	126	221	365	103	159	107	171	123	113	112	15
g8108	104	100	63	79	180	72	129	204	94	150	164	125
g8109	3316	3448	3302	3750	3793	4728	2846	3408	3102	3374	3592	1982
g8110	471	537	521	408	621	476	593	435	333	439	467	429
g8111	536	573	639	972	514	642	618	528	939	782	722	427
g8112	22	41	51	32	61	2	24	3	20	3	14	6
g8113	576	514	711	1049	892	819	1025	556	1052	1052	1365	504
g8114	4106	2465	4187	7419	5176	4640	3441	3603	1535	5835	4494	2087
g8115	38	3	16	21	31	38	59	64	17	54	78	5
g8116	41	33	82	84	49	14	18	74	56	42	57	7
g8117	109	43	155	141	68	194	191	100	129	102	111	152
g8118	227	205	220	321	380	492	278	209	335	197	273	199
g8119	36	142	99	40	59	194	34	107	37	92	161	22
g8120	278	10	374	226	150	128	461	39	145	916	1218	5
g8121	525	695	460	734	960	484	396	694	399	801	961	262
g8122	68	67	52	56	70	62	57	66	26	97	114	77
g8123	23	28	18	28	32	14	22	63	53	24	36	19
g8124	19	3	43	50	6	36	0	22	0	18	61	7
g8125	0	0	3	0	0	0	3	0	1	0	0	0
g8126	1	0	1	0	0	0	0	7	0	2	0	0
g8127	89	312	76	665	291	235	177	44	197	101	151	188
g8128	593	744	298	634	389	825	428	595	551	266	537	317
g8129	1	10	6	2	4	4	4	6	4	6	8	1
g8130	1	5	11	17	16	23	26	1	17	4	33	15
g8131	6745	7169	6114	10923	7719	13131	6196	7698	5846	11069	10147	5558
g8132	5	5	6	7	7	5	5	4	9	5	1	2
g8133	4783	99703	78041	95606	18519	97912	16949	32261	40014	72332	50171	16621
g8134	457	401	461	275	541	604	294	178	50	180	100	46
g8135	2146	2052	2609	2891	2565	2815	3510	2190	1826	2075	3098	1436
g8136	1	1	5	0	0	16	6	1	9	9	7	1
g8137	946	1141	982	1522	1780	2456	1618	1208	1039	865	664	1062
g8138	573	689	606	587	544	884	510	1064	846	1232	589	656
g8139	73	50	121	20	51	55	36	39	7	5	85	38
g8140	179	232	307	292	286	335	287	289	180	309	534	143
g8141	822	1534	2840	0	0	0	7	0	115	481	0	0
g8142	8217	7106	12496	13081	12308	8821	6476	10159	6915	9189	8892	6555
g8143	10	24	18	24	19	66	11	58	17	43	31	10
g8144	6	3	3	3	3	15	5	4	10	11	5	0
g8145	392	296	146	431	306	828	154	723	284	230	220	153
g8146	145	195	157	341	164	477	215	215	234	199	204	140
g8147	228	174	81	346	163	69	218	284	162	410	142	249
g8148	9183	10096	10907	9345	7367	11977	5486	8969	11740	7948	17147	6808
g8149	11	5	16	5	6	11	8	3	7	8	3	5
g8150	9	7	34	12	20	1	10	5	80	57	91	3
g8151	77	113	79	62	82	106	85	124	103	101	75	66
g8152	1266	1136	911	822	1830	1313	672	665	1162	668	895	552
g8153	0	2	4	8	0	0	11	2	8	0	9	0
g8154	531	157	242	231	290	222	189	66	30	196	169	94
g8155	46	55	42	63	60	65	42	97	59	72	59	64
g8156	6	10	3	14	8	11	23	24	8	2	14	3
g8157	838	759	531	1030	986	510	287	534	678	958	1158	446
g8158	109	60	19	62	78	110	48	128	97	36	17	32
g8159	332	405	583	1096	288	683	867	915	943	572	641	470
g8160	316	190	393	505	278	412	444	252	100	185	500	240
g8161	39	43	23	40	32	109	51	46	34	54	112	23
g8162	555	526	392	726	828	1039	386	738	364	295	278	346
g8163	1	72	69	55	121	98	170	37	88	8	90	26
g8164	46	26	10	76	8	0	1	32	4	19	32	11
g8165	561	443	714	402	550	553	465	661	546	709	725	336
g8166	12	30	24	15	48	19	24	21	17	20	44	18
g8167	5368	6527	6055	6998	8084	9316	7105	4549	4488	7348	10240	4540
g8168	122	91	78	120	84	142	112	85	80	178	114	106
g8169	0	2	7	1	4	2	2	3	3	4	10	5
g8170	1965	2095	4645	2761	4001	2483	1664	2348	2735	2646	4955	1895
g8171	5	3	2	0	0	0	1	0	6	1	0	1
g8172	10642	9585	8986	9966	6965	13236	12379	6952	7887	10578	11639	5783
g8173	831	822	1304	1299	1359	1289	1167	1005	1145	801	961	446
g8174	589	533	412	597	677	580	865	759	505	699	602	327
g8175	840	885	859	924	677	1010	506	877	801	1215	1160	497
g8176	188	340	172	168	131	290	192	200	238	249	307	111
g8177	4	4	4	1	2	0	1	2	3	6	2	2
g8178	470	691	800	776	1708	2422	293	444	1018	862	1664	694
g8179	55	21	28	36	42	20	31	39	21	36	23	32
g8180	10091	5904	7229	10106	5635	7435	11335	7299	5303	12102	8207	5088
g8181	1	3	2	9	4	5	6	2	2	3	2	1
g8182	2987	3084	3440	3429	3388	3735	3763	3630	3433	3830	3507	1799
g8183	129	86	130	104	160	123	144	65	79	113	127	89
g8184	2222	2351	2021	2289	3736	3199	2513	2223	1560	2356	2684	1661
g8185	2760	847	1280	324	175	0	0	0	540	235	148	31
g8186	45	21	40	34	27	62	58	22	53	14	70	25
g8187	791	678	458	945	853	2104	562	850	469	929	1279	336
g8188	1	21	19	24	19	10	1	19	26	7	5	7
g8189	16340	19803	14334	22943	23450	21358	13316	14405	13279	17205	24788	9652
g8190	8	5	2	18	13	8	1	8	3	15	6	7
g8191	4	1	4	0	20	5	6	0	5	8	24	4
g8192	6596	6533	10200	8820	5502	6748	7090	6408	4576	6436	12515	3136
g8193	11	91	26	93	149	72	9	56	89	74	11	24
g8194	33	65	56	35	27	35	18	11	37	80	8	22
g8195	1272	1143	1560	1376	1185	2186	1261	1302	1109	1024	1426	1057
g8196	3061	3156	4179	4313	4271	4254	4329	5027	1713	3105	2546	1659
g8197	464	636	260	376	399	292	804	608	150	241	629	291
g8198	1	2	0	3	1	1	1	0	10	0	7	0
g8199	25	23	48	34	21	48	42	20	36	37	51	46
g8200	446	134	201	421	69	170	303	257	110	124	243	87
g8201	34	95	19	63	43	65	18	98	57	59	59	74
g8202	285	327	1334	771	1031	1211	759	1123	940	899	817	926
g8203	623	522	578	519	589	594	619	641	606	703	607	346
g8204	18	7	18	20	24	37	9	32	22	25	5	7
g8205	592	314	487	601	213	420	377	688	448	604	429	236
g8206	200	1836	1090	1095	2236	1994	696	1438	416	1120	3519	1412
g8207	944	439	592	1215	803	488	910	1323	617	491	489	419
g8208	1698	1402	2110	1660	1267	3504	1506	3229	2566	2088	3192	1811
g8209	2	7	2	0	2	17	1	0	6	17	0	10
g8210	25	17	21	3	33	19	16	14	23	15	15	6
g8211	164	272	238	414	337	340	590	346	195	614	268	160
g8212	14	9	10	6	9	9	6	8	9	11	18	9
g8213	693	508	710	383	559	1013	500	311	536	441	400	331
g8214	8	0	6	14	10	13	1	2	5	4	8	2
g8215	0	2	1	3	1	0	0	8	0	0	44	0
g8216	117	164	201	166	117	146	97	113	114	245	90	75
g8217	5	5	6	7	4	2	4	2	5	7	4	3
g8218	15	34	51	18	66	34	60	51	36	51	51	27
g8219	2	0	3	9	5	3	21	1	7	4	0	7
g8220	1037	741	1271	1690	1682	1669	1033	1454	873	1523	1712	975
g8221	5	14	31	0	0	0	0	1	15	0	23	2
g8222	6	2	1	1	5	3	3	2	0	0	4	4
g8223	164	76	184	139	150	349	192	86	134	124	146	122
g8224	24	36	29	33	45	53	38	19	27	35	21	22
g8225	555	459	512	613	456	737	889	514	469	617	866	605
g8226	562	283	621	694	626	847	1271	324	719	965	638	364
g8227	4	6	4	14	7	4	5	9	8	5	4	3
g8228	670	371	145	326	187	239	356	218	202	373	230	178
g8229	6	7	7	1	12	18	1	2	8	8	4	0
g8230	23	0	57	26	0	4	0	38	48	24	0	50
g8231	85	112	284	150	148	392	213	228	224	163	423	141
g8232	199	414	644	318	378	369	383	565	382	294	300	401
g8233	100	353	450	357	842	920	385	602	1530	419	657	367
g8234	2291	2807	1784	4834	2979	5031	6035	5107	2038	1784	5995	1961
g8235	646	617	782	754	693	1293	721	866	544	1271	886	456
g8236	12	22	16	20	29	6	34	20	18	22	20	4
g8237	2596	3439	7008	5954	3697	6526	4019	2938	2511	8785	6190	1929
g8238	805	980	545	658	613	1539	962	462	1127	1016	729	475
g8239	683	914	584	717	1386	2351	960	661	966	815	617	628
g8240	6	6	3	8	0	7	18	11	5	3	6	18
g8241	807	750	586	1092	911	895	765	1229	968	744	955	553
g8242	564	1257	1130	834	1332	1275	2052	1320	1043	439	938	590
g8243	213	172	293	374	301	374	309	290	190	460	581	128
g8244	1982	1364	620	2117	1005	1214	764	1867	2798	2635	3008	1839
g8245	58	36	30	54	26	160	41	23	21	20	60	63
g8246	33	26	26	34	45	45	33	39	27	39	45	22
g8247	17	6	6	3	7	7	1	4	5	5	17	3
g8248	3216	3657	4654	4661	3089	5446	3437	3363	4138	3364	2818	1911
g8249	4071	8773	7686	19858	6885	8290	9196	8932	7476	13392	9559	5421
g8250	131	103	132	170	75	163	171	191	126	149	152	86
g8251	1002	543	585	247	347	544	836	637	716	655	111	269
g8252	792	335	763	468	453	368	657	312	450	381	968	378
g8253	20298	20656	16748	26234	27264	35113	40156	35045	21811	40911	24950	15496
g8254	2094	2276	2252	1785	1899	3100	3233	2207	2151	2866	2627	1536
g8255	3	11	21	22	15	15	23	13	12	14	36	9
g8256	20707	12174	10536	14487	11859	21675	23758	18519	22193	19057	21606	11411
g8257	106	46	105	71	67	185	126	98	55	152	152	95
g8258	3842	3264	2371	2168	2357	5047	2088	2686	2874	4778	3028	2336
g8259	2	0	20	8	8	14	2	3	7	6	9	11
g8260	34	18	59	27	32	15	52	31	40	50	34	10
g8261	6	7	5	5	5	12	5	8	3	5	5	2
g8262	17	0	1	0	127	25	26	0	26	0	0	0
g8263	8	17	12	15	21	14	11	16	16	18	27	7
g8264	23	10	60	27	18	78	39	18	42	43	50	37
g8265	8	6	4	5	6	7	4	3	5	8	10	4
g8266	62	166	81	92	50	163	56	89	31	120	116	36
g8267	14	4	2	13	1	8	4	6	7	1	2	6
g8268	1530	3747	3418	3088	4834	1704	2547	2976	2005	6811	4308	2407
g8269	1062	415	1142	1298	1117	1281	616	889	1088	1099	1771	433
g8270	36	57	118	103	141	128	66	75	84	106	125	83
g8271	158	161	318	242	349	378	513	309	163	344	782	185
g8272	19	11	1	2	11	15	0	6	8	0	5	0
g8273	47	50	33	53	79	67	22	112	40	38	105	43
g8274	18	75	38	76	8	46	3	3	14	9	42	17
g8275	2949	2908	3025	2443	2756	5272	3130	4626	3356	3700	4538	1797
g8276	9	4	4	11	8	12	1	6	4	1	4	1
g8277	575	414	498	753	686	1322	477	932	750	666	673	208
g8278	0	4	5	0	3	6	4	0	4	4	3	0
g8279	1934	4471	4501	2126	4660	2069	5906	7311	2300	5015	4289	2515
g8280	473	257	366	490	785	719	838	524	860	472	780	285
g8281	700	843	1007	907	404	407	487	498	307	383	1376	752
g8282	352	191	393	290	185	322	143	235	330	363	268	214
g8283	1622	1923	1492	2762	1661	1961	1512	1774	1782	1570	2265	948
g8284	154	219	265	271	248	365	152	242	492	231	340	99
g8285	1785	1607	1876	1638	2438	1518	3759	1799	1589	2549	1842	1230
g8286	0	1	1	1	5	5	5	4	0	8	2	1
g8287	13	5	7	23	11	21	7	1	3	8	36	3
g8288	10	8	2	3	5	11	13	2	7	3	4	6
g8289	20	35	0	97	14	44	15	9	4	48	41	35
g8290	121	7	85	96	34	16	115	22	46	100	2	36
g8291	8506	18059	8349	2737	9617	12888	4873	12559	5388	14210	17200	7256
g8292	5892	3484	3994	5604	4055	6864	2689	6182	3215	5913	8963	1123
g8293	5188	2819	3988	4011	8864	3637	5018	3826	3928	5043	6293	2987
g8294	10	17	6	5	11	11	2	9	1	19	22	3
g8295	1148	744	1103	1089	714	1079	1070	1138	1120	1202	876	419
g8296	54	46	245	27	340	27	36	51	37	23	50	25
g8297	1955	2603	615	1195	1943	1260	1775	756	1278	1390	2115	1067
g8298	0	43	51	59	8	40	1	16	71	68	40	48
g8299	132	37	8	122	49	47	34	51	11	123	50	29
g8300	45	29	36	18	41	25	34	12	15	2	23	11
g8301	302	395	350	140	280	321	307	545	364	378	348	103
g8302	121	95	13	51	666	589	50	328	72	655	84	390
g8303	93	51	185	53	72	175	58	96	60	80	50	53
g8304	327	714	577	471	190	537	337	379	242	417	524	57
g8305	40	43	62	62	78	81	53	114	45	50	144	53
g8306	9	3	4	2	3	2	2	14	4	2	2	0
g8307	47	48	33	33	54	51	58	28	32	44	51	25
g8308	14	86	8	42	41	59	20	123	101	51	104	86
g8309	1499	1849	1067	1268	1488	1029	2411	1529	1143	1955	1222	910
g8310	801	877	2340	920	28	62	295	244	869	1440	700	665
g8311	379	529	638	383	439	723	450	308	358	862	682	278
g8312	454	706	463	581	627	560	357	611	416	641	648	236
g8313	174	208	306	210	195	212	289	223	273	139	227	147
g8314	13	0	4	0	1	0	11	0	16	1	0	0
g8315	4	21	9	9	15	2	14	19	19	23	13	12
g8316	47	12	3	3	5	0	0	11	1	12	3	2
g8317	6	9	0	1	1	14	16	7	43	9	30	11
g8318	71	78	58	73	155	108	79	147	144	93	66	78
g8319	1564	1435	1567	1563	2082	3650	2838	1286	868	2501	2574	1214
g8320	2	0	2	1	0	6	0	0	1	5	2	3
g8321	260	639	930	631	854	687	406	403	600	602	718	335
g8322	8	9	11	14	3	10	9	2	7	9	3	1
g8323	1573	1494	1987	2692	1958	1854	2965	2470	2350	1626	1884	972
g8324	0	4	2	3	5	8	6	8	1	1	1	1
g8325	584	918	1172	637	526	1406	603	802	729	792	1187	344
g8326	20	44	47	76	22	35	11	62	44	48	69	27
g8327	2	3	2	2	1	3	2	9	2	2	4	5
g8328	549	1053	783	1049	1083	747	866	604	831	1080	1022	651
g8329	13	20	15	14	13	21	12	15	18	14	15	7
g8330	195	535	565	225	1184	338	382	506	207	171	238	253
g8331	499	775	588	658	791	702	545	679	702	811	714	468
g8332	549	622	592	929	713	513	524	816	395	1009	567	334
g8333	725	895	140	990	317	671	852	555	1338	364	649	109
g8334	3	103	28	27	52	19	61	97	38	62	28	55
g8335	113	23	112	190	72	101	97	52	12	111	404	32
g8336	5628	4364	8000	3795	5295	5091	5253	4757	4959	5166	4870	2493
g8337	0	1	2	1	4	0	3	2	3	5	0	0
g8338	10728	16259	10682	13656	15224	13790	11476	10588	12752	8988	14031	7144
g8339	1	2	0	0	9	7	0	2	0	4	0	6
g8340	10	94	121	13	19	34	51	3	85	94	46	56
g8341	578	627	991	859	1110	1221	373	965	564	764	608	481
g8342	6060	6532	13522	5186	1504	8982	5968	5602	10859	2366	7668	4958
g8343	1637	2226	1590	1795	1528	4105	1838	2210	1642	2151	1964	1264
g8344	324	133	281	267	241	494	369	254	204	536	530	111
g8345	599	631	1097	1510	833	799	1001	508	565	1085	1361	449
g8346	1120	1310	1637	1847	610	823	1594	2160	1861	2653	2206	1195
g8347	131	166	333	166	221	245	93	224	165	214	496	97
g8348	8400	6660	16452	10436	22095	17878	6811	13082	9671	11990	12169	8235
g8349	68	123	49	67	106	61	31	90	16	26	69	55
g8350	5311	6597	7472	9061	4184	6474	8309	6915	5571	5525	7971	3626
g8351	620	1535	1228	1536	748	1087	812	672	1572	948	1452	719
g8352	2105	2081	2319	2732	2160	4086	2632	3752	1426	2176	1663	1173
g8353	3025	2846	2015	3823	3212	4897	2498	3042	3268	4215	2170	632
g8354	92	217	370	129	245	178	165	109	110	88	92	49
g8355	7117	1687	3330	2482	6558	7791	7130	5457	4810	1178	1172	2192
g8356	5	1	0	17	7	0	0	0	11	0	0	0
g8357	487	590	531	448	362	444	324	380	305	662	627	172
g8358	35	17	29	15	20	15	8	28	9	18	23	10
g8359	14	5	2	14	3	20	7	1	2	0	22	6
g8360	432	660	680	774	603	719	499	597	459	525	583	274
g8361	3	4	5	6	5	3	7	2	2	5	6	2
g8362	109	55	146	18	13	34	0	77	18	30	19	32
g8363	65	0	4	5	0	1	0	0	1	58	0	0
g8364	67	186	292	211	368	220	101	133	183	81	167	116
g8365	202	173	171	342	189	237	210	137	151	125	234	147
g8366	135	243	134	236	351	215	223	233	169	141	168	183
g8367	15	27	15	9	28	29	17	20	17	21	12	2
g8368	1404	1125	1129	765	2118	1416	1456	2177	1117	1411	1951	1111
g8369	105	249	111	253	73	15	98	58	87	29	278	29
g8370	252	421	481	255	541	411	452	354	635	645	659	306
g8371	324	18	54	268	686	312	160	77	271	333	698	24
g8372	103	93	252	141	217	290	183	191	87	134	190	91
g8373	41	21	15	25	18	21	29	13	10	22	41	9
g8374	8	5	10	40	26	40	43	54	10	32	7	9
g8375	179	145	141	263	303	573	158	501	57	275	466	123
g8376	475	655	533	312	386	539	260	530	391	509	521	279
g8377	9	11	15	11	10	10	10	14	7	20	7	16
g8378	33	4	23	39	70	31	60	27	80	19	33	16
g8379	1025	585	1116	589	2431	1133	2133	1615	1709	1809	1920	665
g8380	297	179	290	119	182	218	362	333	138	159	200	59
g8381	0	2	2	8	8	14	8	17	9	5	6	6
g8382	2015	2868	2512	3020	2573	3574	3056	2213	1955	3156	3527	1513
g8383	10	18	62	16	27	63	8	39	60	34	62	55
g8384	1033	1308	3130	3838	2862	3579	2990	2471	1414	3495	3641	2195
g8385	1190	792	274	283	1716	771	387	1101	334	650	1224	101
g8386	3155	4855	3894	3948	4428	4336	2579	4713	4290	2877	3444	1908
g8387	60	29	71	26	60	137	94	150	91	51	45	115
g8388	27	58	55	12	53	20	43	43	14	16	73	9
g8389	403	0	24	124	5	0	78	101	4	30	34	35
g8390	435	780	572	513	421	864	454	450	320	737	434	272
g8391	39	71	64	93	58	30	24	137	30	36	72	39
g8392	7	2	3	3	1	17	4	1	20	6	5	0
g8393	3128	2485	2001	1846	1260	3568	4785	2241	1027	4086	3884	1144
g8394	1590	2915	3324	2478	2253	3345	2007	2213	2996	3266	2578	1348
g8395	609	654	897	1092	791	1073	827	750	707	538	964	463
g8396	747	201	144	345	133	1103	95	115	551	923	1474	411
g8397	648	389	557	367	485	504	457	450	208	683	442	356
g8398	63	23	127	104	40	117	34	22	34	32	44	33
g8399	870	761	550	999	1102	993	643	853	900	504	754	423
g8400	13715	18677	5946	11310	12010	31056	17821	18980	8183	13738	13546	8242
g8401	2342	2726	3967	4073	5296	4630	3471	4474	1970	2661	3738	2413
g8402	1488	1579	1713	2166	2124	2146	2579	1674	1257	2059	2423	974
g8403	5	11	8	10	6	40	39	11	1	29	14	5
g8404	285	310	322	216	370	249	262	86	298	331	453	214
g8405	14	36	7	53	46	31	16	29	50	9	44	23
g8406	128	99	125	95	96	138	17	33	72	97	96	75
g8407	0	10	2	0	0	2	27	7	2	6	13	2
g8408	385	333	411	277	1251	715	553	609	493	808	286	370
g8409	117	106	260	88	298	131	169	151	250	184	201	141
g8410	698	945	849	885	809	1299	1056	662	947	1072	1090	623
g8411	13	5	12	20	10	20	14	32	10	19	19	4
g8412	173	627	54	115	163	155	87	747	107	408	247	161
g8413	82	22	16	22	37	3	164	83	44	31	128	8
g8414	4	9	3	3	2	5	2	8	2	3	3	1
g8415	1397	2076	1640	1406	4737	3864	1884	2538	1728	2205	2416	949
g8416	4	8	6	0	1	26	5	3	3	6	9	2
g8417	1635	1248	2083	1773	296	1941	1097	1159	1377	1465	4203	972
g8418	2069	2261	2091	2605	2486	2380	2380	1698	2795	3161	2092	1129
g8419	1023	1681	1794	1287	1377	1466	1493	1329	1128	1420	1709	958
g8420	3	0	0	8	3	0	0	1	12	4	5	6
g8421	0	3	9	2	10	0	7	2	0	1	0	3
g8422	6	1	6	6	0	2	4	46	0	5	1	26
g8423	3943	1986	1749	2231	2441	1807	4357	2214	2506	1782	1110	363
g8424	0	2	1	18	33	3	0	1	0	0	0	0
g8425	0	14	9	5	0	23	8	1	2	1	15	1
g8426	0	30	3	80	30	15	4	10	11	18	9	5
g8427	7	5	24	5	7	7	4	6	14	7	8	7
g8428	27	85	47	42	57	18	42	106	45	8	38	27
g8429	24	44	37	56	21	46	58	29	26	23	26	52
g8430	0	0	0	33	2	3	5	1	11	33	0	4
g8431	346	1697	1419	695	1690	1220	1033	974	440	665	786	507
g8432	618	971	1635	564	920	1186	1132	1206	1443	1558	1535	265
g8433	1230	570	2859	1758	1739	959	1653	898	919	1531	2207	1965
g8434	0	13	1	7	24	2	5	6	1	0	10	0
g8435	964	822	954	647	1106	971	893	917	605	991	683	531
g8436	498	467	411	738	520	568	461	649	443	875	452	432
g8437	1569	1875	2033	2050	2779	2923	2392	1725	2429	2743	2707	1417
g8438	2931	2445	3536	3458	3121	4542	4040	3471	2862	4031	3561	2093
g8439	1652	2085	1840	4704	2191	2743	2167	2462	2301	2146	3978	1135
g8440	1431	2200	2284	1604	629	2374	432	2979	748	2351	732	1645
g8441	12039	66318	32710	13898	6426	11499	9373	17927	9967	13705	31851	8910
g8442	2	14	14	18	4	16	17	7	11	9	13	7
g8443	1205	382	1574	2095	1879	1247	957	2002	692	417	901	510
g8444	84	106	37	23	16	83	94	84	38	60	17	43
g8445	75	252	436	315	335	433	284	371	235	199	272	219
g8446	6	2	0	8	7	6	12	21	10	14	2	1
g8447	180	270	178	222	330	243	156	268	158	214	225	108
g8448	811	1138	1058	1166	1380	1925	1697	1060	1068	880	997	1242
g8449	151	497	398	694	325	228	321	360	560	287	495	344
g8450	360	110	285	83	183	2384	1001	394	61	255	1296	59
g8451	3	2	0	4	0	3	5	3	1	7	0	1
g8452	1	129	40	97	138	3	40	63	81	19	132	18
g8453	880	900	1378	570	1204	1150	792	911	537	1023	666	646
g8454	25553	9360	6751	20496	27945	15635	3443	7383	8341	18588	13533	11294
g8455	568	864	809	735	1154	969	730	785	858	612	716	323
g8456	13	4	9	33	16	21	8	25	10	13	11	2
g8457	212	209	229	228	181	105	234	202	179	208	186	75
g8458	172	166	170	146	244	285	97	149	7	170	133	100
g8459	0	0	0	6	0	0	3	10	4	6	2	0
g8460	93	209	289	200	270	438	337	207	139	269	227	61
g8461	2382	6828	8485	8831	4965	10541	10135	6129	4303	3666	5649	3888
g8462	144	143	184	184	195	373	246	296	227	337	241	170
g8463	937	1147	1368	1184	630	1433	1594	860	686	1009	3391	545
g8464	10	5	10	4	5	13	0	7	3	9	13	4
g8465	828	838	916	1022	1019	338	229	908	776	219	989	184
g8466	770	1419	588	1447	746	2342	1941	1746	957	1638	1667	949
g8467	266	368	325	324	300	597	246	303	373	361	440	407
g8468	911	2437	1120	1724	1789	1770	1144	1837	1008	1439	2048	689
g8469	818	876	421	745	752	1060	793	707	651	812	577	664
g8470	16	10	8	13	9	11	19	12	13	11	12	8
g8471	0	3	5	12	26	4	0	17	2	2	3	2
g8472	2	0	6	12	10	8	9	7	6	3	8	0
g8473	297	256	450	414	320	639	287	416	513	580	615	314
