	sample1	sample2	sample3	sample4	sample5	sample6
g8325	304	362	100	87	136	45
g8326	39	55	48	36	21	38
g8327	4240	6511	10729	3794	4362	3610
g8328	228	496	451	368	303	84
g8329	33	42	58	32	29	16
g8330	3	6	2	6	5	0
g8331	651	1129	1008	738	832	779
g8332	12	11	1	1	6	5
g8333	34	52	8	16	59	31
g8334	58	84	69	63	346	33
g8335	12646	26210	16340	11342	16570	8613
g8336	9384	16076	12044	10063	10383	6326
g8337	0	5	0	24	17	0
g8338	409	575	1142	214	402	609
g8339	475	1537	734	433	893	663
g8340	198	326	261	287	223	342
g8341	616	2262	496	620	1450	515
g8342	1589	4229	1496	979	2307	1069
g8343	10679	11787	11113	6873	8715	5979
g8344	38	57	0	2	0	6
g8345	111	117	98	73	66	40
g8346	636	1358	2424	29	800	193
g8347	76	107	102	49	76	49
g8348	13	20	2	15	1	2
g8349	2657	8627	5333	2637	7124	2628
g8350	50	84	57	66	67	27
g8351	78	173	117	89	50	47
g8352	946	4026	1371	1424	1862	885
g8353	78	56	42	43	16	52
g8354	86	128	215	78	160	70
g8355	796	1606	1289	1060	2003	1386
g8356	4	5	20	3	6	3
g8357	4	5	4	4	5	10
g8358	4	2	3	2	2	3
g8359	6	0	27	0	0	17
g8360	120	275	227	57	227	72
g8361	452	770	450	607	511	441
g8362	71	89	49	53	69	13
g8363	6	6	0	0	3	4
g8364	193	170	209	87	154	105
g8365	1798	9396	5972	2757	11730	1512
g8366	29	73	35	45	50	20
g8367	131	78	114	55	147	72
g8368	6	14	5	3	31	14
g8369	5991	8377	6630	10685	8496	1986
g8370	203	608	197	354	89	963
g8371	528	500	604	196	105	548
g8372	1788	2653	3152	1219	2806	1036
g8373	629	1346	1308	871	1488	888
g8374	829	1003	846	866	1120	644
g8375	8820	5777	9203	4860	5538	3826
g8376	4	6	1	5	0	0
g8377	983	305	701	472	441	682
g8378	28	16	48	122	52	0
g8379	94	169	101	144	101	75
g8380	8	28	12	16	0	3
g8381	31	65	19	22	4	12
g8382	1	6	18	0	5	15
g8383	80	226	106	98	131	120
g8384	31	43	47	12	23	18
g8385	998	775	1484	693	854	1199
g8386	1	1	0	2	5	2
g8387	4933	9946	9492	4656	5759	3980
g8388	1992	2762	3316	2255	3174	1519
g8389	5	10	11	2	12	5
g8390	42	205	9	86	120	55
g8391	32	59	44	51	64	11
g8392	287	145	333	200	63	93
g8393	9	11	26	2	14	5
g8394	3	0	0	1	4	0
g8395	13	17	34	9	23	14
g8396	52	48	63	51	52	28
g8397	1574	1839	1641	924	1708	789
g8398	268	190	407	147	153	125
g8399	64	147	114	27	138	131
g8400	1218	2906	1803	1886	1895	1449
g8401	667	1378	544	549	1003	662
g8402	41	26	66	32	51	20
g8403	1301	1283	953	1335	658	546
g8404	1498	2433	2011	1212	2307	1014
g8405	1422	4889	1522	962	2759	645
g8406	1539	2049	2153	1281	980	733
g8407	180	83	152	29	125	50
g8408	2124	2479	3596	1563	5116	1727
g8409	14	74	23	22	3	17
g8410	1667	3493	742	202	2528	2300
g8411	103	183	180	117	179	118
g8412	50	6	25	20	22	33
g8413	8	39	20	13	20	12
g8414	2793	4166	2815	2791	3372	1784
g8415	55	23	41	25	38	17
g8416	197	579	28	187	566	359
g8417	38	38	59	9	35	10
g8418	272	121	1122	645	582	239
g8419	19	26	40	16	39	25
g8420	1192	2469	2318	1239	2281	1012
g8421	1370	1819	932	1003	1294	590
g8422	360	156	415	88	406	40
g8423	3	18	7	11	6	2
g8424	3210	3947	2934	3073	3148	1247
g8425	16	11	13	11	5	15
g8426	661	839	633	345	542	330
g8427	31	0	5	26	31	7
g8428	173	76	101	25	255	224
g8429	2	0	0	2	0	1
g8430	4	123	8	66	126	43
g8431	73	103	35	23	86	29
g8432	284	564	393	341	439	145
g8433	4064	6842	5440	3674	3428	2670
g8434	7	2	2	1	2	3
g8435	10320	10844	10341	6797	16044	5250
g8436	0	8	2	36	0	5
g8437	7	27	6	14	50	44
g8438	18	1	3	13	14	7
g8439	1068	1837	1241	758	1833	787
g8440	377	1642	411	1075	307	519
g8441	16	3	76	21	27	8
g8442	65	145	140	86	178	79
g8443	53	141	79	50	109	84
g8444	1	0	0	0	0	0
g8445	4	2	9	10	2	1
g8446	394	515	413	365	246	331
g8447	27	65	247	92	118	64
g8448	1188	1148	762	1104	1545	1039
g8449	87	118	89	62	49	39
g8450	20	24	8	31	15	20
g8451	10	13	9	4	11	4
g8452	5480	13731	10950	4440	11887	6849
g8453	3115	1509	4619	8023	3708	3847
g8454	35	65	13	18	17	14
g8455	525	832	633	511	776	378
g8456	208	165	80	138	167	107
g8457	101	307	67	90	274	129
g8458	273	344	237	110	171	315
g8459	3	26	20	3	2	0
g8460	3175	5217	3511	1856	2940	1868
g8461	466	663	435	323	277	245
g8462	781	663	964	479	1480	341
g8463	69	210	239	67	106	102
g8464	37694	25554	29424	21071	41805	29778
g8465	1788	4774	2480	1334	2630	1563
g8466	100	32	32	17	88	19
g8467	137	148	217	230	274	131
g8468	49	48	29	18	17	15
g8469	46	158	699	329	226	80
g8470	1056	1287	1145	1247	985	705
g8471	6	40	4	1	28	7
g8472	56	141	6	0	36	22
g8473	36	54	34	17	48	36
g8474	1	1	0	0	0	2
g8475	326	406	501	359	829	352
g8476	515	420	974	350	969	406
g8477	0	5	4	4	5	1
g8478	2	0	6	0	0	4
g8479	128	884	691	229	1408	492
g8480	650	442	720	431	757	410
g8481	745	717	460	193	155	105
g8482	41	30	34	17	34	23
g8483	652	1026	741	424	524	376
g8484	1556	1137	1703	1572	2125	799
g8485	3	10	6	3	2	1
g8486	1043	2274	2345	1340	2970	982
g8487	1052	1146	1463	906	1055	681
g8488	111	125	210	142	23	75
g8489	14	4	4	18	11	10
g8490	6459	11792	4771	10778	8820	5635
g8491	994	1205	1086	717	1141	805
g8492	330	427	414	637	257	133
g8493	10	24	6	5	2	3
g8494	126	79	142	106	277	140
g8495	0	0	2	35	0	0
g8496	1388	1302	2424	877	1129	733
g8497	963	1219	931	564	1163	639
g8498	5	1	13	1	0	3
g8499	255	406	320	96	364	222
g8500	3092	7871	8326	3500	8541	4190
g8501	5	11	8	6	17	5
g8502	6	18	14	14	8	6
g8503	30	12	9	84	64	2
g8504	78	73	105	65	67	30
g8505	309	132	71	59	28	50
g8506	464	223	389	305	273	231
g8507	175	277	560	248	571	193
g8508	14	140	77	47	272	104
g8509	3	12	6	6	5	4
g8510	288	467	342	330	352	157
g8511	163	168	132	123	105	88
g8512	20	25	5	21	13	18
g8513	174	633	263	233	713	291
g8514	35	26	0	65	45	12
g8515	16	24	3	10	41	8
g8516	1003	188	916	745	788	466
g8517	6	10	14	9	9	4
g8518	37	46	33	22	31	23
g8519	432	377	388	288	373	293
g8520	10	9	8	14	1	13
g8521	11	21	22	13	6	18
g8522	14	75	19	15	6	2
g8523	143	120	171	148	74	126
g8524	24	9	9	9	30	2
g8525	2381	2098	2646	1685	2962	1064
g8526	34	54	140	36	17	63
g8527	4662	12682	3348	3923	5922	3098
g8528	198	450	224	327	365	77
g8529	1765	2416	2010	1488	1963	704
g8530	7	10	2	8	1	5
g8531	174	169	266	195	314	171
g8532	306	445	492	246	443	239
g8533	27	20	39	35	21	11
g8534	2184	2632	2893	1028	1135	407
g8535	7	12	12	2	13	2
g8536	196	427	367	196	98	143
g8537	17	104	42	14	21	5
g8538	14	33	26	13	35	22
g8539	43	175	23	66	9	10
g8540	17	19	0	11	10	9
g8541	509	400	415	342	559	250
g8542	431	560	542	394	706	364
g8543	5	0	12	18	8	5
g8544	112	260	116	99	115	100
g8545	8	64	12	42	34	18
g8546	3831	5399	5807	2483	2750	1892
g8547	12364	19086	11225	4579	14775	6895
g8548	77	131	57	55	69	48
g8549	407	546	429	243	403	270
g8550	2514	1780	2293	1514	2677	1204
g8551	10	42	14	6	6	10
g8552	2	4	5	6	5	1
g8553	2380	4827	1930	3539	5579	1990
g8554	3702	3699	10518	2960	5908	1121
g8555	1698	2168	1399	2129	768	642
g8556	694	880	986	722	992	734
g8557	4375	4960	4993	4390	4174	2891
g8558	1600	1656	2329	1234	1577	1186
g8559	0	180	0	82	4	0
g8560	96	54	106	71	125	170
g8561	32	38	90	71	22	27
g8562	0	0	10	5	0	0
g8563	1	4	9	11	8	5
g8564	2441	4032	3095	3329	4451	2414
g8565	574	680	458	457	478	399
g8566	9341	10701	12951	7880	11888	6042
g8567	6	11	3	8	1	4
g8568	8734	16149	13937	5228	14590	11024
g8569	1951	1971	1815	1087	1748	2433
g8570	217	369	111	207	269	133
g8571	725	2240	6155	781	248	358
g8572	303	106	206	60	282	188
g8573	1	9	6	40	10	0
g8574	86	632	45	72	135	275
g8575	5	4	0	5	1	0
g8576	20	35	31	24	14	20
g8577	3231	3139	2744	2207	2850	1795
g8578	345	678	699	743	520	408
g8579	9	19	8	15	11	6
g8580	338	504	254	198	495	243
g8581	88	236	45	52	87	48
g8582	157	60	44	41	133	111
g8583	2060	2627	2434	1792	1312	1258
g8584	378	566	879	370	489	222
g8585	94	180	61	67	94	24
g8586	201	308	250	292	297	114
g8587	2121	1911	2124	832	3517	1269
g8588	20	39	23	35	41	18
g8589	17	8	2	20	2	5
g8590	7	17	14	3	2	8
g8591	147	180	187	88	141	64
g8592	42	15	55	38	29	46
g8593	9	13	12	19	12	7
g8594	760	1164	704	582	2042	501
g8595	281	312	318	118	259	105
g8596	942	1031	843	718	1047	635
g8597	23	25	29	40	59	34
g8598	461	1187	34	118	237	12
g8599	773	1512	1402	474	1501	726
g8600	241	439	384	318	253	335
g8601	203	441	499	170	629	174
g8602	43	282	127	95	347	63
g8603	5	50	0	190	952	0
g8604	11	6	10	2	10	3
g8605	1485	2093	2104	1263	1432	1067
g8606	176	821	590	317	243	381
g8607	1565	2507	2155	1625	2073	1620
g8608	351	898	539	329	831	411
g8609	1200	205	887	877	1214	327
g8610	4	4	5	2	4	0
g8611	28	0	16	6	2	4
g8612	1788	1414	1003	913	1088	694
g8613	3	18	9	5	17	7
g8614	27	49	15	14	26	10
g8615	38	50	27	26	64	28
g8616	9	12	6	6	12	9
g8617	4	37	8	51	47	4
g8618	38	55	38	68	62	18
g8619	0	3	6	0	11	0
g8620	2	7	3	0	2	8
g8621	2159	2825	2036	2834	2023	3081
g8622	2144	2247	3019	2711	4030	1098
g8623	117	776	451	322	479	739
g8624	23323	26794	25424	16387	41401	13229
g8625	0	5	3	5	2	5
g8626	8094	12593	8179	7136	17893	6001
g8627	577	980	672	264	662	410
g8628	104	234	126	91	179	13
g8629	5	16	4	3	8	1
g8630	550	154	361	145	879	289
g8631	101	86	235	113	131	83
g8632	1846	1764	1754	2332	2868	1327
g8633	74	68	53	25	73	26
g8634	1354	1475	1585	1342	1271	774
g8635	1	2	2	22	2	0
g8636	112	60	8	61	25	16
g8637	9	42	38	14	69	31
g8638	760	650	830	829	642	600
g8639	214	391	490	208	221	155
g8640	911	1302	804	904	950	495
g8641	8	9	10	5	6	14
g8642	20	13	1	1	1	14
g8643	370	2402	2777	832	1276	967
g8644	5	106	316	341	50	449
g8645	4345	5661	3282	2821	5131	2420
g8646	2431	2140	999	4091	4451	2771
g8647	1836	2071	2036	1712	1954	802
g8648	13800	11080	15941	17166	10582	8087
g8649	14	6	11	7	16	4
g8650	4	13	17	14	19	9
g8651	1	0	4	41	0	8
g8652	1	0	13	1	2	15
g8653	2266	1962	1302	895	1834	2042
g8654	174	122	63	135	80	122
g8655	4948	9452	5764	7959	6867	5370
g8656	397	1135	455	458	856	414
g8657	3	10	12	5	13	6
g8658	2860	582	13893	1235	8114	1730
g8659	6	11	3	2	11	7
g8660	149	156	260	77	159	132
g8661	1265	2137	2025	1600	1874	535
g8662	8	6	7	7	5	2
g8663	37	40	26	14	77	12
g8664	18	3	30	20	13	21
g8665	2	4	3	0	4	2
g8666	548	848	406	218	714	463
g8667	3673	1244	3064	1093	3664	1582
g8668	2	4	5	3	2	0
g8669	0	0	17	4	0	0
g8670	522	336	143	36	477	207
g8671	27	18	16	25	8	8
g8672	80	151	64	123	117	54
g8673	10	3	7	4	4	2
g8674	38	33	74	70	62	14
g8675	12	26	5	9	11	19
g8676	63	121	113	115	93	79
g8677	17094	10503	16610	10555	13128	13302
g8678	1209	1283	1003	635	1127	360
g8679	2707	2960	1947	1132	2909	1541
g8680	155	218	183	201	157	109
g8681	4	8	8	7	8	11
g8682	152	78	81	8	355	0
g8683	135	288	208	110	67	91
g8684	2971	1656	2601	839	1687	1055
g8685	132	212	124	184	160	156
g8686	0	2	0	11	16	19
g8687	1162	988	1260	383	1119	854
g8688	176	81	110	36	167	150
g8689	578	1234	802	589	694	264
g8690	2032	12245	4423	3253	8953	4300
g8691	75	133	89	89	177	135
g8692	330	621	560	388	538	174
g8693	12	14	31	9	25	6
g8694	57	278	92	84	133	21
g8695	10	10	0	0	20	5
g8696	10445	9513	3769	3331	8545	3074
g8697	2550	1962	2321	2192	4565	722
g8698	344	19	10	539	113	1106
g8699	918	1870	587	1777	1490	881
g8700	1352	463	466	1211	2679	316
g8701	991	1304	909	739	1007	651
g8702	8	4	3	8	4	5
g8703	8494	10780	23249	5405	13525	8324
g8704	254	142	143	114	106	107
g8705	704	2431	1955	857	3202	848
g8706	489	1407	1953	1055	1399	542
g8707	71	153	55	26	115	168
g8708	514	523	812	445	721	295
g8709	640	178	352	319	453	144
g8710	555	800	468	710	709	478
g8711	2	0	3	9	7	0
g8712	37	61	13	35	55	19
g8713	163	171	144	54	121	60
g8714	52	43	21	12	82	9
g8715	30	82	0	4	76	11
g8716	5892	9751	2171	3918	2747	5854
g8717	76	99	74	44	78	51
g8718	338	2120	944	841	806	957
g8719	8750	9953	6218	6405	9057	5551
g8720	4103	3178	4130	1982	3754	2631
g8721	729	1059	581	556	643	471
g8722	250	282	310	277	295	262
g8723	210	327	249	98	215	139
g8724	9	17	4	13	7	7
g8725	10669	12646	9991	5885	9370	6036
g8726	3110	2631	1575	1839	3141	1684
g8727	656	626	209	573	527	283
g8728	548	249	366	276	283	399
g8729	4734	2840	1672	4516	3449	1389
g8730	46	147	63	61	38	36
g8731	1332	1913	1657	802	1927	892
g8732	10	19	0	1	0	0
g8733	135	912	1525	304	428	366
g8734	1417	2020	837	642	973	871
g8735	169	208	279	223	229	132
g8736	183	235	59	72	117	94
g8737	809	2041	2131	1209	977	932
g8738	10	5	1	21	14	0
g8739	2186	2675	2072	1291	2099	1202
g8740	0	3	5	1	1	1
g8741	7	2	4	0	6	1
g8742	11	33	13	8	29	5
g8743	37	3	0	0	18	2
g8744	15	15	13	19	12	18
g8745	34	179	120	69	96	34
g8746	54	1179	420	543	26	510
g8747	151	238	216	110	218	109
g8748	276	679	633	47	539	312
g8749	179	321	108	129	152	99
g8750	432	503	551	406	466	212
g8751	22	56	7	32	30	0
g8752	8	5	17	4	3	4
g8753	840	1702	1055	621	754	985
g8754	1522	3733	1580	805	3792	1567
g8755	49	61	56	30	35	23
g8756	5	10	0	5	11	5
g8757	11830	13664	11113	11142	12739	6039
g8758	1873	1944	1118	771	1340	579
g8759	16	77	8	65	73	19
g8760	3005	309	4634	487	4920	5421
g8761	3627	3322	1458	2187	2775	1182
g8762	3	1	1	2	3	3
g8763	635	284	508	403	199	514
g8764	5	6	1	1	1	13
g8765	145	285	257	193	254	503
g8766	1290	2037	1590	802	1783	689
g8767	109	64	190	140	104	38
g8768	5888	6547	8653	3558	7535	3914
g8769	1845	1944	2011	1332	1841	903
g8770	1	2	1	2	4	5
g8771	120	266	172	100	79	52
g8772	472	455	311	453	557	295
g8773	14	0	5	27	28	0
g8774	1382	3759	2025	1386	1783	1617
g8775	17	36	46	33	38	44
g8776	289	371	386	147	264	303
g8777	31	73	57	49	58	48
g8778	2507	5507	8434	2788	3705	4617
g8779	9	6	0	0	4	2
g8780	8	13	7	9	8	6
g8781	36	0	2	0	12	40
g8782	0	0	21	1	0	0
g8783	3	38	43	7	15	7
g8784	217	493	1577	1596	2321	431
g8785	1336	1709	1510	1239	1189	1037
g8786	391	596	660	190	218	507
g8787	1680	2563	2745	1746	3221	1268
g8788	5	50	35	14	21	24
g8789	700	729	918	783	985	474
g8790	157	354	409	240	431	92
g8791	736	1373	1834	671	1434	1021
g8792	25	6	36	12	39	1
g8793	3254	3079	2670	1771	1809	2308
g8794	472	783	775	523	679	639
g8795	1748	1967	2399	1285	2524	1465
g8796	504	581	592	255	575	243
g8797	32	43	33	46	37	15
g8798	3103	5763	3714	3160	3298	2228
g8799	70	89	94	37	83	70
g8800	74	68	116	37	212	36
g8801	1593	3672	1725	1539	1421	1394
g8802	3861	2877	2877	2815	2756	4142
g8803	55	56	106	53	77	13
g8804	45	117	20	10	41	15
g8805	377	1168	736	608	1179	274
g8806	4	7	4	5	8	2
g8807	147	248	33	24	117	29
g8808	52	21	29	77	78	26
g8809	0	0	8	5	0	2
g8810	186	95	53	91	186	30
g8811	18	98	31	75	59	29
g8812	5541	7805	2840	5483	4272	3856
g8813	45	100	88	55	39	45
g8814	40	114	77	38	73	37
g8815	47	81	69	69	52	16
g8816	310	426	34	22	399	16
g8817	14	14	7	17	4	11
g8818	0	0	0	2	2	0
g8819	740	480	1149	583	902	563
g8820	1819	2690	1928	1224	2090	1173
g8821	6	13	4	9	18	13
g8822	69	77	50	77	74	34
g8823	934	805	783	837	1071	873
g8824	55	26	24	21	81	8
g8825	9	18	16	0	9	3
g8826	6	3	4	6	5	2
g8827	1055	1037	785	1214	2436	719
g8828	3	3	0	0	0	0
g8829	56	35	80	50	66	22
g8830	447	648	246	1014	264	198
g8831	64	55	68	98	236	116
g8832	118	117	97	41	51	25
g8833	5907	11145	2698	4245	6562	3790
g8834	2266	3782	2745	1363	2782	1588
g8835	1673	4481	1286	1938	4578	397
g8836	0	0	0	109	0	0
g8837	3427	3320	5393	3411	5131	1664
g8838	89	133	217	126	171	136
g8839	0	35	26	0	1	18
g8840	25	62	174	52	18	34
g8841	396	900	637	321	430	344
g8842	37	56	0	5	31	28
g8843	1408	1810	1235	1420	1729	827
g8844	94	84	97	78	74	56
g8845	0	9	2	2	4	3
g8846	4059	8058	5692	4798	8473	2764
g8847	61	277	33	1	69	0
g8848	1	0	0	3	0	4
g8849	6022	10114	9702	5344	8466	9074
g8850	391	172	446	112	287	118
g8851	513	1088	1105	894	1084	665
g8852	0	25	12	29	18	7
g8853	13	176	123	252	100	4
g8854	7	134	38	24	1	4
g8855	23	73	86	34	66	21
g8856	93	90	16	1	33	15
g8857	35	48	46	59	75	43
g8858	66	77	84	122	144	79
g8859	41	100	42	37	74	34
g8860	28	103	184	34	117	42
g8861	153	491	70	203	92	200
g8862	4	17	5	21	8	2
g8863	2014	3491	3065	2035	2096	1796
g8864	0	8	32	0	53	0
g8865	908	1664	769	1086	1813	772
g8866	1299	1159	2182	1450	1723	870
g8867	113	146	187	106	312	51
g8868	2	10	38	2	4	2
g8869	65	119	63	40	66	28
g8870	257	450	191	122	313	184
g8871	475	431	329	330	553	181
g8872	9	7	5	4	9	4
g8873	7	2	2	1	40	2
g8874	1138	1515	1135	650	1269	618
g8875	760	546	432	1310	773	508
g8876	253	168	205	34	118	128
g8877	11	18	14	9	9	7
g8878	1088	2911	1728	612	1251	670
g8879	2026	1564	1987	1330	2932	1437
g8880	4182	5113	4286	3554	7216	6090
g8881	1854	1363	716	1745	957	389
g8882	2457	2185	2668	1681	2083	2784
g8883	65	70	80	82	121	51
g8884	41	30	29	16	23	3
g8885	319	108	138	282	364	134
g8886	4	6	27	0	25	1
g8887	71	99	3	4	50	2
g8888	40	87	70	39	67	50
g8889	0	2	11	7	0	13
g8890	47	61	27	45	34	44
g8891	372	465	493	376	248	275
g8892	448	876	854	422	103	235
g8893	192	441	216	281	365	221
g8894	8	14	3	7	9	3
g8895	10	1	23	1	35	2
g8896	358	453	528	398	380	112
g8897	1	0	0	1	2	0
g8898	104	21	122	129	126	67
g8899	84	23	32	12	46	27
g8900	228	75	65	69	145	110
g8901	2460	3996	3490	3982	6700	3418
g8902	1590	3398	3124	1377	1752	769
g8903	14326	21542	16330	10956	22632	17822
g8904	584	1742	815	402	845	419
g8905	81	117	125	41	168	42
g8906	557	2686	634	287	327	2435
g8907	314	303	533	172	655	113
g8908	227	259	267	109	249	100
g8909	4	14	0	4	3	4
g8910	294	394	375	294	453	156
g8911	476	606	319	634	324	392
g8912	5	2	3	1	1	3
g8913	6	2	3	4	5	4
g8914	362	436	249	275	349	368
g8915	130	128	95	38	143	103
g8916	289	348	393	116	315	350
g8917	505	689	673	487	986	397
g8918	388	577	385	195	584	327
g8919	2582	4561	4004	3192	3635	3426
g8920	1	33	5	4	32	4
g8921	70	226	18	76	81	50
g8922	303	90	345	11	393	289
g8923	27	5	14	18	3	28
g8924	14200	13662	16284	9896	15852	9477
g8925	100104	125602	61069	81790	83598	37769
g8926	829	872	1464	720	1224	979
g8927	34	31	74	20	31	23
g8928	1612	2760	2307	1014	1743	1363
g8929	83	55	72	55	93	45
g8930	4	8	6	5	12	2
g8931	2	10	21	1	36	33
g8932	823	1444	1059	739	1027	711
g8933	43	80	66	61	34	13
g8934	2594	9937	2731	2885	5727	2026
g8935	235	458	779	187	324	724
g8936	48	132	89	43	127	71
g8937	1053	1533	1307	1034	1272	1066
g8938	1453	1627	634	679	610	727
g8939	36	33	22	19	47	14
g8940	14	88	30	3	22	18
g8941	9	6	1	6	5	3
g8942	1103	1695	669	438	2732	427
g8943	0	4	2	0	2	2
g8944	3001	2917	2486	2738	3038	2093
g8945	2124	3598	2461	2009	2981	847
g8946	2707	3520	3652	1995	4141	1384
g8947	1340	1028	875	826	1113	590
g8948	25	16	33	19	37	29
g8949	11	115	26	32	28	8
g8950	439	578	652	329	681	336
g8951	17	15	32	21	13	7
g8952	146	105	162	257	111	57
g8953	1008	2590	1425	2214	1455	973
g8954	3298	5504	2671	2659	6570	2495
g8955	810	1764	361	705	1428	369
g8956	209	225	196	55	266	34
g8957	5	0	3	1	3	7
g8958	166	206	263	121	60	105
g8959	30	32	37	6	42	16
g8960	4259	6431	5457	3325	2915	1904
g8961	232	668	270	435	738	639
g8962	736	881	750	781	903	408
g8963	1	7	0	1	3	2
g8964	598	787	910	462	851	362
g8965	6	5	5	5	8	1
g8966	1	6	6	1	1	17
g8967	7	9	3	1	2	4
g8968	512	834	391	217	253	180
g8969	10	17	24	1	10	2
g8970	50	34	6	0	32	2
g8971	63	113	44	25	54	31
g8972	310	344	248	229	301	114
g8973	15	14	7	23	16	7
g8974	115	282	222	196	221	59
g8975	293	545	258	224	273	222
g8976	1	3	5	0	10	1
g8977	312	447	429	202	384	139
g8978	858	1152	743	599	673	314
g8979	681	395	663	165	377	350
g8980	105	166	107	62	109	51
g8981	866	1749	1486	757	1732	571
g8982	309	349	318	146	336	160
g8983	24	11	14	13	60	36
g8984	1515	910	1226	113	1538	949
g8985	21	12	5	4	26	12
g8986	941	1441	1360	1014	757	475
g8987	12295	18079	20525	17508	20012	10801
g8988	165	97	101	97	383	83
g8989	1694	1269	2253	2459	1651	957
g8990	1468	2928	2026	1764	2275	1148
g8991	11	9	14	12	11	4
g8992	1221	664	805	894	867	893
g8993	13	44	23	70	10	15
g8994	927	1038	616	590	1375	655
g8995	4	0	0	0	2	5
g8996	350	13	15	17	0	2
g8997	257	705	387	362	485	254
g8998	3554	2275	3165	2053	2163	1785
g8999	1357	1855	1861	1197	1898	927
g9000	85	39	57	37	110	51
g9001	2426	2517	3161	3396	3377	1692
g9002	99	67	151	24	180	88
g9003	16	29	24	9	18	17
g9004	17	82	41	0	0	8
g9005	1	11	16	4	9	3
g9006	7751	3365	7732	1168	8819	2428
g9007	41	42	26	9	18	13
g9008	77	147	156	149	156	78
g9009	2	4	2	3	1	1
g9010	194	138	74	65	467	79
g9011	603	585	938	856	732	380
g9012	355	394	216	219	248	261
g9013	900	1405	1402	642	913	1056
g9014	4	7	11	3	9	7
g9015	74	49	58	33	115	25
g9016	368	563	865	734	1002	377
g9017	3035	4322	2312	2808	4428	2184
g9018	877	1879	1359	953	1180	1364
g9019	7800	8802	7458	6181	5459	4558
g9020	1	0	2	4	0	0
g9021	48	38	109	84	94	22
g9022	1180	2357	1236	1479	2188	1924
g9023	10	94	7	1	29	7
g9024	424	751	496	467	116	237
g9025	0	4	10	1	7	0
g9026	722	2410	71	339	562	432
g9027	18	36	23	14	29	18
g9028	3454	3354	2619	3222	4319	1724
g9029	28	14	28	19	32	14
g9030	10	28	21	16	17	9
g9031	2	6	1	4	4	4
g9032	433	706	503	59	138	115
g9033	192	258	143	116	290	84
g9034	8	8	5	5	4	1
g9035	384	184	104	313	152	203
g9036	356	414	366	292	663	571
g9037	5171	7309	7554	4361	15166	3933
g9038	232	271	299	299	408	164
g9039	1803	1183	1142	911	1541	112
g9040	54	36	22	26	60	19
g9041	490	3125	1199	523	2554	572
g9042	154	106	129	96	125	49
g9043	468	715	555	430	549	266
g9044	17	29	12	5	11	22
g9045	2438	3478	3165	850	1656	1558
g9046	1214	888	1984	743	342	1057
g9047	80	170	160	130	219	40
g9048	144	142	213	39	216	67
g9049	32	9	0	1	15	0
g9050	681	914	1670	1128	1135	1080
g9051	2285	3444	2928	1860	2435	1852
g9052	7	4	6	3	2	6
g9053	262	273	315	201	327	190
g9054	449	1313	826	718	655	634
g9055	9	11	5	10	14	1
g9056	179	188	74	183	164	59
g9057	6677	8816	7654	5638	9451	5638
g9058	55	97	54	34	68	19
g9059	2002	1513	1598	897	2164	1080
g9060	6	17	14	8	7	7
g9061	17	27	11	37	10	10
g9062	17	24	27	7	29	18
g9063	353	148	113	138	67	113
g9064	6	7	6	2	5	5
g9065	304	894	477	464	422	265
g9066	27	40	29	17	82	38
g9067	4337	2333	2652	724	2030	1437
g9068	286	967	517	374	816	156
g9069	10	8	13	2	10	3
g9070	777	230	420	348	335	426
g9071	37	91	91	40	73	29
g9072	378	461	243	298	331	252
g9073	21	69	33	16	60	35
g9074	158	154	245	144	71	39
g9075	20	2	7	3	0	0
g9076	2617	1708	727	907	3757	1527
g9077	11	16	7	1	3	8
g9078	838	69	46	0	10	0
g9079	1172	1312	1713	1573	2888	739
g9080	9	10	12	10	14	9
g9081	909	1620	1095	1113	1261	760
g9082	534	436	538	417	538	332
g9083	3178	4040	3111	3583	3419	1739
g9084	3188	4648	3640	2565	3904	1945
g9085	20	13	103	389	259	436
g9086	89	165	78	48	87	17
g9087	1582	1864	2147	1233	2858	1244
g9088	1361	1620	1322	1112	1127	886
g9089	5707	8289	6539	3961	10135	4190
g9090	75	80	204	42	323	165
g9091	1107	834	712	1244	1366	616
g9092	14	3	5	5	12	0
g9093	42	61	84	53	162	25
g9094	12	3	8	6	1	43
g9095	343	666	202	684	593	116
g9096	26	35	21	9	65	15
g9097	2856	4126	2808	2480	1300	1562
g9098	539	2215	1254	1186	1355	384
g9099	192	210	210	110	165	93
g9100	1247	518	518	433	735	542
g9101	0	9	1	5	2	12
g9102	6	0	8	1	0	2
g9103	6	178	5	72	81	91
g9104	74	36	154	29	99	30
g9105	5	2	8	42	17	8
g9106	498	468	400	591	1163	256
g9107	12	30	33	29	25	24
g9108	267	210	310	148	260	131
g9109	473	461	385	478	583	382
g9110	24	17	20	20	42	12
g9111	424	468	314	305	238	381
g9112	459	1279	756	628	591	627
g9113	6715	6552	8309	3142	4823	5815
g9114	135	640	81	157	576	457
g9115	27	10	38	12	43	27
g9116	895	1354	1179	792	1026	461
g9117	128	218	104	86	227	95
g9118	312	445	329	133	235	99
g9119	102	118	45	42	97	63
g9120	622	393	454	255	390	740
g9121	117	130	218	143	317	68
g9122	697	253	274	208	690	218
g9123	32	102	126	61	61	150
g9124	3	45	9	0	3	19
g9125	138	207	86	77	145	48
g9126	9	0	5	3	5	0
g9127	27	29	21	26	59	6
