	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18
g8269	0	3	0	145	20	0	133	0	0	5	10	41	13	1	0	277	0	407
g8270	726	415	693	834	936	395	723	443	841	335	249	490	1090	451	632	1227	807	689
g8271	801	505	526	439	770	566	544	628	517	274	459	781	643	488	396	288	595	450
g8272	12052	9481	10152	10100	10253	12610	13086	7198	11994	6362	9729	7771	12486	10108	8510	12558	7207	9585
g8273	573	194	439	11	435	103	47	271	116	227	207	33	174	139	61	97	191	261
g8274	6976	3614	5251	5544	6186	6763	4352	3494	3143	4179	5532	4629	5306	3753	2725	5219	5353	5370
g8275	7	25	19	35	46	37	18	49	4	15	43	16	56	10	1	58	10	20
g8276	2	3	1	15	33	4	2	10	25	2	9	2	10	12	17	19	16	27
g8277	187	1357	73	1222	390	2	97	376	730	743	111	45	346	1421	189	127	5	228
g8278	2243	816	2074	970	1865	2115	1032	2124	4091	1494	1978	970	4762	3779	943	2542	1350	5214
g8279	5	0	0	4	2	5	5	4	8	10	13	5	5	2	2	0	7	8
g8280	43	12	14	35	27	32	20	52	42	42	16	41	22	31	44	16	84	58
g8281	547	336	321	302	327	468	333	259	256	192	203	374	396	285	244	405	260	208
g8282	1578	923	978	917	1417	996	1242	483	886	562	881	889	1024	973	857	1334	1158	1172
g8283	14	1	4	0	14	5	0	13	0	1	5	6	3	68	13	0	1	9
g8284	17	234	48	109	54	10	297	13	1	53	75	10	577	302	19	27	3	270
g8285	0	41	1	26	1	66	7	0	38	0	0	13	0	70	0	7	66	0
g8286	11	12	5	5	2	4	7	2	4	7	7	5	7	3	3	4	8	8
g8287	148	99	74	107	97	154	106	49	103	57	110	144	116	60	127	23	102	114
g8288	12	16	0	0	6	4	3	5	12	10	11	0	24	9	15	4	7	15
g8289	1	0	11	7	1	4	3	0	13	0	3	4	7	5	5	5	23	2
g8290	7	19	37	26	28	6	11	23	8	18	33	15	1	47	7	9	12	5
g8291	2341	2382	1372	1787	1673	2025	2903	1119	769	817	1528	701	3057	1122	2184	1182	1661	1275
g8292	1253	750	2004	1642	1210	1567	884	898	1476	505	736	1039	1511	1404	460	1535	482	1143
g8293	797	724	703	333	689	912	581	316	321	267	1171	206	581	725	940	666	975	850
g8294	249	107	76	224	177	237	25	53	127	63	112	75	192	271	104	151	211	81
g8295	43	62	81	158	21	111	198	80	79	32	73	54	89	51	85	111	65	42
g8296	126	119	100	99	81	106	119	32	114	87	69	118	234	88	85	189	65	128
g8297	570	168	424	515	244	782	558	169	307	178	414	499	467	638	334	283	453	338
g8298	964	561	619	816	1024	767	1352	483	661	667	819	745	1576	979	766	785	1032	782
g8299	230	167	281	149	220	117	210	61	219	250	127	242	275	193	249	239	261	232
g8300	115	68	61	69	55	89	53	100	53	63	32	59	37	147	77	113	66	104
g8301	0	4	1	4	45	6	0	0	5	1	2	0	23	1	13	5	4	0
g8302	283	31	168	130	199	172	168	174	26	51	59	98	142	29	137	150	140	294
g8303	79	43	1	124	80	40	63	40	22	23	56	37	63	50	16	46	37	29
g8304	3809	7607	12226	5009	8541	7361	4101	6834	3878	4926	4616	5653	1986	9453	2172	989	15875	23876
g8305	269	144	304	247	258	198	246	134	174	167	259	275	339	174	206	248	209	204
g8306	1278	944	1135	867	708	662	1279	740	1287	794	1167	755	949	430	604	1008	990	1618
g8307	961	980	1911	2065	1031	1266	1185	445	671	569	1218	931	1449	1276	886	2903	1334	2662
g8308	37	33	30	26	26	32	35	24	52	19	39	10	11	43	38	23	27	34
g8309	3	2	12	3	2	9	5	2	1	2	4	2	1	2	2	2	1	6
g8310	7	17	44	3	5	3	3	1	51	0	18	18	14	6	9	2	7	0
g8311	62	3	11	17	42	29	26	13	12	15	23	18	34	14	8	11	91	44
g8312	1	0	0	7	27	14	94	45	5	2	2	0	14	0	6	12	27	13
g8313	8	0	4	91	26	3	0	0	0	0	5	5	0	0	1	16	0	1
g8314	681	428	631	867	642	529	397	345	512	386	887	474	840	640	777	984	819	943
g8315	5	5	4	4	0	4	19	6	6	6	22	3	24	4	4	3	4	1
g8316	3045	1293	2461	1819	2684	2371	2180	1876	3090	2419	1419	2108	4251	2691	1717	2608	3790	1930
g8317	76	801	828	572	2590	4045	263	596	713	1313	3563	879	1235	2064	233	275	0	1149
g8318	1747	228	434	866	822	1950	1330	1097	540	147	432	623	1615	612	223	1318	1498	528
g8319	857	409	715	1021	713	781	752	477	825	522	838	733	586	520	651	993	615	1259
g8320	2999	3524	4145	2784	2751	2823	5130	3889	3058	1408	2948	2252	3531	2527	2816	2702	4362	3684
g8321	20	3	0	32	18	43	2	12	18	0	9	4	14	15	11	6	1	8
g8322	0	0	4	2	4	2	1	0	5	0	0	2	6	4	2	2	0	2
g8323	170	120	311	473	344	955	128	100	225	302	172	205	484	241	254	275	204	169
g8324	10226	3604	4354	6583	9536	6680	5603	3210	6640	4239	5837	5812	6331	6637	6398	6169	5517	6840
g8325	2	13	4	31	24	5	10	13	21	11	25	24	19	12	17	2	22	63
g8326	13	1	0	7	2	2	2	1	1	1	14	13	1	0	7	0	0	8
g8327	0	3	2	5	7	7	1	4	1	1	8	6	3	12	1	1	6	3
g8328	54	35	7	8	3	3	23	2	30	22	20	68	77	32	10	10	10	67
g8329	483	404	1032	757	1079	315	1012	512	484	471	710	1729	1378	91	205	177	182	698
g8330	138	124	40	99	129	70	140	112	69	60	61	120	134	132	78	181	68	125
g8331	2164	860	1298	1060	2161	1811	1868	730	794	1010	1448	1317	871	1194	1085	1680	1607	1645
g8332	329	396	657	714	657	433	555	279	500	330	278	452	580	379	112	796	708	529
g8333	2	3	7	4	0	2	3	1	3	7	1	3	0	0	5	2	0	6
g8334	690	533	870	717	805	662	759	422	482	380	844	899	577	638	612	1062	624	982
g8335	459	308	349	759	136	500	222	237	269	354	399	203	470	529	318	262	649	138
g8336	32	12	32	27	27	45	61	32	38	29	25	73	109	13	42	27	13	58
g8337	37	7	37	3	0	4	6	64	2	2	1	81	17	0	0	0	0	129
g8338	1990	1179	2076	1517	2900	1856	1123	1827	2064	1054	1530	1061	1753	2212	908	2758	1670	2595
g8339	79	1	116	21	9	158	24	32	18	16	62	8	11	249	21	117	37	98
g8340	6	0	5	4	3	2	4	4	5	1	3	3	8	6	5	6	5	6
g8341	2557	1407	2635	1996	5084	2340	2415	2210	3018	2049	2829	2409	2766	2771	1441	4106	3521	3416
g8342	27	5	15	6	0	40	5	19	7	4	11	4	20	2	1	15	4	5
g8343	73	159	78	61	457	459	99	50	82	170	82	84	69	40	42	217	434	221
g8344	1065	402	807	485	1156	315	987	289	238	350	708	1029	1405	740	785	1012	520	1046
g8345	0	0	0	0	3	0	3	0	11	2	13	2	12	0	0	0	0	0
g8346	4654	3456	4210	3968	4572	2810	3251	1888	4140	2805	3272	1993	6012	4366	2644	2671	5474	3051
g8347	10435	10448	6187	14070	12010	6844	9667	7503	7836	3938	5457	9762	11235	6403	7723	10772	10189	7637
g8348	130	74	155	98	54	119	88	75	111	110	54	78	248	102	62	141	131	197
g8349	11000	2318	1108	1743	632	5860	1995	5403	1903	1926	2586	6576	8711	4757	2445	2897	3542	5614
g8350	821	527	898	840	642	712	1220	637	643	575	759	744	340	858	548	1176	605	1140
g8351	26	12	46	20	21	40	16	24	28	22	34	44	21	25	19	51	35	22
g8352	87	23	6	26	67	32	59	8	48	12	30	40	112	22	35	20	68	31
g8353	4067	2416	3368	5333	3384	3460	2840	1449	3120	1062	2386	1882	1972	2640	2193	1845	1849	2894
g8354	15	16	1	3	9	0	18	1	4	10	24	8	18	1	5	0	8	13
g8355	1195	437	725	598	594	1185	604	595	323	310	494	722	716	424	433	652	580	536
g8356	1	7	21	2	1	2	7	5	13	14	1	4	9	13	0	6	0	0
g8357	41	14	8	37	24	6	13	17	17	9	17	39	18	37	20	18	24	21
g8358	1199	1577	3467	1671	2152	1798	2113	766	767	899	1450	1890	2197	2103	1441	1282	1977	2195
g8359	19	8	17	15	16	11	20	8	6	3	6	7	9	11	16	4	11	14
g8360	958	316	244	499	632	560	478	375	347	413	262	560	966	342	419	637	359	564
g8361	163	7	133	9	5	292	11	18	1	1	43	135	153	48	63	0	14	72
g8362	1283	1233	1771	1787	3415	1941	1790	1263	692	1340	2334	867	1445	1577	939	1630	1884	3032
g8363	370	341	642	577	384	700	472	379	166	118	308	386	479	439	312	483	622	238
g8364	421	145	482	151	379	206	602	146	138	114	101	149	158	375	157	79	52	159
g8365	4	15	32	23	14	2	29	23	27	22	31	21	11	11	2	14	15	14
g8366	1213	701	1898	686	939	586	720	817	838	355	1841	1119	1554	1040	1068	1546	2240	853
g8367	62	17	38	16	55	18	29	41	0	27	14	13	11	6	39	10	30	23
g8368	17	14	4	9	2	10	13	4	16	23	14	10	7	27	3	6	12	36
g8369	7112	2580	4241	4432	4768	4499	4128	3117	3218	1655	3522	3031	3617	2568	2182	4209	3295	4049
g8370	397	5055	3039	1044	136	1053	925	141	917	1607	122	961	438	1578	597	2313	1020	3726
g8371	441	220	224	368	515	421	222	284	396	303	419	576	597	340	340	412	190	607
g8372	1045	519	556	515	843	636	833	522	1073	359	657	595	836	508	511	617	867	771
g8373	4097	2997	4048	3590	6371	5074	3785	3055	4250	3506	3898	4864	4639	5365	3401	4954	5027	4567
g8374	50	118	361	216	39	51	117	72	87	177	144	87	143	131	131	156	85	86
g8375	5551	2234	3458	2716	2785	2599	3482	2165	3766	1487	3151	2725	4462	2486	3190	2423	2857	3284
g8376	16	18	26	43	34	34	13	18	18	7	15	9	34	41	8	16	23	18
g8377	7650	2803	7884	5526	6153	4840	5462	5196	5074	3731	6300	5357	5263	6589	6766	8209	5562	7716
g8378	76	13	80	137	70	99	65	47	112	47	60	54	60	28	27	47	68	48
g8379	296	219	170	360	579	569	459	135	96	169	243	78	115	256	249	392	125	505
g8380	0	1	2	1	0	7	0	0	4	0	20	0	6	0	0	0	1	3
g8381	16	54	16	22	38	42	110	15	29	22	51	34	56	17	28	37	119	15
g8382	5	5	8	4	0	7	14	1	3	2	0	1	2	4	1	4	0	0
g8383	21	33	30	58	23	16	41	28	27	17	30	15	46	47	16	25	32	41
g8384	3146	1834	2596	3001	3598	2545	3407	1663	1944	1513	2760	2682	3445	2459	1566	1875	2963	2361
g8385	28	9	20	12	24	28	6	2	19	16	5	25	9	11	22	11	10	20
g8386	96	54	46	43	101	62	66	48	13	47	39	41	72	85	48	123	91	63
g8387	3	16	5	12	4	6	28	2	8	1	13	34	116	43	1	30	26	14
g8388	171	161	69	148	250	213	140	210	134	97	169	97	187	154	102	179	174	162
g8389	443	20	263	93	104	168	153	75	25	157	203	207	169	122	75	589	369	61
g8390	377	134	265	192	387	197	286	145	242	177	251	202	313	263	199	522	259	347
g8391	28742	13879	12866	12406	34728	17941	38654	4135	17440	13865	49471	19692	21587	20056	27831	13857	14148	41255
g8392	1038	86	679	319	58	6171	1647	581	1513	1053	805	4108	461	2214	49	2428	1104	334
g8393	112	87	126	137	154	59	86	56	91	36	111	96	153	111	41	135	66	110
g8394	421	142	242	295	417	485	341	297	218	123	273	199	397	346	107	433	263	375
g8395	7043	5412	5845	6956	6961	9590	4726	4352	3604	4190	4289	3223	10115	5808	4451	6174	6890	4747
g8396	255	181	136	245	164	114	231	135	196	154	167	186	183	181	180	260	269	255
g8397	9030	3510	9116	7200	7033	7028	5616	5754	7063	4197	4588	3544	7925	5823	7370	6151	6194	6689
g8398	1481	484	1706	1157	727	407	585	1060	1345	1065	547	660	859	493	644	917	367	1093
g8399	46	5	21	13	28	39	10	13	17	13	8	15	27	22	9	5	34	16
g8400	4303	3509	3283	1953	4637	3755	2865	2825	4096	1834	2376	2960	2124	2986	2984	4144	2928	3080
g8401	4615	1904	3053	3477	3941	4379	3298	2039	3510	2108	3006	2176	3199	3205	2528	3315	3163	4137
g8402	19199	8158	17804	18790	23943	9816	15045	3948	13526	7319	7041	8662	11450	19982	11302	20986	16131	9229
g8403	1348	721	696	690	917	936	981	533	749	675	689	947	1218	991	782	626	684	674
g8404	8	10	8	20	38	32	16	31	11	32	14	6	13	4	15	13	26	2
g8405	476	229	344	342	429	376	322	263	349	311	258	284	304	367	250	341	268	382
g8406	5659	8791	10142	7467	11549	8627	4212	4403	3584	6021	5629	5770	8020	8059	6128	7383	4809	12845
g8407	7	5	10	1	12	7	0	4	6	0	2	11	13	2	1	2	0	3
g8408	205	249	260	211	193	179	147	94	143	121	193	143	154	139	125	115	125	149
g8409	3	8	3	24	8	1	0	1	10	3	5	9	1	8	1	1	8	16
g8410	880	536	544	1221	842	1133	722	1240	1421	437	814	1078	1176	559	824	525	1047	654
g8411	10585	4521	9289	5932	9480	7285	6018	4026	4563	5769	8330	7182	9748	8371	5729	11355	7558	8457
g8412	9	3	6	283	117	122	3	39	113	0	10	327	130	3	77	137	10	1
g8413	1673	788	1045	1505	1163	785	884	603	792	642	1284	842	1661	979	712	1139	844	1301
g8414	660	676	1460	911	1219	263	1080	443	1120	766	623	638	1537	586	349	986	897	1259
g8415	3	0	9	0	24	4	5	2	3	1	5	0	5	5	1	2	6	11
g8416	1	2	4	2	8	3	2	4	2	0	1	1	6	2	1	5	4	2
g8417	24	15	14	26	12	22	20	15	9	9	6	8	28	2	35	16	11	22
g8418	1	1	1	3	5	11	1	4	0	0	7	6	0	0	2	2	9	0
g8419	35	9	9	28	10	24	40	16	18	25	7	10	41	15	8	7	11	21
g8420	311	421	1286	619	774	994	872	199	705	387	540	467	1290	402	443	1462	883	1024
g8421	262	127	147	223	170	103	134	53	65	41	60	161	188	135	154	85	149	100
g8422	741	547	915	703	1078	1024	1125	427	675	607	871	715	667	561	507	806	1041	1069
g8423	279	82	872	257	513	1953	226	583	187	194	1316	918	1202	961	239	625	508	1479
g8424	71	68	55	77	58	110	87	91	58	28	61	99	149	61	104	58	75	144
g8425	9	0	0	53	17	4	9	26	24	3	45	6	7	4	20	30	26	20
g8426	50	18	42	89	69	36	57	27	49	35	64	40	140	68	28	37	90	57
g8427	4	0	7	4	2	3	4	5	1	4	1	0	2	6	1	6	4	3
g8428	53	22	91	102	70	28	42	36	45	18	53	62	112	33	30	134	74	26
g8429	50	0	12	15	56	9	78	13	13	8	9	39	6	31	69	53	25	2
g8430	2	4	12	18	6	3	6	1	8	7	10	6	7	15	11	15	8	9
g8431	3	2	2	2	6	1	8	3	8	5	4	3	4	3	0	11	2	0
g8432	607	180	306	1924	296	113	755	229	297	622	551	92	689	199	869	25	363	441
g8433	0	2	0	3	1	1	8	0	1	0	0	0	0	0	0	64	53	29
g8434	5	15	14	4	23	7	23	12	5	10	19	25	29	7	6	14	3	9
g8435	1509	1426	1977	2759	4005	1924	2541	1475	2963	703	2060	1355	2489	1383	2813	3223	2727	2178
g8436	4	2	4	6	3	3	8	5	3	1	3	8	2	1	2	5	7	4
g8437	1626	45	331	394	639	490	1907	994	567	462	146	1432	883	834	347	285	1075	1744
g8438	2729	2354	3171	5892	2660	3331	2528	2146	3592	2531	3327	3256	2166	3281	1732	3300	3979	5631
g8439	1058	209	1325	727	2484	1338	171	1126	1202	348	807	849	1248	840	896	539	812	1218
g8440	2	0	3	2	3	0	1	1	0	0	1	3	4	4	1	5	2	0
g8441	102	91	103	193	153	109	191	161	75	67	217	141	36	78	127	92	137	89
g8442	18	0	17	0	4	18	3	13	0	5	2	0	0	65	7	4	4	8
g8443	858	862	1696	1237	1009	1054	1245	560	855	594	783	611	1267	1086	772	1615	868	561
g8444	277	178	339	171	221	385	336	46	233	244	185	130	415	98	123	141	86	99
g8445	37	14	86	70	27	41	34	14	14	13	22	44	25	25	22	11	25	28
g8446	1	12	21	4	6	19	23	6	23	5	3	12	18	9	6	37	32	15
g8447	1133	502	408	457	555	537	538	431	514	243	369	361	632	629	418	411	550	548
g8448	2102	1866	2587	2312	449	1539	1147	2274	1372	215	1256	600	2141	625	473	3101	432	470
g8449	10	2	0	9	56	3	37	0	28	0	0	2	0	0	1	0	3	30
g8450	142	98	155	218	125	65	364	166	110	139	64	169	42	160	84	80	104	110
g8451	546	262	247	275	309	535	410	428	314	191	330	425	743	173	259	310	464	420
g8452	7859	3791	7767	4854	7728	5079	6855	5332	4279	1779	5225	5828	6296	6626	2732	6505	4515	5434
g8453	5	3	1	16	3	0	0	1	2	10	7	0	0	10	2	1	0	0
g8454	1123	606	1166	1237	929	854	1061	720	863	548	1573	1096	1133	689	823	1103	844	1056
g8455	86	37	65	31	7	76	131	30	35	107	24	38	11	2	138	14	0	35
g8456	392	190	330	365	563	346	512	232	300	212	243	281	284	338	252	340	347	264
g8457	17	6	19	25	14	10	17	5	1	3	28	4	8	13	16	27	64	7
g8458	29	22	23	22	31	38	18	12	33	3	22	23	9	11	33	21	29	10
g8459	10222	7503	9948	7671	7634	7742	9577	5288	9698	3916	10358	8158	11253	8308	7118	9559	8322	9423
g8460	37	75	124	98	96	46	119	72	49	49	59	62	228	50	166	132	55	112
g8461	480	888	373	384	794	659	879	558	274	341	549	707	277	508	544	457	985	864
g8462	1857	865	1324	1355	1062	246	515	1226	817	708	669	544	911	1151	788	1699	454	777
g8463	0	2	1	6	1	20	1	1	0	2	0	0	1	0	0	10	1	10
g8464	83	62	84	91	75	47	83	26	74	47	76	78	86	45	57	62	130	79
g8465	0	2	4	5	4	2	0	4	2	2	1	2	2	3	5	7	5	1
g8466	354	205	238	111	300	250	158	161	231	116	193	172	157	213	247	204	194	170
g8467	2147	2189	1764	2370	2879	2049	3356	1098	1459	1025	3649	1159	1810	2380	1970	2952	2908	2073
g8468	380	102	231	150	217	361	480	124	223	55	172	682	331	718	134	715	242	168
g8469	70	2	17	30	21	36	62	3	25	36	1	20	49	40	28	38	17	26
g8470	155	67	174	114	63	49	193	30	15	15	93	33	155	108	43	67	173	35
g8471	88	61	76	92	53	84	31	33	78	64	35	39	31	95	73	42	32	69
g8472	2	4	2	0	1	5	7	7	3	0	0	2	7	3	1	2	0	4
g8473	18	22	27	21	17	26	22	22	14	19	26	30	40	19	26	24	20	23
g8474	1139	435	1293	781	580	537	1077	367	428	422	760	845	991	621	586	500	905	744
g8475	5922	3396	5852	6168	6390	5706	7167	2553	6365	3124	4584	4948	7398	4827	4130	4141	5677	4983
g8476	100	0	200	9	406	41	207	667	57	23	233	78	224	115	40	360	95	110
g8477	5192	2436	3212	4701	4642	2541	2164	1919	2369	2753	3548	2595	5901	2586	3048	3611	3642	2657
g8478	3237	3451	1911	3071	3078	3038	4532	2735	3758	2868	2299	2532	3783	4158	2829	2959	2908	3466
g8479	3606	636	1011	2549	2187	870	3925	389	1263	1214	1783	662	1471	1127	1815	1164	2036	362
g8480	4770	2186	12414	7179	4345	13625	5625	4495	3854	4950	3119	3120	3738	14320	5905	7079	4498	8638
g8481	736	1681	379	640	1289	281	652	1833	3455	364	442	843	848	1555	1647	786	653	442
g8482	154	318	338	169	1415	209	455	56	308	73	220	229	1044	170	419	215	437	137
g8483	135	94	97	55	126	121	72	42	24	36	45	44	43	106	54	130	62	114
g8484	0	3	178	6	1	1	1	1	0	22	3	25	0	2	23	0	9	3
g8485	4	1	0	0	5	49	9	11	3	45	0	0	32	3	12	11	5	23
g8486	4070	1691	2112	2656	3326	2071	2140	1467	1698	1438	2348	2302	2712	2392	1539	3046	1463	2341
g8487	317	380	345	239	329	237	285	224	280	174	243	184	266	181	155	213	312	220
g8488	183	52	45	16	103	33	64	24	38	5	49	54	46	38	80	80	60	29
g8489	158	96	70	116	89	101	94	71	121	37	65	51	141	114	61	148	91	76
g8490	13	5	4	7	5	6	7	5	2	0	3	3	3	7	0	3	1	9
g8491	237	255	813	178	304	300	97	450	407	191	166	415	1071	733	179	396	618	304
g8492	2042	1479	1808	1832	1820	1766	1348	956	1253	1358	1578	1244	1414	1466	938	1707	1260	1897
g8493	760	656	981	324	1105	631	412	464	606	376	446	372	572	831	465	747	831	1379
g8494	5561	3001	4768	3991	4607	4827	5238	3027	4483	2626	3154	2882	5082	4295	2438	4997	4287	4439
g8495	8109	4458	4816	6465	7735	4101	7290	5415	4263	3396	6224	7330	7161	5875	5297	9550	6676	8531
g8496	7	2	33	18	126	57	22	0	9	34	63	206	11	5	3	293	21	6
g8497	447	6	103	1215	31	51	1017	1983	781	127	5	800	149	160	21	317	1162	1966
g8498	645	273	753	630	1127	356	756	222	586	187	651	415	677	539	460	398	540	967
g8499	593	294	402	117	503	317	282	145	471	101	457	512	324	665	305	256	655	492
g8500	1415	1249	2283	1681	1658	889	531	967	1139	694	1625	1693	2178	1382	1401	1318	1774	1374
g8501	11	347	364	178	179	256	290	318	438	14	318	367	230	538	127	194	39	304
g8502	325	101	397	138	33	92	227	252	732	1050	641	1	154	57	124	1013	40	135
g8503	797	370	725	475	650	784	687	407	591	309	522	477	755	529	324	574	626	553
g8504	1343	562	2622	2228	1767	807	971	541	349	946	1349	2167	1948	435	1943	670	2635	1567
g8505	0	1	1	1	3	0	8	0	4	2	6	7	1	0	4	1	0	2
g8506	21	19	23	36	71	92	58	363	312	0	114	10	33	7	25	144	67	18
g8507	370	110	187	161	377	294	277	203	211	74	281	479	663	215	246	209	538	522
g8508	1054	916	1063	1139	1155	1214	1120	559	970	541	1006	1321	997	1162	633	1282	776	1251
g8509	1	3	22	9	6	22	1	6	20	8	0	7	7	24	15	6	23	17
g8510	282	410	347	475	742	318	519	270	236	335	315	473	540	226	431	324	627	567
g8511	5	4	7	19	16	14	7	4	19	10	17	8	12	3	12	6	17	24
g8512	2709	1222	2484	2024	4609	3071	1547	3379	3533	1794	2641	2655	4487	1042	2572	965	5866	4413
g8513	4	5	7	9	15	1	4	2	6	3	1	8	19	4	3	5	8	10
g8514	106	43	121	149	50	173	84	37	99	89	108	86	133	186	36	236	253	61
g8515	2336	1371	2024	1814	1819	2758	1436	1717	1881	1164	1906	2179	2034	2582	1472	2472	2473	2714
g8516	316	151	234	421	214	433	242	357	574	122	215	183	334	438	94	416	518	352
g8517	15393	4783	15042	19560	7362	14278	8750	13862	18445	4266	13742	9385	30185	11563	17544	17797	14826	13559
g8518	5058	671	1407	743	1130	2066	1324	761	1587	401	1412	2165	944	509	1682	2609	781	1667
g8519	810	405	228	721	980	460	721	600	662	496	411	269	1203	710	457	734	756	384
g8520	26	18	15	24	54	5	29	10	16	9	18	33	30	17	13	30	28	43
g8521	753	451	526	793	890	486	468	1397	1227	445	1233	1127	668	696	1132	898	544	580
g8522	84	77	61	95	102	109	50	50	121	49	24	89	12	49	36	131	96	52
g8523	30	11	8	8	15	22	10	11	12	22	2	3	29	13	4	17	7	8
g8524	2243	1379	795	1725	1260	1357	1967	854	973	810	1333	1055	2105	1278	1026	1511	1767	1146
g8525	2649	5121	3841	2557	888	3315	8550	617	1702	4217	344	1132	1402	4987	3359	8534	3928	889
g8526	914	1355	2316	889	2089	701	655	580	565	596	884	828	1184	1254	629	1763	846	874
g8527	8	10	24	11	8	14	0	3	1	14	5	8	6	0	13	10	8	9
g8528	432	400	399	645	480	431	689	281	619	346	265	445	839	356	337	388	722	435
g8529	99	51	61	55	109	43	56	41	36	51	41	52	20	31	21	50	105	39
g8530	177	228	250	426	211	336	235	101	81	130	334	218	352	229	191	52	160	82
g8531	7	10	13	55	13	5	3	0	6	2	10	15	2	39	0	17	3	6
g8532	112	14	293	240	442	189	28	29	64	63	102	78	195	68	142	91	17	129
g8533	34	52	70	36	15	10	40	51	70	50	88	20	100	30	68	84	74	26
g8534	24	29	79	31	101	28	96	61	81	19	55	34	47	18	15	70	14	47
g8535	214	170	257	154	311	242	176	114	229	121	233	196	345	185	128	365	281	208
g8536	405	185	271	341	270	297	394	194	323	162	263	306	304	270	217	300	256	312
g8537	2391	2208	2899	3056	2502	1966	3025	2063	2834	1671	2231	1992	3631	2306	2804	3857	3094	2937
g8538	1949	928	1704	1922	2722	1196	1801	1085	1382	918	1519	1260	2582	1805	1415	1994	2354	2649
g8539	11954	6769	9336	12647	10766	11298	9828	6424	8688	5432	10364	11196	12068	10431	8904	11218	13501	10059
g8540	197	178	149	44	35	85	213	36	75	62	141	165	81	107	54	61	30	329
g8541	7	0	1	9	3	5	0	0	2	8	5	0	0	14	0	0	0	0
g8542	2647	2488	1725	1236	2411	890	2527	2489	3455	929	1881	1239	3962	2815	1630	2872	3473	821
g8543	10249	7013	6353	9020	5585	8222	10179	4739	7839	4276	5074	2832	8127	5850	6503	3915	7773	8000
g8544	271	206	225	337	200	299	177	132	227	123	264	256	244	367	108	206	222	402
g8545	419	72	1260	599	333	990	954	487	1169	560	536	846	1306	483	1811	736	3062	1754
g8546	1647	766	792	1057	1117	866	1054	690	976	542	918	1123	1305	1178	681	886	1040	1211
g8547	49	45	84	81	47	82	71	67	78	30	78	81	81	92	47	97	24	101
g8548	4	0	5	0	2	2	6	2	1	9	8	0	2	15	0	0	18	11
g8549	0	0	0	0	0	0	0	4	0	1	9	3	0	18	157	0	0	0
g8550	1	9	51	14	4	33	20	12	19	4	21	2	0	4	0	10	84	8
g8551	8	10	20	3	6	7	1	1	5	3	0	14	2	6	1	1	16	14
g8552	39	43	32	45	78	45	56	23	31	43	36	42	46	42	33	36	52	25
g8553	497	427	425	630	147	380	840	480	481	266	596	425	352	191	330	333	402	341
g8554	1098	377	819	585	1315	458	504	438	534	389	563	866	1180	461	203	811	576	297
g8555	798	545	287	436	1139	729	583	457	735	164	596	657	540	183	236	509	584	1146
g8556	14	0	3	2	2	0	14	0	0	0	4	0	1	0	0	6	0	4
g8557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
g8558	2	5	2	1	2	7	3	13	4	11	7	16	1	8	2	8	2	3
g8559	4	3	12	25	8	4	20	9	4	3	10	9	8	6	4	15	12	7
g8560	27	9	25	21	11	12	9	23	20	9	12	37	8	47	7	42	22	25
g8561	16	9	17	10	5	6	2	9	7	6	5	9	17	16	8	9	21	17
g8562	7	0	0	0	0	0	0	0	0	0	0	9	1	1	0	0	0	0
g8563	132	67	99	81	70	39	62	49	56	105	111	52	126	61	51	119	74	29
g8564	703	231	348	463	334	493	311	352	436	179	427	405	654	516	225	616	346	466
g8565	11	25	120	80	231	21	228	60	72	9	22	251	32	94	7	198	70	107
g8566	3801	1642	4809	2863	4365	2409	6866	2297	3268	2494	2855	2323	6023	3468	4147	4320	3939	5995
g8567	869	638	1092	1128	865	1002	496	432	538	315	1334	654	840	671	407	604	1531	1312
g8568	2581	1156	1609	1315	1843	1125	2080	854	1522	1505	1741	1237	2648	2074	1053	1763	1650	851
g8569	559	293	386	343	416	290	535	326	508	381	360	361	240	122	254	611	683	324
g8570	120	10	47	40	90	54	100	47	62	12	66	57	99	96	40	68	26	116
g8571	6863	4166	6448	6711	6521	6169	7293	3907	5238	3834	4425	4500	5637	6081	3352	4817	4205	5101
g8572	4	7	12	8	1	4	7	4	7	2	9	2	2	11	1	0	5	27
g8573	11	0	10	4	0	0	27	2	0	0	3	0	4	4	0	0	5	0
g8574	47	58	55	51	73	49	116	61	91	33	27	17	48	33	87	72	45	98
g8575	1	1	1	0	1	1	0	0	0	0	52	8	0	0	0	1	0	0
g8576	11	3	9	1	7	1	5	9	2	5	0	15	4	0	5	2	6	3
g8577	152	148	527	302	753	449	390	437	706	436	455	209	641	368	199	500	810	255
g8578	4372	1664	3463	3180	3460	2780	2584	2404	2702	1116	2812	1526	2790	1950	1312	4232	2598	3000
g8579	11	8	23	54	33	13	25	34	27	37	18	41	87	18	19	27	43	34
g8580	74	50	52	113	84	40	75	60	11	43	20	69	96	53	59	40	95	74
g8581	692	242	388	128	819	434	629	489	809	363	953	567	902	373	203	506	710	287
g8582	741	591	988	348	760	745	1250	619	630	353	517	640	611	855	414	670	1266	852
g8583	493	489	397	805	313	600	766	322	474	295	649	449	410	450	465	420	588	478
