	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18
g7134	46	113	51	128	88	14	204	209	104	29	223	35	227	226	112	108	104	94
g7135	3767	1521	5322	6340	6644	5764	6813	6744	3817	4745	2411	3064	1625	3516	3110	2549	1955	636
g7136	321	144	169	353	140	69	401	932	287	374	411	132	403	204	123	77	95	217
g7137	169	386	92	86	80	136	651	49	249	110	190	164	157	269	97	292	227	38
g7138	38	35	22	45	38	16	44	59	39	19	31	16	27	33	16	47	31	16
g7139	5771	5653	5156	7150	4497	4975	9055	4184	5231	5758	4520	9322	5097	4137	6129	6237	8762	2303
g7140	357	260	420	144	25	35	162	45	68	105	157	119	464	148	21	292	544	449
g7141	78	311	190	247	271	88	108	309	155	49	112	122	214	122	284	214	286	117
g7142	75	138	169	162	118	130	85	255	60	90	139	135	188	117	109	315	263	56
g7143	620	998	479	859	615	407	813	748	455	515	501	532	708	384	341	409	988	391
g7144	285	219	134	365	68	192	146	317	164	152	265	208	165	163	229	279	479	183
g7145	17	27	28	31	50	30	45	52	20	39	14	24	42	22	14	43	29	6
g7146	1320	1726	1066	1516	1394	659	2219	1686	697	1488	780	618	1193	1048	1060	1304	1194	1450
g7147	1466	1686	1707	1939	1305	1462	2531	1614	1364	2097	1178	1312	665	674	325	1592	2000	719
g7148	413	371	171	388	516	309	480	515	201	167	185	275	331	146	182	344	509	407
g7149	71	275	240	335	195	39	684	397	592	648	289	156	598	501	378	245	419	153
g7150	2483	2975	1939	4099	3301	1374	3638	2750	1852	2208	2125	1586	2497	1748	1411	3542	3061	1807
g7151	265	549	547	847	397	343	613	772	270	533	292	341	194	294	559	1022	1081	544
g7152	41	69	75	101	83	51	84	89	65	69	43	55	59	45	65	89	91	39
g7153	0	6	5	4	7	12	4	13	4	12	13	6	2	7	1	5	12	6
g7154	10	2	14	13	2	6	1	12	4	10	4	0	8	11	10	2	9	12
g7155	0	2	4	265	0	14	0	0	72	0	2	0	14	8	129	0	0	0
g7156	1266	1949	1148	2346	2145	788	1461	1704	1241	1577	1322	1418	1543	902	834	1714	1748	1508
g7157	4	11	7	3	4	1	2	3	2	2	1	4	3	8	3	5	3	4
g7158	28	22	10	7	30	0	25	30	11	4	1	17	31	46	50	21	15	5
g7159	531	304	245	445	235	204	455	302	289	335	192	258	273	209	266	385	338	177
g7160	333	196	137	353	119	238	317	261	209	267	136	339	322	138	204	219	361	75
g7161	61	48	42	68	34	40	39	17	52	18	36	31	59	35	36	28	31	4
g7162	296	325	496	518	464	297	617	548	416	252	90	358	449	296	279	439	530	192
g7163	172	364	250	345	161	179	214	262	122	172	150	100	316	174	96	164	160	64
g7164	3395	4370	2374	5040	3781	2669	4783	5121	3345	2714	2576	1524	4636	3314	2603	5063	3242	1308
g7165	2	4	0	12	33	3	22	0	5	10	0	0	0	18	0	16	2	0
g7166	628	747	838	1545	879	576	989	1117	776	653	710	433	822	685	551	881	953	548
g7167	784	1676	453	276	1267	489	668	1392	269	1262	386	873	634	1127	367	944	1787	547
g7168	78	93	81	185	102	221	111	165	106	132	32	163	67	98	154	207	213	138
g7169	2	15	4	14	20	2	6	3	1	4	2	9	7	7	1	3	5	1
g7170	193	187	243	277	398	165	281	287	155	170	96	189	319	205	140	321	259	226
g7171	343	394	162	315	485	76	717	533	339	150	492	268	240	278	160	534	272	213
g7172	34	17	4	5	16	14	48	25	18	9	11	12	8	10	34	9	14	32
g7173	3	4	1	9	10	5	5	7	10	5	4	2	8	6	4	13	8	5
g7174	531	958	399	916	989	584	960	949	398	716	485	578	674	591	496	736	458	462
g7175	2697	5509	3384	5274	3759	2952	5737	5746	3558	3063	2540	3067	3444	3012	2490	3652	5101	2446
g7176	2076	3709	1858	2898	1392	1176	2492	2452	1444	746	1102	1234	1552	697	864	1626	1647	1262
g7177	7022	10744	6142	10309	7144	5482	9384	5623	5865	7174	8131	3462	11885	5045	8123	8507	11294	8993
g7178	24	146	37	58	96	41	78	13	60	18	47	44	57	38	11	88	27	13
g7179	4	100	8	118	29	13	10	13	24	19	36	38	51	27	24	217	20	9
g7180	64	165	55	114	105	67	150	150	91	33	58	26	71	83	51	108	158	23
g7181	218	259	263	411	85	226	426	247	147	412	85	155	242	179	93	402	268	131
g7182	79	194	132	196	145	85	287	106	126	79	65	107	136	109	121	78	142	104
g7183	613	1001	550	1448	677	545	1298	673	732	843	418	805	928	509	453	676	1207	500
g7184	52	58	32	38	85	77	157	60	44	48	22	59	37	46	23	62	89	22
g7185	714	738	484	1638	517	489	327	1357	576	443	385	446	400	376	766	1210	803	441
g7186	1448	1748	2447	2451	985	1067	2604	1251	1683	1653	476	1626	1064	1088	1283	526	1718	2041
g7187	12	28	20	2	0	0	20	9	1	33	5	6	25	6	0	1	1	4
g7188	40	129	25	55	32	2	99	60	119	32	22	58	47	2	11	111	4	84
g7189	20	25	22	11	5	18	19	21	7	18	7	10	9	7	4	14	18	14
g7190	135	149	198	320	435	252	268	403	151	422	104	154	251	194	104	205	313	184
g7191	14	10	0	34	34	2	33	14	39	24	10	34	36	5	13	58	107	26
g7192	4	10	4	9	4	9	6	6	3	6	2	0	5	6	2	10	9	7
g7193	2393	1711	1236	2449	2317	1279	2419	2242	1598	1443	765	1013	1466	1396	1023	2256	2173	1101
g7194	626	539	233	646	312	836	288	276	226	237	349	241	365	439	349	474	656	501
g7195	417	0	5	0	7	170	1	97	1	0	11	0	70	21	0	62	285	0
g7196	822	627	563	1360	1001	633	1464	1260	897	860	619	941	976	847	462	765	987	698
g7197	27	7	4	18	48	39	18	26	33	13	35	40	5	6	4	25	17	14
g7198	4	3	3	1	5	4	3	4	1	3	1	0	1	1	3	4	3	2
g7199	7263	25734	4713	8245	2411	11160	5962	10583	10892	12501	3369	5344	2603	5176	5574	3537	11485	10605
g7200	574	597	485	866	638	576	801	1055	428	565	477	517	608	510	561	903	1102	375
g7201	8514	5857	6949	12637	17077	3857	8872	13360	5265	4338	2889	5117	7111	4764	8239	5086	11552	5355
g7202	1	10	1	1	7	0	4	3	2	2	0	14	9	2	2	1	9	1
g7203	27205	26626	18703	35351	30802	16946	24312	44585	30206	24191	11855	22830	27714	18445	21564	34520	36745	18208
g7204	10	24	12	21	17	29	89	76	37	6	3	17	28	67	25	45	84	12
g7205	1337	2754	1281	4362	2598	2005	3331	3841	1774	2999	1536	2321	2212	1906	2265	3761	3894	2005
g7206	89	13	7	588	0	219	80	2	32	24	119	219	75	277	1	0	6	290
g7207	437	60	92	214	90	73	162	371	284	49	130	28	100	86	192	345	57	183
g7208	231	369	121	107	321	139	160	476	281	273	183	161	59	273	83	343	294	115
g7209	147	230	129	177	169	145	307	148	83	252	34	102	149	65	45	191	202	60
g7210	1	1	1	0	1	0	0	8	2	6	0	0	2	0	1	0	2	8
g7211	238	604	332	653	497	179	480	323	375	139	254	364	79	542	644	738	231	477
g7212	1977	1003	890	2369	1439	1149	3239	1873	2411	1129	1295	1294	2262	692	1235	4879	3670	1684
g7213	488	701	554	1246	784	444	816	632	563	554	350	509	641	374	281	761	621	390
g7214	205	168	174	244	227	219	184	233	88	183	20	277	215	192	202	566	439	93
g7215	3705	7179	4077	7886	5694	4606	9312	6388	6504	4401	3623	3713	5658	4121	3505	8005	3899	3065
g7216	2	14	0	67	5	13	47	9	0	25	4	13	15	19	26	31	7	0
g7217	35	48	9	49	93	21	30	16	12	21	12	13	24	25	18	22	38	18
g7218	7	12	5	23	10	1	22	20	8	10	6	5	1	4	9	11	4	2
g7219	2418	3926	2839	5609	3664	2037	1726	3438	3150	3855	1793	1845	1508	1683	1928	3537	2858	1623
g7220	2978	4438	3215	4088	3449	2446	6040	4517	2806	3168	1669	2432	3593	2569	2186	3766	3151	2438
g7221	85356	91317	53098	117616	275955	88127	145448	314541	116002	103652	106071	88064	45580	59838	50608	128672	150776	44444
g7222	437	316	430	747	411	366	569	360	298	248	249	284	343	211	340	412	618	251
g7223	13	285	67	207	132	2	153	0	107	0	26	116	80	144	0	164	49	1
g7224	184	127	112	168	175	93	171	198	58	92	37	75	89	43	103	149	89	83
g7225	37	75	10	87	91	23	59	76	20	148	37	51	76	14	31	42	115	51
g7226	1	2	2	2	2	7	10	8	2	8	6	3	12	0	3	1	4	2
g7227	745	1515	356	0	1790	106	241	0	71	1709	93	154	3	349	0	4	13	339
g7228	2626	1378	7263	1290	2828	3238	5824	1390	1478	1937	1263	2296	5551	2514	1411	3796	1346	1934
g7229	7647	7571	4910	18421	6676	6765	15303	9525	11146	8800	4671	5415	11472	4706	6890	10027	6825	7192
g7230	8743	9118	2892	27967	10575	9613	9677	8546	5012	6107	5110	10835	9362	5385	5950	6409	4708	8733
g7231	225	1	301	1101	904	1	349	103	336	0	429	324	0	221	460	304	7	3789
g7232	7170	6416	8288	9009	5682	3944	9052	8181	5901	5078	2832	4792	6607	5580	4205	7678	7973	4531
g7233	126	82	67	101	83	147	103	156	52	85	59	22	14	113	35	118	59	12
g7234	728	776	541	1503	885	710	1413	1185	703	856	594	656	950	612	596	974	1181	627
g7235	1	1	5	2	6	7	4	15	1	0	3	4	0	0	5	0	3	10
g7236	655	1791	551	3482	1420	801	1615	1432	2082	1331	1356	1917	2117	1987	1686	2072	3313	1323
g7237	9	4	10	6	7	7	19	11	4	11	2	7	17	1	8	3	13	2
g7238	120	107	270	123	69	278	127	191	42	40	138	26	133	193	163	227	126	10
g7239	1070	1307	1097	1201	760	834	1318	1482	779	977	733	951	716	513	551	1109	1399	879
g7240	11	67	0	86	45	16	19	13	6	4	16	49	12	19	20	27	8	1
g7241	3	28	8	15	6	6	15	9	16	7	6	4	14	3	5	19	15	3
g7242	29	29	7	13	31	10	11	28	69	19	6	14	20	7	20	16	3	6
g7243	13	4	13	51	16	14	15	9	52	7	12	23	13	14	19	23	24	3
g7244	2	0	0	0	0	4	0	1	0	0	0	5	0	0	16	0	7	0
g7245	0	22	8	0	4	45	2	5	2	0	0	0	15	0	0	29	146	0
g7246	308	84	345	267	404	20	266	511	259	61	72	153	885	166	196	1307	751	221
g7247	327	409	230	771	830	187	838	165	618	553	534	136	277	279	377	889	796	294
g7248	13	11	10	2	1	0	2	11	5	0	2	1	1	1	1	2	7	0
g7249	1270	1200	857	1092	1779	788	1981	1415	1048	835	585	687	1175	863	815	2009	1326	939
g7250	1	6	2	3	6	8	10	3	9	5	1	4	6	6	10	11	6	4
g7251	181	319	245	470	391	183	619	331	340	270	206	362	347	199	153	308	389	238
g7252	455	864	309	511	499	503	1557	916	1357	577	407	300	933	521	574	950	552	538
g7253	264	1535	1031	1319	650	1251	898	2731	1391	638	594	1005	1407	650	2219	517	902	1128
g7254	230	309	274	337	78	297	475	357	254	147	130	208	316	164	181	503	264	219
g7255	916	727	1158	710	693	388	437	1175	430	383	636	222	377	813	416	860	539	650
g7256	682	321	320	1075	487	492	466	556	863	959	307	674	480	466	671	1372	791	560
g7257	1330	1377	581	2260	1311	1031	2765	1954	1269	939	545	941	825	1288	532	1691	1428	672
g7258	10	16	19	31	37	7	77	77	21	0	15	31	24	41	13	37	3	11
g7259	726	587	735	1689	900	901	1196	971	931	828	670	481	791	776	389	936	1053	525
g7260	68	34	80	80	20	52	33	150	24	85	85	61	77	46	40	59	121	20
g7261	49	115	78	105	73	63	58	141	44	45	67	58	47	63	40	143	91	69
g7262	333	334	559	356	319	126	472	1024	264	123	219	649	572	91	738	425	164	715
g7263	3	0	2	5	1	2	18	15	1	0	0	4	1	2	8	11	2	0
g7264	101	151	55	98	36	64	136	96	52	97	114	155	312	7	54	114	44	32
g7265	45	7	19	60	16	10	25	45	25	37	64	9	2	56	21	30	38	109
g7266	1155	1622	949	2100	1477	721	1173	979	810	609	599	963	1429	842	921	1301	778	581
g7267	5	5	3	8	5	19	7	2	13	2	2	7	5	6	5	7	10	4
g7268	776	821	683	917	297	400	934	715	617	482	409	826	454	685	594	789	1354	663
g7269	3016	5170	3794	8003	6070	4603	9976	4371	2814	5027	3109	4326	5426	3730	4425	6282	5693	3238
g7270	13	8	11	8	7	4	1	3	27	5	1	0	2	2	0	6	0	0
g7271	17	4	147	104	15	18	80	25	49	16	10	18	50	16	2	65	10	34
g7272	2	0	1	3	0	4	8	0	5	2	3	1	9	2	2	4	0	0
g7273	4300	1434	1811	5510	4012	2649	3251	1014	3356	1728	1273	1355	2781	1838	1736	2285	2811	1541
g7274	7522	13103	11616	11595	16443	8275	14066	13204	6641	6925	8309	7741	8368	5427	6217	6617	8119	4432
g7275	797	969	517	759	1936	367	1282	1381	1323	942	866	408	341	379	437	1156	699	267
g7276	3767	3576	2662	2715	1897	1614	4382	2836	2920	1945	1772	1611	1776	1631	2274	1908	3684	1576
g7277	4	1	2	8	15	0	12	2	2	5	3	6	1	2	1	10	5	6
g7278	403	84	43	332	59	400	86	96	54	39	21	130	90	59	249	216	38	71
g7279	37	104	35	101	130	45	136	124	129	123	66	32	69	75	79	169	134	104
g7280	838	1118	685	1134	1158	679	993	1282	858	539	469	688	887	627	586	923	896	553
g7281	12	3	0	6	8	8	9	3	12	9	0	0	8	0	1	8	3	12
g7282	3	4	1	0	0	0	28	10	3	0	1	0	3	0	5	2	14	1
g7283	91	63	50	168	75	53	196	155	80	86	42	68	60	63	40	88	153	43
g7284	3034	3781	3084	3742	2832	1235	4229	3737	3273	2041	2521	2271	1409	1969	1719	1952	1968	2004
g7285	13	0	1	0	26	0	46	14	2	0	11	0	20	1	21	0	28	0
g7286	6535	5760	1186	7002	3215	2970	3846	5910	5589	7313	1966	1442	6196	4625	4794	5387	2615	1428
g7287	1	4	0	6	1	3	8	16	0	7	0	1	2	1	2	4	2	1
g7288	0	0	2	6	0	0	4	3	0	5	1	2	0	17	0	1	8	0
g7289	10	18	32	58	39	6	68	38	13	0	13	3	19	23	11	10	59	13
g7290	285	310	275	355	306	250	380	306	344	341	204	188	325	264	235	388	334	190
g7291	83	137	7	95	196	41	48	50	10	93	21	16	12	73	8	20	154	121
g7292	355	482	272	459	323	424	824	483	321	313	243	289	412	339	316	504	393	343
g7293	302	260	281	393	338	255	437	328	307	284	173	236	280	263	174	326	376	216
g7294	1	2	0	0	7	2	10	1	2	0	7	0	9	4	0	3	0	0
g7295	395	621	236	476	383	263	776	535	383	313	148	348	313	282	276	507	423	277
g7296	7	7	0	5	1	1	4	1	0	0	1	0	0	1	1	0	0	0
g7297	1	0	0	0	0	0	0	0	1	0	124	7	0	0	0	2	0	6
g7298	503	1070	329	600	643	493	394	676	324	452	404	641	444	891	318	446	821	429
g7299	64	159	74	205	148	27	415	148	136	182	76	167	166	57	75	11	229	20
g7300	735	574	295	636	272	166	883	397	435	410	207	357	438	492	332	612	416	464
g7301	4	10	4	9	10	8	3	6	5	7	5	7	9	4	3	3	14	1
g7302	906	848	624	1250	1208	711	1164	1222	559	567	633	601	863	778	467	1134	964	822
g7303	1395	1548	864	2828	1298	891	1482	1173	744	1010	902	791	2209	1471	1126	1376	1468	609
g7304	225	276	375	500	284	33	340	374	93	124	150	264	399	147	255	177	136	261
g7305	2932	8635	2836	7907	4557	3518	4879	4465	4161	3627	2555	3546	3665	3020	2351	5871	4738	2877
g7306	222	236	212	376	527	140	454	589	102	156	300	376	58	83	179	73	734	76
g7307	13	45	26	14	4	22	58	32	7	0	27	6	5	31	3	0	16	7
g7308	73	162	109	251	30	167	67	386	115	72	212	71	223	140	56	239	170	37
g7309	39	38	55	97	108	51	104	108	75	55	55	53	49	63	69	66	37	58
g7310	1136	2448	1952	1908	2203	800	1831	2262	1075	1539	800	1117	2115	1570	1461	1309	1317	1339
g7311	191	179	206	343	113	189	286	234	147	114	72	87	289	150	175	201	234	157
g7312	0	15	0	43	57	0	0	4	1	6	11	1	8	5	4	0	20	6
g7313	29	16	7	33	15	19	25	46	23	23	20	22	15	30	14	33	37	15
g7314	1	0	12	12	2	2	14	26	12	0	0	3	18	0	4	6	1	21
g7315	500	834	581	823	736	531	704	973	695	630	459	476	880	461	440	744	733	281
g7316	103	196	477	300	91	474	442	257	303	270	212	141	213	154	229	260	165	44
g7317	8	237	0	0	1	37	0	0	41	11	0	8	0	1	7	15	0	2
g7318	17	48	46	13	46	17	26	48	166	2	29	16	79	92	12	52	64	29
g7319	21	27	17	50	40	17	100	49	22	33	21	29	59	18	25	35	117	16
g7320	1382	2676	2604	1888	3619	4552	2252	3925	4957	2567	2245	1262	3211	2727	3470	2107	2436	1490
g7321	67	148	62	39	314	34	175	193	164	89	24	25	224	113	73	186	70	39
g7322	276	386	488	407	649	386	649	238	512	512	494	414	500	379	242	726	721	178
g7323	242	100	299	148	506	18	183	538	46	244	103	89	11	37	13	128	638	8
g7324	1	3	1	2	8	3	8	4	2	3	3	3	5	3	2	2	7	3
g7325	1711	1081	1158	1480	1513	790	2428	1585	977	1010	1007	1230	1640	890	1030	1946	1984	1121
g7326	2	3	2	3	2	5	8	8	5	2	2	3	3	1	5	6	6	2
g7327	808	1308	976	2189	1895	669	1749	2086	1155	739	1336	1173	1158	1071	942	919	1175	813
g7328	12	27	0	6	40	3	33	2	10	1	2	14	5	11	3	72	15	3
g7329	4464	4582	3296	4746	4604	4320	6307	4536	5948	4110	3303	2189	4756	3199	2545	6133	5881	3492
g7330	6	17	11	12	27	14	12	15	17	18	10	27	23	8	10	27	33	5
g7331	7	4	7	11	9	1	12	11	7	6	8	5	5	6	1	17	11	5
g7332	218	507	604	787	1430	447	842	817	362	448	563	290	385	570	354	1021	707	222
g7333	20149	11657	10115	16140	7738	10754	19862	23041	8179	8699	9834	16463	18686	10134	4652	31068	12675	6096
g7334	64	82	70	8	63	36	186	60	63	125	47	7	82	9	162	12	29	49
g7335	2653	5395	4051	12743	3990	2539	8533	6197	4227	4206	2948	3955	2551	3864	2074	4894	5701	4426
g7336	3103	4221	3082	4316	3494	3576	4487	4856	4179	2060	2306	3449	3542	2269	2196	5020	4937	2133
g7337	7	176	6	56	314	52	56	167	134	158	56	207	19	86	5	412	143	33
g7338	930	1175	1333	1966	1782	1153	2012	2249	750	1322	550	1367	1022	995	869	1930	1473	750
g7339	40	52	54	38	43	26	32	43	28	22	20	27	56	22	56	71	53	36
g7340	4	19	10	9	11	6	17	11	12	14	12	6	10	4	6	13	16	5
g7341	1926	2609	2076	2745	2401	1886	2934	2715	1703	1757	1047	1769	1458	1370	1248	2378	1937	1116
g7342	88	90	60	118	160	83	43	116	99	85	45	87	92	34	50	119	110	37
g7343	2	8	3	5	1	1	0	1	6	1	0	5	1	1	1	8	2	1
g7344	68	110	111	121	146	56	109	109	36	37	128	110	129	93	111	109	215	84
g7345	97	41	4	58	191	0	287	79	179	678	90	137	3	7	78	16	0	53
g7346	209	450	227	604	481	235	416	712	416	341	232	269	347	381	441	627	356	164
g7347	2	3	8	3	3	6	5	14	2	2	3	4	6	1	3	10	3	6
g7348	9	48	4	10	6	0	5	30	2	0	0	4	1	3	5	1	2	9
g7349	110	167	163	150	53	108	150	287	139	39	61	142	138	46	63	223	263	158
g7350	4	27	3	57	56	14	110	29	19	8	34	4	23	32	26	59	17	15
g7351	1034	2469	1163	3994	1127	1186	2411	1401	1152	911	1248	1234	1910	904	403	1343	1535	1288
g7352	80	59	39	106	75	103	66	16	22	11	39	37	79	37	97	47	65	38
g7353	154	67	227	200	130	283	98	125	182	50	51	104	181	36	148	103	157	179
g7354	3086	6296	4204	7347	5648	4184	9803	10108	6637	5928	4202	5543	5369	3633	2305	10726	10306	2128
g7355	1173	736	1007	2066	1898	1825	1401	966	470	893	436	378	1803	942	1294	2093	1096	943
g7356	3	1	1	5	5	4	3	5	1	11	0	0	7	6	1	7	10	3
g7357	2915	3058	779	4248	3013	4594	3563	5928	1684	3882	1713	2178	2289	4744	4237	3858	7978	2306
g7358	1349	669	445	2424	455	1684	2055	1085	1042	1006	445	575	1199	1520	642	794	1626	389
g7359	153	190	153	169	229	170	319	268	156	104	114	59	90	72	207	149	242	92
g7360	2	14	6	7	7	7	13	5	6	10	2	12	11	6	4	12	6	2
g7361	28	52	46	56	19	32	50	76	49	41	21	20	18	64	5	36	20	12
g7362	2	0	16	9	1	6	9	2	0	2	1	1	7	1	3	40	1	17
g7363	57	162	58	196	31	44	154	80	53	38	26	78	47	33	45	58	67	4
g7364	1	2	0	9	2	2	2	2	9	2	1	1	4	2	4	6	10	2
g7365	2568	10562	632	2757	2834	728	1749	3717	3580	2177	1241	530	1499	4074	812	7086	1238	452
g7366	5	32	8	42	2	32	5	10	10	90	21	11	5	18	9	21	15	32
g7367	2	17	10	45	12	0	25	21	15	33	4	11	5	9	35	26	0	21
g7368	2106	3381	2093	4075	3432	2099	2577	2770	1912	1718	1643	1431	2124	2068	1420	2694	2840	1728
g7369	1	2	1	5	2	4	1	3	0	2	1	3	4	4	1	3	6	1
g7370	1077	625	754	1632	867	830	1653	1194	824	654	730	712	904	738	766	1393	1225	640
g7371	92	101	69	81	110	48	73	95	37	55	54	64	71	60	40	67	92	52
g7372	1018	845	176	892	1257	933	322	323	784	626	239	97	331	615	646	469	765	275
g7373	80	162	103	164	128	130	248	146	66	74	123	109	165	68	120	153	93	65
g7374	1115	1131	478	2921	2833	1753	394	2155	4637	2153	2309	42	73	728	187	422	1167	731
g7375	243	121	330	764	251	203	1223	481	468	323	211	623	245	211	610	685	167	312
g7376	737	775	809	1906	574	850	1585	482	724	296	589	469	752	349	678	994	486	553
g7377	5	1	0	0	1	7	11	10	1	2	2	0	5	6	3	2	3	3
g7378	15	71	54	92	69	15	103	65	81	62	45	16	71	22	30	90	78	33
g7379	15	17	23	27	26	14	28	15	28	18	25	23	11	24	11	22	20	11
g7380	13222	12165	4774	6615	10967	6486	8444	7507	5158	6678	6557	8485	4806	6312	6104	23210	6231	2654
g7381	24	104	26	73	73	45	43	41	68	26	17	41	28	47	33	37	82	20
g7382	3	7	5	16	6	0	8	4	7	12	5	8	2	1	7	3	5	5
g7383	0	0	200	14	1	2	0	0	0	0	0	0	0	0	64	0	1	0
g7384	425	326	302	716	514	324	397	294	252	307	227	203	355	188	342	368	272	148
g7385	1449	1244	636	1038	977	643	1176	1618	1310	480	637	559	888	447	873	1373	1399	673
g7386	335	394	385	693	287	249	648	604	502	321	258	249	427	353	392	569	423	217
g7387	918	1618	563	1610	1090	1054	1743	1947	1105	1230	572	1012	1073	1078	918	1222	1408	919
g7388	78	107	26	95	107	62	136	82	76	113	99	138	103	31	58	52	135	43
g7389	585	893	619	1524	1076	484	1532	1345	509	949	315	570	975	400	757	1228	840	440
g7390	17	0	5	0	18	8	5	13	2	3	4	0	10	8	4	0	6	2
g7391	14	0	19	3	0	51	13	4	0	0	1	26	0	0	0	0	0	3
g7392	617	410	407	485	528	390	557	769	308	440	273	247	341	371	382	661	887	303
g7393	1	9	2	6	4	3	9	7	2	3	0	2	7	6	2	4	1	2
g7394	1033	1620	1354	1994	1294	1442	2919	4314	2085	1586	905	725	2262	1379	2003	1653	2431	719
g7395	2830	4135	3028	6390	4306	2524	5798	4482	4067	3273	2192	3195	2140	3098	3469	3421	4317	2307
g7396	32	2	11	56	38	127	191	18	320	8	210	83	65	35	2	46	29	29
g7397	9	9	15	6	9	8	9	9	4	3	4	8	13	9	2	1	5	8
g7398	1655	4248	2983	4063	2923	1738	5255	2401	1731	3053	1735	2359	2871	3287	1994	3894	5972	1907
g7399	13	50	5	365	55	7	11	59	12	23	20	4	0	80	24	92	0	0
g7400	81	33	155	162	292	9	652	179	66	22	91	57	64	104	249	171	157	11
g7401	145	178	51	153	205	46	418	114	179	210	104	131	169	147	236	271	120	179
g7402	57	72	62	64	58	53	59	46	52	31	26	37	78	61	31	63	37	21
g7403	6924	9572	5029	9245	4004	9492	12197	2345	8685	12515	3834	6282	2776	5950	3901	5417	6564	3501
g7404	180	386	183	305	152	175	324	252	161	227	224	433	183	128	38	745	149	167
g7405	62	83	75	177	111	53	236	90	44	114	43	105	75	58	83	233	169	52
g7406	56	61	89	83	40	90	112	137	56	56	23	75	36	69	56	80	65	69
g7407	77	275	61	166	137	105	126	200	45	108	72	139	118	148	57	149	175	66
g7408	23	3	0	178	53	74	85	5	32	74	72	91	38	186	19	186	41	63
g7409	4	0	1	7	4	3	3	3	2	3	0	3	3	4	2	1	3	2
g7410	430	685	492	573	391	496	406	864	241	423	381	184	432	573	433	801	619	432
g7411	32	65	2	41	38	17	28	53	63	33	12	16	24	33	24	10	53	19
g7412	364	318	281	220	349	376	332	451	437	244	345	184	469	225	187	432	360	156
g7413	4600	3948	4611	3609	3970	5987	5015	6098	3616	4053	2359	2423	4526	2824	3156	9641	3285	2908
g7414	7	16	9	6	6	17	9	6	18	7	9	6	5	5	6	26	8	0
g7415	140	12	11	320	20	5	172	283	84	93	63	5	9	29	48	95	54	55
g7416	1	37	3	3	19	3	0	0	1	7	2	4	0	1	4	21	5	3
g7417	200	456	44	472	318	100	253	111	130	229	246	353	206	154	85	101	489	214
g7418	152	792	411	848	299	99	904	501	326	299	218	579	362	160	251	472	405	581
g7419	453	698	331	748	669	430	604	683	321	382	458	542	638	287	367	631	721	293
g7420	12	0	5	6	11	5	2	17	12	8	1	4	7	3	0	10	4	2
g7421	291	641	235	635	431	573	399	767	194	1010	426	199	148	314	193	425	507	187
g7422	450	717	334	617	634	694	1182	864	558	343	475	390	602	473	445	1042	507	488
g7423	182	100	128	325	353	195	219	442	307	247	148	225	299	102	154	162	351	267
g7424	29	132	12	19	136	18	480	256	36	64	123	125	179	58	148	100	200	11
g7425	16	23	19	13	35	10	55	75	43	25	11	13	13	12	15	12	43	24
g7426	31	4	8	0	11	5	20	1	2	2	14	5	3	8	7	23	5	5
g7427	274	96	243	391	198	146	643	199	86	270	191	152	173	89	101	325	371	173
g7428	3	2	2	4	5	1	3	6	0	4	3	2	1	1	1	4	2	0
g7429	102	812	572	474	34	276	287	379	82	312	319	237	351	150	130	1070	73	32
g7430	12	8	3	6	8	9	7	11	7	5	3	11	4	6	9	12	6	3
g7431	7	4	9	5	9	3	8	10	43	0	0	7	2	9	16	8	4	0
g7432	4	2	9	17	4	7	18	10	19	5	13	13	4	3	18	8	10	4
g7433	433	1283	550	311	535	536	1223	110	429	230	426	246	163	1207	28	1223	619	262
g7434	877	948	466	1174	1147	733	1948	1156	439	935	531	501	1013	703	745	1765	1167	746
g7435	34	65	36	44	30	18	67	65	46	38	40	29	38	24	35	39	75	20
g7436	664	611	910	714	982	472	1309	1555	536	464	465	818	279	155	417	1179	1038	902
g7437	301	316	258	452	414	340	663	359	336	365	218	269	457	199	193	463	532	281
g7438	16	21	25	7	34	16	25	17	13	9	11	6	15	5	16	18	28	15
g7439	974	1782	1696	1873	1019	1048	1478	1931	1349	899	689	1327	1445	1163	1107	1935	1800	1269
g7440	112	85	500	194	86	258	1190	636	950	371	297	453	136	22	148	394	188	18
g7441	707	1179	861	281	747	455	173	880	412	250	189	467	588	486	486	500	195	300
g7442	144	313	116	429	191	95	363	275	634	184	340	341	172	290	181	323	427	177
g7443	1225	952	827	805	335	164	890	934	601	363	1005	838	611	345	239	1196	545	151
g7444	35	0	11	254	0	98	233	44	0	0	47	0	6	76	6	0	0	0
g7445	1692	1684	1324	3184	1973	1491	2468	2137	1693	1882	1222	1889	1665	1512	1226	1560	2200	1341
g7446	3	16	0	1	8	2	2	5	6	3	5	2	4	2	2	6	5	1
g7447	2	3	5	2	1	0	0	2	4	1	0	1	3	4	1	0	1	1
g7448	1	10	1	7	5	7	7	12	5	7	9	1	7	0	4	1	5	5
g7449	589	763	447	714	674	594	680	885	595	603	358	499	495	437	362	811	614	446
g7450	8	161	55	12	63	51	87	31	137	156	94	254	45	74	84	186	257	113
g7451	493	656	413	1004	784	676	834	839	472	482	367	471	1007	463	243	1328	622	470
g7452	6	5	7	4	10	4	2	5	3	3	1	4	6	3	2	7	8	3
